ROWID	_StageClearDropid|INTEGER	_MinLevel|INTEGER	_MaxLevel|INTEGER	_Job|INTEGER	_DropID|INTEGER	_ExDifficulty|INTEGER	_ClearGold|INTEGER
901	78284455	1	100	0	92280566	15	0
902	78284455	1	100	0	92280567	16	0
903	78284455	1	100	0	92280568	17	0
904	78284455	1	100	0	92280569	18	0
905	78284455	1	100	0	92280570	19	0
906	78284455	1	100	0	92280571	20	0
907	78284455	1	100	0	92280572	21	0
917	78284455	1	100	0	92280678	22	0
469	78282254	1	100	0	92279527	0	6000000
470	78282255	1	100	0	92279528	0	6000000
493	78283365	1	100	0	92279648	0	6000000
494	78283366	1	100	0	92279649	0	6000000
661	78284488	1	100	0	92280077	0	0
662	78284489	1	100	0	92280078	0	0
704	78284734	1	100	0	92280172	0	6000000
705	78284735	1	100	0	92280173	0	6000000
770	78285136	1	100	0	92280252	0	6000000
771	78285137	1	100	0	92280253	0	6000000
860	78285220	1	100	0	92280381	0	6000000
861	78285221	1	100	0	92280382	0	6000000
862	78287919	1	100	0	92280526	0	6000000
863	78287920	1	100	0	92280527	0	6000000
908	78288443	1	100	0	92280673	18	6000000
909	78288443	1	100	0	92280674	19	6000000
910	78288443	1	100	0	92280675	20	6000000
911	78288443	1	100	0	92280676	21	6000000
912	78288444	1	100	0	92280669	18	6000000
913	78288444	1	100	0	92280670	19	6000000
914	78288444	1	100	0	92280671	20	6000000
915	78288444	1	100	0	92280672	21	6000000
918	78288448	1	100	0	92280688	22	6000000
919	78288449	1	100	0	92280687	22	6000000
663	78284545	1	100	0	92280097	0	0
790	78285141	1	100	0	92280275	18	0
791	78285141	1	100	0	92280276	19	0
792	78285141	1	100	0	92280277	20	0
793	78285141	1	100	0	92280278	21	0
812	78285142	1	100	0	92280727	18	0
813	78285142	1	100	0	92280728	19	0
814	78285142	1	100	0	92280729	20	0
815	78285142	1	100	0	92280730	21	0
10001	78275223	1	2	1	226496318	0	0
10003	78275223	3	4	1	226496320	0	0
10005	78275223	5	6	1	226496322	0	0
10007	78275223	7	8	1	226496324	0	0
10009	78275223	9	100	1	226496326	0	0
10011	78275223	1	2	2	226496328	0	0
10013	78275223	3	4	2	226496330	0	0
10015	78275223	5	6	2	226496332	0	0
10017	78275223	7	8	2	226496334	0	0
10019	78275223	9	100	2	226496336	0	0
10021	78275223	1	2	3	226496338	0	0
10023	78275223	3	4	3	226496340	0	0
10025	78275223	5	6	3	226496342	0	0
10027	78275223	7	8	3	226496344	0	0
10029	78275223	9	100	3	226496346	0	0
10031	78275223	1	2	4	226496348	0	0
10033	78275223	3	4	4	226496350	0	0
10035	78275223	5	6	4	226496352	0	0
10037	78275223	7	8	4	226496354	0	0
10039	78275223	9	100	4	226496356	0	0
10041	78275223	1	2	5	226496358	0	0
10043	78275223	3	4	5	226496360	0	0
10045	78275223	5	6	5	226496362	0	0
10047	78275223	7	8	5	226496364	0	0
10049	78275223	9	100	5	226496366	0	0
10051	78275223	1	2	6	226496368	0	0
10053	78275223	3	4	6	226496370	0	0
10055	78275223	5	6	6	226496372	0	0
10057	78275223	7	8	6	226496374	0	0
10059	78275223	9	100	6	226496376	0	0
10061	78275223	1	2	7	226496378	0	0
10063	78275223	3	4	7	226496380	0	0
10065	78275223	5	6	7	226496382	0	0
10067	78275223	7	8	7	226496384	0	0
10069	78275223	9	100	7	226496386	0	0
10071	78275223	1	2	8	226496388	0	0
10073	78275223	3	4	8	226496390	0	0
10075	78275223	5	6	8	226496392	0	0
10077	78275223	7	8	8	226496394	0	0
10079	78275223	9	100	8	226496396	0	0
10081	78275223	1	2	9	226496398	0	0
10083	78275223	3	4	9	226496400	0	0
10085	78275223	5	6	9	226496402	0	0
10087	78275223	7	8	9	226496404	0	0
10089	78275223	9	100	9	226496406	0	0
10092	78275224	1	10	1	226496326	0	0
10094	78275224	11	12	1	226496407	0	0
10095	78275224	13	14	1	226496408	0	0
10096	78275224	15	16	1	226496409	0	0
10097	78275224	17	18	1	226496410	0	0
10098	78275224	19	100	1	226496411	0	0
10100	78275224	1	10	2	226496336	0	0
10102	78275224	11	12	2	226496412	0	0
10103	78275224	13	14	2	226496413	0	0
10104	78275224	15	16	2	226496414	0	0
10105	78275224	17	18	2	226496415	0	0
10106	78275224	19	100	2	226496416	0	0
10108	78275224	1	10	3	226496346	0	0
10110	78275224	11	12	3	226496417	0	0
10111	78275224	13	14	3	226496418	0	0
10112	78275224	15	16	3	226496419	0	0
10113	78275224	17	18	3	226496420	0	0
10114	78275224	19	100	3	226496421	0	0
10116	78275224	1	10	4	226496356	0	0
10118	78275224	11	12	4	226496422	0	0
10119	78275224	13	14	4	226496423	0	0
10120	78275224	15	16	4	226496424	0	0
10121	78275224	17	18	4	226496425	0	0
10122	78275224	19	100	4	226496426	0	0
10124	78275224	1	10	5	226496366	0	0
10126	78275224	11	12	5	226496427	0	0
10127	78275224	13	14	5	226496428	0	0
10128	78275224	15	16	5	226496429	0	0
10129	78275224	17	18	5	226496430	0	0
10130	78275224	19	100	5	226496431	0	0
10132	78275224	1	10	6	226496376	0	0
10134	78275224	11	12	6	226496432	0	0
10135	78275224	13	14	6	226496433	0	0
10136	78275224	15	16	6	226496434	0	0
10137	78275224	17	18	6	226496435	0	0
10138	78275224	19	100	6	226496436	0	0
10140	78275224	1	10	7	226496386	0	0
10142	78275224	11	12	7	226496437	0	0
10143	78275224	13	14	7	226496438	0	0
10144	78275224	15	16	7	226496439	0	0
10145	78275224	17	18	7	226496440	0	0
10146	78275224	19	100	7	226496441	0	0
10148	78275224	1	10	8	226496396	0	0
10150	78275224	11	12	8	226496443	0	0
10151	78275224	13	14	8	226496444	0	0
10152	78275224	15	16	8	226496445	0	0
10153	78275224	17	18	8	226496446	0	0
10154	78275224	19	100	8	226496447	0	0
10156	78275224	1	10	9	226496406	0	0
10158	78275224	11	12	9	226496448	0	0
10159	78275224	13	14	9	226496449	0	0
10160	78275224	15	16	9	226496450	0	0
10161	78275224	17	18	9	226496451	0	0
10162	78275224	19	100	9	226496452	0	0
10163	78275225	1	14	1	226496408	0	0
10164	78275225	15	16	1	226496409	0	0
10165	78275225	17	18	1	226496410	0	0
10166	78275225	19	20	1	226496411	0	0
10167	78275225	21	22	1	226496453	0	0
10168	78275225	23	24	1	226496454	0	0
10169	78275225	25	100	1	226496455	0	0
10170	78275225	1	14	2	226496413	0	0
10171	78275225	15	16	2	226496414	0	0
10172	78275225	17	18	2	226496415	0	0
10173	78275225	19	20	2	226496416	0	0
10174	78275225	21	22	2	226496456	0	0
10175	78275225	23	24	2	226496457	0	0
10176	78275225	25	100	2	226496458	0	0
10177	78275225	1	14	3	226496418	0	0
10178	78275225	15	16	3	226496419	0	0
10179	78275225	17	18	3	226496420	0	0
10180	78275225	19	20	3	226496421	0	0
10181	78275225	21	22	3	226496459	0	0
10182	78275225	23	24	3	226496460	0	0
10183	78275225	25	100	3	226496461	0	0
10184	78275225	1	14	4	226496423	0	0
10185	78275225	15	16	4	226496424	0	0
10186	78275225	17	18	4	226496425	0	0
10187	78275225	19	20	4	226496426	0	0
10188	78275225	21	22	4	226496462	0	0
10189	78275225	23	24	4	226496463	0	0
10190	78275225	25	100	4	226496464	0	0
10191	78275225	1	14	5	226496428	0	0
10192	78275225	15	16	5	226496429	0	0
10193	78275225	17	18	5	226496430	0	0
10194	78275225	19	20	5	226496431	0	0
10195	78275225	21	22	5	226496465	0	0
10196	78275225	23	24	5	226496466	0	0
10197	78275225	25	100	5	226496467	0	0
10198	78275225	1	14	6	226496433	0	0
10199	78275225	15	16	6	226496434	0	0
10200	78275225	17	18	6	226496435	0	0
10201	78275225	19	20	6	226496436	0	0
10202	78275225	21	22	6	226496468	0	0
10203	78275225	23	24	6	226496469	0	0
10204	78275225	25	100	6	226496470	0	0
10205	78275225	1	14	7	226496438	0	0
10206	78275225	15	16	7	226496439	0	0
10207	78275225	17	18	7	226496440	0	0
10208	78275225	19	20	7	226496441	0	0
10209	78275225	21	22	7	226496471	0	0
10210	78275225	23	24	7	226496472	0	0
10211	78275225	25	100	7	226496473	0	0
10212	78275225	1	14	8	226496444	0	0
10213	78275225	15	16	8	226496445	0	0
10214	78275225	17	18	8	226496446	0	0
10215	78275225	19	20	8	226496447	0	0
10216	78275225	21	22	8	226496474	0	0
10217	78275225	23	24	8	226496475	0	0
10218	78275225	25	100	8	226496476	0	0
10219	78275225	1	14	9	226496449	0	0
10220	78275225	15	16	9	226496450	0	0
10221	78275225	17	18	9	226496451	0	0
10222	78275225	19	20	9	226496452	0	0
10223	78275225	21	22	9	226496477	0	0
10224	78275225	23	24	9	226496478	0	0
10225	78275225	25	100	9	226496479	0	0
10226	78275226	1	22	1	226496453	0	0
10227	78275226	23	24	1	226496454	0	0
10228	78275226	25	26	1	226496455	0	0
10229	78275226	27	28	1	226496480	0	0
10230	78275226	29	30	1	226496481	0	0
10231	78275226	31	32	1	226496482	0	0
10232	78275226	33	34	1	226496483	0	0
10233	78275226	35	100	1	226496484	0	0
10234	78275226	1	22	2	226496456	0	0
10235	78275226	23	24	2	226496457	0	0
10236	78275226	25	26	2	226496458	0	0
10237	78275226	27	28	2	226496485	0	0
10238	78275226	29	30	2	226496486	0	0
10239	78275226	31	32	2	226496487	0	0
10240	78275226	33	34	2	226496488	0	0
10241	78275226	35	100	2	226496489	0	0
10242	78275226	1	22	3	226496459	0	0
10243	78275226	23	24	3	226496460	0	0
10244	78275226	25	26	3	226496461	0	0
10245	78275226	27	28	3	226496490	0	0
10246	78275226	29	30	3	226496491	0	0
10247	78275226	31	32	3	226496492	0	0
10248	78275226	33	34	3	226496493	0	0
10249	78275226	35	100	3	226496494	0	0
10250	78275226	1	22	4	226496462	0	0
10251	78275226	23	24	4	226496463	0	0
10252	78275226	25	26	4	226496464	0	0
10253	78275226	27	28	4	226496495	0	0
10254	78275226	29	30	4	226496496	0	0
10255	78275226	31	32	4	226496497	0	0
10256	78275226	33	34	4	226496498	0	0
10257	78275226	35	100	4	226496499	0	0
10258	78275226	1	22	5	226496465	0	0
10259	78275226	23	24	5	226496466	0	0
10260	78275226	25	26	5	226496467	0	0
10261	78275226	27	28	5	226496500	0	0
10262	78275226	29	30	5	226496501	0	0
10263	78275226	31	32	5	226496502	0	0
10264	78275226	33	34	5	226496503	0	0
10265	78275226	35	100	5	226496504	0	0
10266	78275226	1	22	6	226496468	0	0
10267	78275226	23	24	6	226496469	0	0
10268	78275226	25	26	6	226496470	0	0
10269	78275226	27	28	6	226496505	0	0
10270	78275226	29	30	6	226496506	0	0
10271	78275226	31	32	6	226496507	0	0
10272	78275226	33	34	6	226496508	0	0
10273	78275226	35	100	6	226496509	0	0
10274	78275226	1	22	7	226496471	0	0
10275	78275226	23	24	7	226496472	0	0
10276	78275226	25	26	7	226496473	0	0
10277	78275226	27	28	7	226496510	0	0
10278	78275226	29	30	7	226496511	0	0
10279	78275226	31	32	7	226496512	0	0
10280	78275226	33	34	7	226496513	0	0
10281	78275226	35	100	7	226496514	0	0
10282	78275226	1	22	8	226496474	0	0
10283	78275226	23	24	8	226496475	0	0
10284	78275226	25	26	8	226496476	0	0
10285	78275226	27	28	8	226496515	0	0
10286	78275226	29	30	8	226496516	0	0
10287	78275226	31	32	8	226496517	0	0
10288	78275226	33	34	8	226496518	0	0
10289	78275226	35	100	8	226496519	0	0
10290	78275226	1	22	9	226496477	0	0
10291	78275226	23	24	9	226496478	0	0
10292	78275226	25	26	9	226496479	0	0
10293	78275226	27	28	9	226496520	0	0
10294	78275226	29	30	9	226496521	0	0
10295	78275226	31	32	9	226496522	0	0
10296	78275226	33	34	9	226496523	0	0
10297	78275226	35	100	9	226496524	0	0
10298	78275227	1	30	1	226496481	0	0
10299	78275227	31	32	1	226496482	0	0
10300	78275227	33	34	1	226496483	0	0
10301	78275227	35	36	1	226496484	0	0
10302	78275227	37	38	1	226496525	0	0
10303	78275227	39	40	1	226496526	0	0
10304	78275227	41	42	1	226496527	0	0
10305	78275227	43	100	1	226496528	0	0
10306	78275227	1	30	2	226496486	0	0
10307	78275227	31	32	2	226496487	0	0
10308	78275227	33	34	2	226496488	0	0
10309	78275227	35	36	2	226496489	0	0
10310	78275227	37	38	2	226496529	0	0
10311	78275227	39	40	2	226496530	0	0
10312	78275227	41	42	2	226496531	0	0
10313	78275227	43	100	2	226496532	0	0
10314	78275227	1	30	3	226496491	0	0
10315	78275227	31	32	3	226496492	0	0
10316	78275227	33	34	3	226496493	0	0
10317	78275227	35	36	3	226496494	0	0
10318	78275227	37	38	3	226496533	0	0
10319	78275227	39	40	3	226496534	0	0
10320	78275227	41	42	3	226496535	0	0
10321	78275227	43	100	3	226496536	0	0
10322	78275227	1	30	4	226496496	0	0
10323	78275227	31	32	4	226496497	0	0
10324	78275227	33	34	4	226496498	0	0
10325	78275227	35	36	4	226496499	0	0
10326	78275227	37	38	4	226496537	0	0
10327	78275227	39	40	4	226496538	0	0
10328	78275227	41	42	4	226496539	0	0
10329	78275227	43	100	4	226496540	0	0
10330	78275227	1	30	5	226496501	0	0
10331	78275227	31	32	5	226496502	0	0
10332	78275227	33	34	5	226496503	0	0
10333	78275227	35	36	5	226496504	0	0
10334	78275227	37	38	5	226496541	0	0
10335	78275227	39	40	5	226496542	0	0
10336	78275227	41	42	5	226496543	0	0
10337	78275227	43	100	5	226496544	0	0
10338	78275227	1	30	6	226496506	0	0
10339	78275227	31	32	6	226496507	0	0
10340	78275227	33	34	6	226496508	0	0
10341	78275227	35	36	6	226496509	0	0
10342	78275227	37	38	6	226496545	0	0
10343	78275227	39	40	6	226496546	0	0
10344	78275227	41	42	6	226496547	0	0
10345	78275227	43	100	6	226496548	0	0
10346	78275227	1	30	7	226496511	0	0
10347	78275227	31	32	7	226496512	0	0
10348	78275227	33	34	7	226496513	0	0
10349	78275227	35	36	7	226496514	0	0
10350	78275227	37	38	7	226496549	0	0
10351	78275227	39	40	7	226496550	0	0
10352	78275227	41	42	7	226496551	0	0
10353	78275227	43	100	7	226496552	0	0
10354	78275227	1	30	8	226496516	0	0
10355	78275227	31	32	8	226496517	0	0
10356	78275227	33	34	8	226496518	0	0
10357	78275227	35	36	8	226496519	0	0
10358	78275227	37	38	8	226496553	0	0
10359	78275227	39	40	8	226496554	0	0
10360	78275227	41	42	8	226496555	0	0
10361	78275227	43	100	8	226496556	0	0
10362	78275227	1	30	9	226496521	0	0
10363	78275227	31	32	9	226496522	0	0
10364	78275227	33	34	9	226496523	0	0
10365	78275227	35	36	9	226496524	0	0
10366	78275227	37	38	9	226496557	0	0
10367	78275227	39	40	9	226496558	0	0
10368	78275227	41	42	9	226496559	0	0
10369	78275227	43	100	9	226496560	0	0
10370	78275228	1	38	1	226496525	0	0
10371	78275228	39	40	1	226496526	0	0
10372	78275228	41	42	1	226496527	0	0
10373	78275228	43	44	1	226496528	0	0
10374	78275228	45	46	1	226496561	0	0
10375	78275228	47	48	1	226496562	0	0
10376	78275228	49	50	1	226496563	0	0
10377	78275228	51	52	1	226496564	0	0
10378	78275228	53	100	1	226496565	0	0
10379	78275228	1	38	2	226496529	0	0
10380	78275228	39	40	2	226496530	0	0
10381	78275228	41	42	2	226496531	0	0
10382	78275228	43	44	2	226496532	0	0
10383	78275228	45	46	2	226496566	0	0
10384	78275228	47	48	2	226496567	0	0
10385	78275228	49	50	2	226496568	0	0
10386	78275228	51	52	2	226496569	0	0
10387	78275228	53	100	2	226496570	0	0
10388	78275228	1	38	3	226496533	0	0
10389	78275228	39	40	3	226496534	0	0
10390	78275228	41	42	3	226496535	0	0
10391	78275228	43	44	3	226496536	0	0
10392	78275228	45	46	3	226496571	0	0
10393	78275228	47	48	3	226496572	0	0
10394	78275228	49	50	3	226496573	0	0
10395	78275228	51	52	3	226496574	0	0
10396	78275228	53	100	3	226496575	0	0
10397	78275228	1	38	4	226496537	0	0
10398	78275228	39	40	4	226496538	0	0
10399	78275228	41	42	4	226496539	0	0
10400	78275228	43	44	4	226496540	0	0
10401	78275228	45	46	4	226496576	0	0
10402	78275228	47	48	4	226496577	0	0
10403	78275228	49	50	4	226496578	0	0
10404	78275228	51	52	4	226496579	0	0
10405	78275228	53	100	4	226496580	0	0
10406	78275228	1	38	5	226496541	0	0
10407	78275228	39	40	5	226496542	0	0
10408	78275228	41	42	5	226496543	0	0
10409	78275228	43	44	5	226496544	0	0
10410	78275228	45	46	5	226496581	0	0
10411	78275228	47	48	5	226496582	0	0
10412	78275228	49	50	5	226496583	0	0
10413	78275228	51	52	5	226496584	0	0
10414	78275228	53	100	5	226496585	0	0
10415	78275228	1	38	6	226496545	0	0
10416	78275228	39	40	6	226496546	0	0
10417	78275228	41	42	6	226496547	0	0
10418	78275228	43	44	6	226496548	0	0
10419	78275228	45	46	6	226496586	0	0
10420	78275228	47	48	6	226496587	0	0
10421	78275228	49	50	6	226496588	0	0
10422	78275228	51	52	6	226496589	0	0
10423	78275228	53	100	6	226496590	0	0
10424	78275228	1	38	7	226496549	0	0
10425	78275228	39	40	7	226496550	0	0
10426	78275228	41	42	7	226496551	0	0
10427	78275228	43	44	7	226496552	0	0
10428	78275228	45	46	7	226496591	0	0
10429	78275228	47	48	7	226496592	0	0
10430	78275228	49	50	7	226496593	0	0
10431	78275228	51	52	7	226496594	0	0
10432	78275228	53	100	7	226496595	0	0
10433	78275228	1	38	8	226496553	0	0
10434	78275228	39	40	8	226496554	0	0
10435	78275228	41	42	8	226496555	0	0
10436	78275228	43	44	8	226496556	0	0
10437	78275228	45	46	8	226496596	0	0
10438	78275228	47	48	8	226496597	0	0
10439	78275228	49	50	8	226496598	0	0
10440	78275228	51	52	8	226496599	0	0
10441	78275228	53	100	8	226496600	0	0
10442	78275228	1	38	9	226496557	0	0
10443	78275228	39	40	9	226496558	0	0
10444	78275228	41	42	9	226496559	0	0
10445	78275228	43	44	9	226496560	0	0
10446	78275228	45	46	9	226496601	0	0
10447	78275228	47	48	9	226496602	0	0
10448	78275228	49	50	9	226496603	0	0
10449	78275228	51	52	9	226496604	0	0
10450	78275228	53	100	9	226496605	0	0
10451	78275229	1	48	1	226496562	0	0
10452	78275229	49	50	1	226496563	0	0
10453	78275229	51	52	1	226496564	0	0
10454	78275229	53	54	1	226496565	0	0
10455	78275229	55	56	1	226496606	0	0
10456	78275229	57	58	1	226496607	0	0
10457	78275229	59	60	1	226496608	0	0
10458	78275229	61	62	1	226496609	0	0
10459	78275229	63	100	1	226496610	0	0
10460	78275229	1	48	2	226496567	0	0
10461	78275229	49	50	2	226496568	0	0
10462	78275229	51	52	2	226496569	0	0
10463	78275229	53	54	2	226496570	0	0
10464	78275229	55	56	2	226496611	0	0
10465	78275229	57	58	2	226496612	0	0
10466	78275229	59	60	2	226496613	0	0
10467	78275229	61	62	2	226496614	0	0
10468	78275229	63	100	2	226496615	0	0
10469	78275229	1	48	3	226496572	0	0
10470	78275229	49	50	3	226496573	0	0
10471	78275229	51	52	3	226496574	0	0
10472	78275229	53	54	3	226496575	0	0
10473	78275229	55	56	3	226496616	0	0
10474	78275229	57	58	3	226496617	0	0
10475	78275229	59	60	3	226496618	0	0
10476	78275229	61	62	3	226496619	0	0
10477	78275229	63	100	3	226496620	0	0
10478	78275229	1	48	4	226496577	0	0
10479	78275229	49	50	4	226496578	0	0
10480	78275229	51	52	4	226496579	0	0
10481	78275229	53	54	4	226496580	0	0
10482	78275229	55	56	4	226496621	0	0
10483	78275229	57	58	4	226496622	0	0
10484	78275229	59	60	4	226496623	0	0
10485	78275229	61	62	4	226496624	0	0
10486	78275229	63	100	4	226496625	0	0
10487	78275229	1	48	5	226496582	0	0
10488	78275229	49	50	5	226496583	0	0
10489	78275229	51	52	5	226496584	0	0
10490	78275229	53	54	5	226496585	0	0
10491	78275229	55	56	5	226496626	0	0
10492	78275229	57	58	5	226496627	0	0
10493	78275229	59	60	5	226496628	0	0
10494	78275229	61	62	5	226496629	0	0
10495	78275229	63	100	5	226496630	0	0
10496	78275229	1	48	6	226496587	0	0
10497	78275229	49	50	6	226496588	0	0
10498	78275229	51	52	6	226496589	0	0
10499	78275229	53	54	6	226496590	0	0
10500	78275229	55	56	6	226496631	0	0
10501	78275229	57	58	6	226496632	0	0
10502	78275229	59	60	6	226496633	0	0
10503	78275229	61	62	6	226496634	0	0
10504	78275229	63	100	6	226496635	0	0
10505	78275229	1	48	7	226496592	0	0
10506	78275229	49	50	7	226496593	0	0
10507	78275229	51	52	7	226496594	0	0
10508	78275229	53	54	7	226496595	0	0
10509	78275229	55	56	7	226496636	0	0
10510	78275229	57	58	7	226496637	0	0
10511	78275229	59	60	7	226496638	0	0
10512	78275229	61	62	7	226496639	0	0
10513	78275229	63	100	7	226496640	0	0
10514	78275229	1	48	8	226496597	0	0
10515	78275229	49	50	8	226496598	0	0
10516	78275229	51	52	8	226496599	0	0
10517	78275229	53	54	8	226496600	0	0
10518	78275229	55	56	8	226496641	0	0
10519	78275229	57	58	8	226496642	0	0
10520	78275229	59	60	8	226496643	0	0
10521	78275229	61	62	8	226496644	0	0
10522	78275229	63	100	8	226496645	0	0
10523	78275229	1	48	9	226496602	0	0
10524	78275229	49	50	9	226496603	0	0
10525	78275229	51	52	9	226496604	0	0
10526	78275229	53	54	9	226496605	0	0
10527	78275229	55	56	9	226496646	0	0
10528	78275229	57	58	9	226496647	0	0
10529	78275229	59	60	9	226496648	0	0
10530	78275229	61	62	9	226496649	0	0
10531	78275229	63	100	9	226496650	0	0
10532	78275230	1	58	1	226496607	0	0
10533	78275230	59	60	1	226496608	0	0
10534	78275230	61	62	1	226496609	0	0
10535	78275230	63	64	1	226496610	0	0
10536	78275230	65	66	1	226496651	0	0
10537	78275230	67	68	1	226496652	0	0
10538	78275230	69	70	1	226496653	0	0
10539	78275230	71	72	1	226496654	0	0
10540	78275230	73	100	1	226496655	0	0
10541	78275230	1	58	2	226496612	0	0
10542	78275230	59	60	2	226496613	0	0
10543	78275230	61	62	2	226496614	0	0
10544	78275230	63	64	2	226496615	0	0
10545	78275230	65	66	2	226496656	0	0
10546	78275230	67	68	2	226496657	0	0
10547	78275230	69	70	2	226496658	0	0
10548	78275230	71	72	2	226496659	0	0
10549	78275230	73	100	2	226496660	0	0
10550	78275230	1	58	3	226496617	0	0
10551	78275230	59	60	3	226496618	0	0
10552	78275230	61	62	3	226496619	0	0
10553	78275230	63	64	3	226496620	0	0
10554	78275230	65	66	3	226496661	0	0
10555	78275230	67	68	3	226496662	0	0
10556	78275230	69	70	3	226496663	0	0
10557	78275230	71	72	3	226496664	0	0
10558	78275230	73	100	3	226496665	0	0
10559	78275230	1	58	4	226496622	0	0
10560	78275230	59	60	4	226496623	0	0
10561	78275230	61	62	4	226496624	0	0
10562	78275230	63	64	4	226496625	0	0
10563	78275230	65	66	4	226496666	0	0
10564	78275230	67	68	4	226496667	0	0
10565	78275230	69	70	4	226496668	0	0
10566	78275230	71	72	4	226496669	0	0
10567	78275230	73	100	4	226496670	0	0
10568	78275230	1	58	5	226496627	0	0
10569	78275230	59	60	5	226496628	0	0
10570	78275230	61	62	5	226496629	0	0
10571	78275230	63	64	5	226496630	0	0
10572	78275230	65	66	5	226496671	0	0
10573	78275230	67	68	5	226496672	0	0
10574	78275230	69	70	5	226496673	0	0
10575	78275230	71	72	5	226496674	0	0
10576	78275230	73	100	5	226496675	0	0
10577	78275230	1	58	6	226496632	0	0
10578	78275230	59	60	6	226496633	0	0
10579	78275230	61	62	6	226496634	0	0
10580	78275230	63	64	6	226496635	0	0
10581	78275230	65	66	6	226496676	0	0
10582	78275230	67	68	6	226496677	0	0
10583	78275230	69	70	6	226496678	0	0
10584	78275230	71	72	6	226496679	0	0
10585	78275230	73	100	6	226496680	0	0
10586	78275230	1	58	7	226496637	0	0
10587	78275230	59	60	7	226496638	0	0
10588	78275230	61	62	7	226496639	0	0
10589	78275230	63	64	7	226496640	0	0
10590	78275230	65	66	7	226496681	0	0
10591	78275230	67	68	7	226496682	0	0
10592	78275230	69	70	7	226496683	0	0
10593	78275230	71	72	7	226496684	0	0
10594	78275230	73	100	7	226496685	0	0
10595	78275230	1	58	8	226496642	0	0
10596	78275230	59	60	8	226496643	0	0
10597	78275230	61	62	8	226496644	0	0
10598	78275230	63	64	8	226496645	0	0
10599	78275230	65	66	8	226496686	0	0
10600	78275230	67	68	8	226496687	0	0
10601	78275230	69	70	8	226496688	0	0
10602	78275230	71	72	8	226496689	0	0
10603	78275230	73	100	8	226496690	0	0
10604	78275230	1	58	9	226496647	0	0
10605	78275230	59	60	9	226496648	0	0
10606	78275230	61	62	9	226496649	0	0
10607	78275230	63	64	9	226496650	0	0
10608	78275230	65	66	9	226496691	0	0
10609	78275230	67	68	9	226496692	0	0
10610	78275230	69	70	9	226496693	0	0
10611	78275230	71	72	9	226496694	0	0
10612	78275230	73	100	9	226496695	0	0
10613	78275231	1	68	1	226496652	0	0
10614	78275231	69	70	1	226496653	0	0
10615	78275231	71	72	1	226496654	0	0
10616	78275231	73	74	1	226496655	0	0
10617	78275231	75	76	1	226496696	0	0
10618	78275231	77	78	1	226496697	0	0
10619	78275231	79	80	1	226496698	0	0
10620	78275231	81	82	1	226496699	0	0
10621	78275231	83	100	1	226496700	0	0
10622	78275231	1	68	2	226496657	0	0
10623	78275231	69	70	2	226496658	0	0
10624	78275231	71	72	2	226496659	0	0
10625	78275231	73	74	2	226496660	0	0
10626	78275231	75	76	2	226496701	0	0
10627	78275231	77	78	2	226496702	0	0
10628	78275231	79	80	2	226496703	0	0
10629	78275231	81	82	2	226496704	0	0
10630	78275231	83	100	2	226496705	0	0
10631	78275231	1	68	3	226496662	0	0
10632	78275231	69	70	3	226496663	0	0
10633	78275231	71	72	3	226496664	0	0
10634	78275231	73	74	3	226496665	0	0
10635	78275231	75	76	3	226496706	0	0
10636	78275231	77	78	3	226496707	0	0
10637	78275231	79	80	3	226496708	0	0
10638	78275231	81	82	3	226496709	0	0
10639	78275231	83	100	3	226496710	0	0
10640	78275231	1	68	4	226496667	0	0
10641	78275231	69	70	4	226496668	0	0
10642	78275231	71	72	4	226496669	0	0
10643	78275231	73	74	4	226496670	0	0
10644	78275231	75	76	4	226496711	0	0
10645	78275231	77	78	4	226496712	0	0
10646	78275231	79	80	4	226496713	0	0
10647	78275231	81	82	4	226496714	0	0
10648	78275231	83	100	4	226496715	0	0
10649	78275231	1	68	5	226496672	0	0
10650	78275231	69	70	5	226496673	0	0
10651	78275231	71	72	5	226496674	0	0
10652	78275231	73	74	5	226496675	0	0
10653	78275231	75	76	5	226496716	0	0
10654	78275231	77	78	5	226496717	0	0
10655	78275231	79	80	5	226496718	0	0
10656	78275231	81	82	5	226496719	0	0
10657	78275231	83	100	5	226496720	0	0
10658	78275231	1	68	6	226496677	0	0
10659	78275231	69	70	6	226496678	0	0
10660	78275231	71	72	6	226496679	0	0
10661	78275231	73	74	6	226496680	0	0
10662	78275231	75	76	6	226496721	0	0
10663	78275231	77	78	6	226496722	0	0
10664	78275231	79	80	6	226496723	0	0
10665	78275231	81	82	6	226496724	0	0
10666	78275231	83	100	6	226496725	0	0
10667	78275231	1	68	7	226496682	0	0
10668	78275231	69	70	7	226496683	0	0
10669	78275231	71	72	7	226496684	0	0
10670	78275231	73	74	7	226496685	0	0
10671	78275231	75	76	7	226496726	0	0
10672	78275231	77	78	7	226496727	0	0
10673	78275231	79	80	7	226496728	0	0
10674	78275231	81	82	7	226496729	0	0
10675	78275231	83	100	7	226496730	0	0
10676	78275231	1	68	8	226496687	0	0
10677	78275231	69	70	8	226496688	0	0
10678	78275231	71	72	8	226496689	0	0
10679	78275231	73	74	8	226496690	0	0
10680	78275231	75	76	8	226496731	0	0
10681	78275231	77	78	8	226496732	0	0
10682	78275231	79	80	8	226496733	0	0
10683	78275231	81	82	8	226496734	0	0
