ROWID	_Name|TEXT	_QuestType|INTEGER	_QuestCode|INTEGER	_QuestLv|INTEGER	_QuestTalk|TEXT	_QuestScript|TEXT	_QuestImageTitle|INTEGER	_QSortIndex|INTEGER	_QuestRepeatable|INTEGER	_IsEvent|INTEGER	_QuestMarkHide|BOOLEAN	_QuestHideLv|INTEGER	_Map|INTEGER	_LevelCapReward|INTEGER	_guide|BOOLEAN	_EmergenceSet|BOOLEAN	_DailyPartyMapIndex|INTEGER	_DailyPartyMaplevel|INTEGER	_GuildQuestType|INTEGER	_Authority|INTEGER	_OpenDate|TEXT	_OpenTime|TEXT
4713	재앙의 군대 II	1	1	85	sqc17_4713_army_of_disaster2.xml	sqc17_4713_army_of_disaster2.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4714	재앙의 군대 III	1	1	85	sqc17_4714_army_of_disaster3.xml	sqc17_4714_army_of_disaster3.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4715	재앙의 군대 IV	1	1	85	sqc17_4715_army_of_disaster4.xml	sqc17_4715_army_of_disaster4.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4716	라피스 라줄리 I	1	1	87	sqc17_4716_lapis_lazuli1.xml	sqc17_4716_lapis_lazuli1.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4717	라피스 라줄리 II	1	1	87	sqc17_4717_lapis_lazuli2.xml	sqc17_4717_lapis_lazuli2.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4718	라피스 라줄리 III	1	1	87	sqc17_4718_lapis_lazuli3.xml	sqc17_4718_lapis_lazuli3.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4719	신기루의 추억 I	1	1	87	sqc17_4719_memories_of_mirage1.xml	sqc17_4719_memories_of_mirage1.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4720	신기루의 추억 II	1	1	89	sqc17_4720_memories_of_mirage2.xml	sqc17_4720_memories_of_mirage2.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4721	신기루의 추억 III	1	1	89	sqc17_4721_memories_of_mirage3.xml	sqc17_4721_memories_of_mirage3.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4722	신기루의 추억 IV	1	1	89	sqc17_4722_memories_of_mirage4.xml	sqc17_4722_memories_of_mirage4.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4723	메르카의 심장 구역 워프	1	1	0	sqc17_4723_warp.xml	sqc17_4723_warp.lua	38386	0	0	0	false	0	34	0	false	false	0	0	0	0	0	0
4724	[전직] 강함의 의미	6	1	45	sqc06_4724_the_meaning_of_strength.xml	sqc06_4724_the_meaning_of_strength.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
4725	[전직] 권법의 기초	6	1	45	sqc06_4725_basis_of_martial_arts.xml	sqc06_4725_basis_of_martial_arts.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
4726	[전직] 강함과의 싸움	6	1	45	sqc06_4726_figth_with_strength.xml	sqc06_4726_figth_with_strength.lua	13768	0	0	0	false	0	14	0	true	false	0	0	0	0	0	0
4727	아이린의 전직 선물	1	1	15	sq08_4727_change_job9.xml	sq08_4727_change_job9.lua	13711	0	0	0	false	24	8	0	false	false	0	0	0	0	0	0
4728	[네스트] 귀환 소식	1	1	95	sqc17_4728_return_news.xml	sqc17_4728_return_news.lua	13744	0	0	0	true	96	11	0	false	false	0	0	0	0	0	0
4729	[네스트] 만티코어의 역습	1	1	95	sqc17_4729_manticore_strikes_back.xml	sqc17_4729_manticore_strikes_back.lua	13744	0	0	0	true	96	11	0	false	false	0	0	0	0	0	0
4730	스토커의 시선	1	1	80	sqc17_4730_badlands_of_battle_01.xml	sqc17_4730_badlands_of_battle_01.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4731	평화와 브로마이드	1	1	80	sqc17_4731_badlands_of_battle_02.xml	sqc17_4731_badlands_of_battle_02.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4732	대마법사 데이비드의 모험	1	1	82	sqc17_4732_badlands_of_battle_03.xml	sqc17_4732_badlands_of_battle_03.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4733	마을을 떠도는 영웅들	1	1	84	sqc17_4733_badlands_of_battle_04.xml	sqc17_4733_badlands_of_battle_04.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4734	아이돌 전쟁	1	1	86	sqc17_4734_badlands_of_battle_05.xml	sqc17_4734_badlands_of_battle_05.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4735	무한증식	1	1	89	sqc17_4735_badlands_of_battle_06.xml	sqc17_4735_badlands_of_battle_06.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4736	여신님의 취향	1	1	80	sqc17_4736_abandoned_chairs_01.xml	sqc17_4736_abandoned_chairs_01.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4737	혼돈! 파괴! 복사!	1	1	82	sqc17_4737_abandoned_chairs_02.xml	sqc17_4737_abandoned_chairs_02.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4738	공포의 기원	1	1	82	sqc17_4738_abandoned_chairs_03.xml	sqc17_4738_abandoned_chairs_03.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4739	간절히 원하면 우주가 도와준다	1	1	84	sqc17_4739_abandoned_chairs_04.xml	sqc17_4739_abandoned_chairs_04.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4740	아프니까 청춘일리가	1	1	86	sqc17_4740_abandoned_chairs_05.xml	sqc17_4740_abandoned_chairs_05.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4741	베르니카님은 사랑입니다	1	1	89	sqc17_4741_abandoned_chairs_06.xml	sqc17_4741_abandoned_chairs_06.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4742	장미정원의 어릿광대	1	1	80	sqc17_4742_gold_canyon_01.xml	sqc17_4742_gold_canyon_01.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4743	전설의 위장약	1	1	82	sqc17_4743_gold_canyon_02.xml	sqc17_4743_gold_canyon_02.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4744	뒤통수 도적단	1	1	84	sqc17_4744_gold_canyon_03.xml	sqc17_4744_gold_canyon_03.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4745	유령 소녀는 누구	1	1	82	sqc17_4745_gold_canyon_04.xml	sqc17_4745_gold_canyon_04.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4746	황금석 치킨	1	1	86	sqc17_4746_gold_canyon_05.xml	sqc17_4746_gold_canyon_05.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4747	연금과 복권	1	1	89	sqc17_4747_gold_canyon_06.xml	sqc17_4747_gold_canyon_06.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4748	신록의 가드너	1	1	80	sqc17_4748_plain_blue_wind_01.xml	sqc17_4748_plain_blue_wind_01.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4749	도와줘요! 알테이아왜건	1	1	82	sqc17_4749_plain_blue_wind_02.xml	sqc17_4749_plain_blue_wind_02.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4750	기승전 회식	1	1	82	sqc17_4750_plain_blue_wind_03.xml	sqc17_4750_plain_blue_wind_03.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4751	고블 스피리츠	1	1	84	sqc17_4751_plain_blue_wind_04.xml	sqc17_4751_plain_blue_wind_04.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4752	치유의 잔	1	1	86	sqc17_4752_plain_blue_wind_05.xml	sqc17_4752_plain_blue_wind_05.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4753	눈물의 만한전석	1	1	89	sqc17_4753_plain_blue_wind_06.xml	sqc17_4753_plain_blue_wind_06.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4754	우주쓰레기 아닙니다	1	1	80	sqc17_4754_triyans_possession_01.xml	sqc17_4754_triyans_possession_01.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4755	베스티넬님은 사랑입니다	1	1	82	sqc17_4755_triyans_possession_02.xml	sqc17_4755_triyans_possession_02.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4756	퀘스트좀 써주세요	1	1	84	sqc17_4756_triyans_possession_03.xml	sqc17_4756_triyans_possession_03.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4757	최종 병기 곶감	1	1	86	sqc17_4757_triyans_possession_04.xml	sqc17_4757_triyans_possession_04.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4758	푸른 별의 꿈	1	1	87	sqc17_4758_triyans_possession_05.xml	sqc17_4758_triyans_possession_05.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4759	자수는 힘들어	1	1	89	sqc17_4759_triyans_possession_06.xml	sqc17_4759_triyans_possession_06.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4760	[네스트] 신기루의 미궁	1	1	95	sqc17_4760_labyrinth_of_mirage.xml	sqc17_4760_labyrinth_of_mirage.lua	38386	0	0	0	true	96	54	0	false	false	0	0	0	0	0	0
4761	우주에서 온 이상한 소식	1	1	80	sqc17_4761_strange_news.xml	sqc17_4761_strange_news.lua	38386	0	0	0	true	90	54	0	false	false	0	0	0	0	0	0
4762	세인트헤이븐 방어전(Lv90~92)	4	1	90	sq11_4762_defending_sainthaven.xml	sq11_4762_defending_sainthaven.lua	13769	0	0	0	true	93	13634	0	false	false	0	0	0	0	0	0
4763	세인트헤이븐 방어전(Lv90~92) s2	4	1	90	sq11_4763_defending_sainthaven_s2.xml	sq11_4763_defending_sainthaven_s2.lua	13769	0	0	0	true	93	13634	0	false	false	0	0	0	0	0	0
4764	본격! 원격! 용병탐험!!	1	1	80	sq_guide_4764_mercenary_adv.xml	sq_guide_4764_mercenary_adv.lua	13769	0	0	0	false	90	11	0	false	false	0	0	0	0	0	0
4765	끝없는 악몽과의 싸움 속으로	1	1	90	sq_quide_4765_endless_nightmare.xml	sq_quide_4765_endless_nightmare.lua	13769	0	0	0	false	90	11	0	false	false	0	0	0	0	0	0
4766	어둠에 물든 워리어	6	1	50	sq_changejob_4766_stained_nightmare.xml	sq_changejob_4766_stained_nightmare.lua	13769	0	0	0	false	0	11	0	true	false	0	0	0	0	0	0
4767	악몽을 정화할 자 	6	1	50	sq_changejob_4767_cleanse_nightmare.xml	sq_changejob_4767_cleanse_nightmare.lua	13769	0	0	0	false	0	11	0	true	false	0	0	0	0	0	0
4768	또다른 텔레지아	6	1	50	sq_changejob_4768_another_telejia.xml	sq_changejob_4768_another_telejia.lua	13769	0	0	0	false	0	11	0	true	false	0	0	0	0	0	0
4769	정화의 길	6	1	50	sq_changejob_4769_way_of_purification.xml	sq_changejob_4769_way_of_purification.lua	13769	0	0	0	false	0	11	0	true	false	0	0	0	0	0	0
4770	[각성] 더 강한 힘	1	1	60	sqc11_4770_stronger_power.xml	sqc11_4770_stronger_power.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4771	[각성] 각성의 이해	1	1	60	sqc11_4771_understanding_of_awakening.xml	sqc11_4771_understanding_of_awakening.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4772	구역 워프	1	1	0	sq_4772_warp.xml	sq_4772_warp.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4773	스테로페와 스토커	1	1	90	sqc18_4773_sterope_and_stoker.xml	sqc18_4773_sterope_and_stoker.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4774	잡히지 않으니까 스토커	1	1	90	sqc18_4774_dont_get_caught_stalkers.xml	sqc18_4774_dont_get_caught_stalkers.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4775	두 얼굴의 스토커	1	1	90	sqc18_4775_stoker_of_the_two_faces.xml	sqc18_4775_stoker_of_the_two_faces.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4776	이중스파이	1	1	90	sqc18_4776_double_spy.xml	sqc18_4776_double_spy.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4777	메르카 밖의 이야기 1	1	1	90	sqc18_4777_other_stories1.xml	sqc18_4777_other_stories1.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4778	메르카 밖의 이야기 2	1	1	90	sqc18_4778_other_stories2.xml	sqc18_4778_other_stories2.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4779	지켜보고 있다	1	1	90	sqc18_4779_watching.xml	sqc18_4779_watching.lua	38386	0	0	0	true	90	54	1	false	false	0	0	0	0	0	0
4780	[네스트] 안식을 바라는 자	1	1	90	sqc18_4780_one_who_wish_to_rest.xml	sqc18_4780_one_who_wish_to_rest.lua	13744	0	0	0	true	90	11	0	false	false	0	0	0	0	0	0
4781	새로운 힘의 부름	6	1	90	sqc17_4781_call_of_new_force.xml	sqc17_4781_call_of_new_force.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4782	믿을 수 없는 인도자 1	6	1	90	sqc17_4782_unreliable_guide1.xml	sqc17_4782_unreliable_guide1.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4783	믿을 수 없는 인도자 2	6	1	90	sqc17_4783_unreliable_guide2.xml	sqc17_4783_unreliable_guide2.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4784	자격을 증명하는 법 1	6	1	90	sqc17_4784_proof_of_deserver1.xml	sqc17_4784_proof_of_deserver1.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4785	자격을 증명하는 법 2	6	1	90	sqc17_4785_proof_of_deserver2.xml	sqc17_4785_proof_of_deserver2.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4786	버려진 아이들의 꿈 1	6	1	90	sqc17_4786_dream_of_abandoned_children1.xml	sqc17_4786_dream_of_abandoned_children1.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4787	버려진 아이들의 꿈 2	6	1	90	sqc17_4787_dream_of_abandoned_children2.xml	sqc17_4787_dream_of_abandoned_children2.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4788	깨어나는 각성의 힘	6	1	90	sqc17_4788_force_awakens.xml	sqc17_4788_force_awakens.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4789	얼어붙은 사막의 비극	1	1	90	sqc18_4789_the_tragedy_of_frozen_desert.xml	sqc18_4789_the_tragedy_of_frozen_desert.lua	13744	0	0	0	true	90	11	0	false	false	0	0	0	0	0	0
4790	원더 원더 원더풀 테마파크!!	1	1	70	sq_wonderful_4790_wonderwonder.xml	sq_wonderful_4790_wonderwonder.lua	13744	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4791	[일일] 원더 원더 원더풀 테마파크	1	1	70	sq_wonderful_4791_wonderwonder.xml	sq_wonderful_4791_wonderwonder.lua	13744	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4792	얼어붙은 용의 조각난 비늘	4	1	90	sqc17_4792_frozen_heart_of_icedragon.xml	sqc17_4792_frozen_heart_of_icedragon.lua	13744	0	0	0	true	91	54	0	false	false	0	0	0	0	0	0
4793	금색의 괴생명체 I	1	1	90	sqc19_4793_gold_monster.xml	sqc19_4793_gold_monster.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4794	금색의 괴생명체 II	1	1	91	sqc19_4794_gold_monster.xml	sqc19_4794_gold_monster.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4795	금색의 괴생명체 III	1	1	92	sqc19_4795_gold_monster.xml	sqc19_4795_gold_monster.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4796	복수의 끝 I	1	1	91	sqc19_4796_revenge_end.xml	sqc19_4796_revenge_end.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4797	복수의 끝 II	1	1	91	sqc19_4797_revenge_end.xml	sqc19_4797_revenge_end.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4798	멍청한 조수	1	1	92	sqc19_4798_stupid_eassistant.xml	sqc19_4798_stupid_eassistant.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4799	폐수 정화제	1	1	92	sqc19_4799_stupid_eassistant.xml	sqc19_4799_stupid_eassistant.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4800	현자와 명공	1	1	90	sqc19_4800_wise_and_master.xml	sqc19_4800_wise_and_master.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4801	기술과 지혜	1	1	90	sqc19_4801_skill_and_wisdom.xml	sqc19_4801_skill_and_wisdom.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4802	몰락과 번영	1	1	90	sqc19_4802_fall_and_rise.xml	sqc19_4802_fall_and_rise.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4803	비극과 결의	1	1	90	sqc19_4803_tragedy_and_decision.xml	sqc19_4803_tragedy_and_decision.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4804	아주 오랜 옛날 1	1	1	90	sqc19_4804_once_upon_a_time1.xml	sqc19_4804_once_upon_a_time1.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4805	아주 오랜 옛날 2	1	1	90	sqc19_4805_once_upon_a_time2.xml	sqc19_4805_once_upon_a_time2.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4806	모종의 조력자	1	1	92	sqc19_4806_strange_helper.xml	sqc19_4806_strange_helper.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4807	정말 끝내주는 날 1	1	1	90	sqc19_4807_what_a_lovely_day1.xml	sqc19_4807_what_a_lovely_day1.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4808	정말 끝내주는 날 2	1	1	91	sqc19_4808_what_a_lovely_day2.xml	sqc19_4808_what_a_lovely_day2.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4809	전화위복?! 1	1	1	91	sqc19_4809_good_or_bad1.xml	sqc19_4809_good_or_bad1.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4810	전화위복?! 2	1	1	92	sqc19_4810_good_or_bad2.xml	sqc19_4810_good_or_bad2.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4811	방랑자의 신	1	1	91	sqc19_4811_god_of_wanderers.xml	sqc19_4811_god_of_wanderers.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4812	악수 혹은 묘수	1	1	91	sqc19_4812_misjudge_or_proper.xml	sqc19_4812_misjudge_or_proper.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4813	약자의 의문	1	1	90	sqc19_4813_doubt_of_weak.xml	sqc19_4813_doubt_of_weak.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4814	순리를 거스르는 것	1	1	91	sqc19_4814_against_the_flow.xml	sqc19_4814_against_the_flow.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4815	원래 그런 세계	1	1	92	sqc19_4815_right_world.xml	sqc19_4815_right_world.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4816	또 다른 사제지간 1	1	1	91	sqc19_4816_another_guidance1.xml	sqc19_4816_another_guidance1.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4817	또 다른 사제지간 2	1	1	91	sqc19_4817_another_guidance2.xml	sqc19_4817_another_guidance2.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4818	유산의 무게 1	1	1	92	sqc19_4818_weight_of_legacy1.xml	sqc19_4818_weight_of_legacy1.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4819	유산의 무게 2	1	1	92	sqc19_4819_weight_of_legacy2.xml	sqc19_4819_weight_of_legacy2.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4820	그 남자, 허세	1	1	90	sqc19_4820_the_man_bluffing.xml	sqc19_4820_the_man_bluffing.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4821	그 남자, 우울	1	1	91	sqc19_4821_the_man_blue.xml	sqc19_4821_the_man_blue.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4822	그 남자, 개심	1	1	92	sqc19_4822_the_man_change.xml	sqc19_4822_the_man_change.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4823	[네스트] 폭풍의 언덕	1	1	95	sqc19_4823_hills_of_storm.xml	sqc19_4823_hills_of_storm.lua	44903	0	0	0	true	96	175	0	false	false	0	0	0	0	0	0
4831	황무지 인생	1	1	90	sqc19_4831_badlands_life.xml	sqc19_4831_badlands_life.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4832	치킨 추적자	1	1	90	sqc19_4832_chicken_tracers.xml	sqc19_4832_chicken_tracers.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4833	두목님을 국회로!	1	1	91	sqc19_4833_to_the_national_assembly.xml	sqc19_4833_to_the_national_assembly.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4834	시끄럽다	1	1	91	sqc19_4834_noisy.xml	sqc19_4834_noisy.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4835	그리고리님의 보석학 강의	1	1	92	sqc19_4835_gemological_lectures.xml	sqc19_4835_gemological_lectures.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4836	이게 끝이라고 생각하지마라	1	1	92	sqc19_4836_do_not_think_this_is_the_end.xml	sqc19_4836_do_not_think_this_is_the_end.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4837	그들을 위해 - 붉은 황무지	1	1	92	sqc19_4837_for_them_red_badlands.xml	sqc19_4837_for_them_red_badlands.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4838	빛과 어둠 속에서	6	1	90	sq_4838_awakening_new_power.xml	sq_4838_awakening_new_power.lua	13744	0	0	0	false	0	11	0	true	false	0	0	0	0	0	0
4839	의문의 인도자	6	1	90	sq_4839_awakening_arc.xml	sq_4839_awakening_arc.lua	38386	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4840	빛과 어둠의 조화	6	1	90	sq_4840_awakening_harmonium.xml	sq_4840_awakening_harmonium.lua	13744	0	0	0	false	0	54	0	true	false	0	0	0	0	0	0
4841	김오크의 역습불가	1	1	90	sqc19_4841_no_counter_attack.xml	sqc19_4841_no_counter_attack.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4842	내요리가 어때서	1	1	90	sqc19_4842_whats_wrong_with_my_cooking.xml	sqc19_4842_whats_wrong_with_my_cooking.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4843	시간의 예술	1	1	91	sqc19_4843_time_art.xml	sqc19_4843_time_art.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4844	고블마스터 미티어라이트 스테이지	1	1	91	sqc19_4844_the_goblmaster.xml	sqc19_4844_the_goblmaster.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4845	흑염룡의 소년	1	1	92	sqc19_4845_black_flame_dragon_boy.xml	sqc19_4845_black_flame_dragon_boy.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4846	전_진짜_바쁜_집사입니다(진지)	1	1	92	sqc19_4846_im_really_busy.xml	sqc19_4846_im_really_busy.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4847	그들을 위해 - 불카누스 늪지대	1	1	92	sqc19_4847_for_them_swamp.xml	sqc19_4847_for_them_swamp.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4851	날 잊지마라	1	1	90	sqc19_4851_forget_me_no.xml	sqc19_4851_forget_me_no.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4852	퀘스트의 대가	1	1	90	sqc19_4852_master_of_quest.xml	sqc19_4852_master_of_quest.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4853	심심하다	1	1	91	sqc19_4853_bored.xml	sqc19_4853_bored.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4854	세계의 위기	1	1	91	sqc19_4854_crisis_in_the_world.xml	sqc19_4854_crisis_in_the_world.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4855	여신파와 반여신파	1	1	92	sqc19_4855_goddess_and_anti_goddess.xml	sqc19_4855_goddess_and_anti_goddess.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4856	이번 한번 뿐이다	1	1	92	sqc19_4856_the_only_one.xml	sqc19_4856_the_only_one.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4857	그들을 위해 - 안개속의 검은 호수	1	1	92	sqc19_4857_for_them_black_lake.xml	sqc19_4857_for_them_black_lake.lua	44903	0	0	0	true	93	175	1	false	false	0	0	0	0	0	0
4858	세인트헤이븐 방어전(Lv93)	4	1	93	sq11_4858_defending_sainthaven.xml	sq11_4858_defending_sainthaven.lua	13769	0	0	0	true	94	13634	0	false	false	0	0	0	0	0	0
4859	세인트헤이븐 방어전(Lv93) s2	4	1	93	sq11_4859_defending_sainthaven_s2.xml	sq11_4859_defending_sainthaven_s2.lua	13769	0	0	0	true	94	13634	0	false	false	0	0	0	0	0	0
4861	전투 수련장 입문 (워리어)	4	1	90	sq_guide_4861_battle_training_wa.xml	sq_guide_4861_battle_training_wa.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4862	전투 수련장 입문 (아처)	4	1	90	sq_guide_4862_battle_training_ar.xml	sq_guide_4862_battle_training_ar.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4863	전투 수련장 입문 (소서리스)	4	1	90	sq_guide_4863_battle_training_so.xml	sq_guide_4863_battle_training_so.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4864	전투 수련장 입문 (클레릭)	4	1	90	sq_guide_4864_battle_training_cl.xml	sq_guide_4864_battle_training_cl.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4865	전투 수련장 입문 (아카데믹)	4	1	90	sq_guide_4865_battle_training_ac.xml	sq_guide_4865_battle_training_ac.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4866	전투 수련장 입문 (칼리)	4	1	90	sq_guide_4866_battle_training_ka.xml	sq_guide_4866_battle_training_ka.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4867	전투 수련장 입문 (어쌔신)	4	1	90	sq_guide_4867_battle_training_as.xml	sq_guide_4867_battle_training_as.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
4868	전투 수련장 입문 (렌시아)	4	1	90	sq_guide_4868_battle_training_la.xml	sq_guide_4868_battle_training_la.lua	13769	0	0	0	false	0	11	0	false	false	0	0	0	0	0	0
