ROWID	_ApplicableValue|INTEGER	_RequireMaxItemLevel|INTEGER	_RequireEnchantLevel|INTEGER	_EnchantLevel|INTEGER	_CanApplySealedItem|BOOLEAN
308330554	125336584	50	0	10	true
308330555	125336584	50	0	11	true
308330556	125336584	50	0	12	true
308334898	125385736	50	1	2	true
308334899	125385736	50	2	3	true
308334900	125385736	50	3	4	true
308334901	125385736	50	4	5	true
308334902	125385736	50	5	6	true
308334903	125385736	50	6	7	true
308334904	125385736	50	7	8	true
308334905	125385736	50	8	9	true
308334906	125385736	50	9	10	true
308334907	125385736	50	10	11	true
308334908	125385736	50	11	12	true
308334909	125385736	50	12	13	true
308334910	125385736	50	13	14	true
308334911	125385736	50	14	15	true
308334641	125385736	50	0	1	true
308334642	125385736	50	0	2	true
308334643	125385736	50	0	3	true
308334644	125385736	50	0	4	true
308334645	125385736	50	0	5	true
308334646	125385736	50	0	6	true
308334647	125385736	50	0	7	true
308334648	125385736	50	0	8	true
308334649	125385736	50	0	9	true
308334650	125385736	50	0	10	true
308334651	125385736	50	0	11	true
308334652	125385736	50	0	12	true
308334653	125385736	50	0	13	true
308334654	125385736	50	0	14	true
308334655	125385736	50	0	15	true
308332850	125352968	50	1	2	true
308332851	125352968	50	2	3	true
308332852	125352968	50	3	4	true
308332853	125352968	50	4	5	true
308332854	125352968	50	5	6	true
308332855	125352968	50	6	7	true
308332856	125352968	50	7	8	true
308332857	125352968	50	8	9	true
308332858	125352968	50	9	10	true
308332859	125352968	50	10	11	true
308332860	125352968	50	11	12	true
308332593	125352968	50	0	1	true
308332594	125352968	50	0	2	true
308332595	125352968	50	0	3	true
308332596	125352968	50	0	4	true
308332597	125352968	50	0	5	true
308332598	125352968	50	0	6	true
308332599	125352968	50	0	7	true
308332600	125352968	50	0	8	true
308332601	125352968	50	0	9	true
308332602	125352968	50	0	10	true
308332603	125352968	50	0	11	true
308332604	125352968	50	0	12	true
308336946	125451272	50	1	2	true
308336947	125451272	50	2	3	true
308336948	125451272	50	3	4	true
308336949	125451272	50	4	5	true
308336950	125451272	50	5	6	true
308336951	125451272	50	6	7	true
308336952	125451272	50	7	8	true
308336953	125451272	50	8	9	true
308336954	125451272	50	9	10	true
308336955	125451272	50	10	11	true
308336956	125451272	50	11	12	true
308336957	125451272	50	12	13	true
308336958	125451272	50	13	14	true
308336959	125451272	50	14	15	true
308336689	125451272	50	0	1	true
308336690	125451272	50	0	2	true
308336691	125451272	50	0	3	true
308336692	125451272	50	0	4	true
308336693	125451272	50	0	5	true
308336694	125451272	50	0	6	true
308336695	125451272	50	0	7	true
308336696	125451272	50	0	8	true
308336697	125451272	50	0	9	true
308336698	125451272	50	0	10	true
308336699	125451272	50	0	11	true
308336700	125451272	50	0	12	true
308336701	125451272	50	0	13	true
308336702	125451272	50	0	14	true
308336703	125451272	50	0	15	true
308379954	125336640	50	1	2	true
308379955	125336640	50	2	3	true
308379956	125336640	50	3	4	true
308379957	125336640	50	4	5	true
308379958	125336640	50	5	6	true
308379959	125336640	50	6	7	true
308379960	125336640	50	7	8	true
308379961	125336640	50	8	9	true
308379962	125336640	50	9	10	true
308379963	125336640	50	10	11	true
308379964	125336640	50	11	12	true
308379697	125336640	50	0	1	true
308379698	125336640	50	0	2	true
308379699	125336640	50	0	3	true
308379700	125336640	50	0	4	true
308379701	125336640	50	0	5	true
308379702	125336640	50	0	6	true
308379703	125336640	50	0	7	true
308379704	125336640	50	0	8	true
308379705	125336640	50	0	9	true
308379706	125336640	50	0	10	true
308379707	125336640	50	0	11	true
308379708	125336640	50	0	12	true
308384050	125385792	50	1	2	true
308384051	125385792	50	2	3	true
308384052	125385792	50	3	4	true
308384053	125385792	50	4	5	true
308384054	125385792	50	5	6	true
308384055	125385792	50	6	7	true
308384056	125385792	50	7	8	true
308384057	125385792	50	8	9	true
308384058	125385792	50	9	10	true
308384059	125385792	50	10	11	true
308384060	125385792	50	11	12	true
308384061	125385792	50	12	13	true
308384062	125385792	50	13	14	true
308384063	125385792	50	14	15	true
308383793	125385792	50	0	1	true
308383794	125385792	50	0	2	true
308383795	125385792	50	0	3	true
308383796	125385792	50	0	4	true
308383797	125385792	50	0	5	true
308383798	125385792	50	0	6	true
308383799	125385792	50	0	7	true
308383800	125385792	50	0	8	true
308383801	125385792	50	0	9	true
308383802	125385792	50	0	10	true
308383803	125385792	50	0	11	true
308383804	125385792	50	0	12	true
308383805	125385792	50	0	13	true
308383806	125385792	50	0	14	true
308383807	125385792	50	0	15	true
308382002	125353024	50	1	2	true
308382003	125353024	50	2	3	true
308382004	125353024	50	3	4	true
308382005	125353024	50	4	5	true
308382006	125353024	50	5	6	true
308382007	125353024	50	6	7	true
308382008	125353024	50	7	8	true
308382009	125353024	50	8	9	true
308382010	125353024	50	9	10	true
308382011	125353024	50	10	11	true
308382012	125353024	50	11	12	true
308381745	125353024	50	0	1	true
308381746	125353024	50	0	2	true
308381747	125353024	50	0	3	true
308381748	125353024	50	0	4	true
308381749	125353024	50	0	5	true
308381750	125353024	50	0	6	true
308381751	125353024	50	0	7	true
308381752	125353024	50	0	8	true
308381753	125353024	50	0	9	true
308381754	125353024	50	0	10	true
308381755	125353024	50	0	11	true
308381756	125353024	50	0	12	true
308386098	125451328	50	1	2	true
308386099	125451328	50	2	3	true
308386100	125451328	50	3	4	true
308386101	125451328	50	4	5	true
308386102	125451328	50	5	6	true
308386103	125451328	50	6	7	true
308386104	125451328	50	7	8	true
308386105	125451328	50	8	9	true
308386106	125451328	50	9	10	true
308386107	125451328	50	10	11	true
308386108	125451328	50	11	12	true
308386109	125451328	50	12	13	true
308386110	125451328	50	13	14	true
308386111	125451328	50	14	15	true
308385841	125451328	50	0	1	true
308385842	125451328	50	0	2	true
308385843	125451328	50	0	3	true
308385844	125451328	50	0	4	true
308385845	125451328	50	0	5	true
308385846	125451328	50	0	6	true
308385847	125451328	50	0	7	true
308385848	125451328	50	0	8	true
308385849	125451328	50	0	9	true
308385850	125451328	50	0	10	true
308385851	125451328	50	0	11	true
308385852	125451328	50	0	12	true
308385853	125451328	50	0	13	true
308385854	125451328	50	0	14	true
308385855	125451328	50	0	15	true
308363570	125336608	50	1	2	true
308363571	125336608	50	2	3	true
308363572	125336608	50	3	4	true
308363573	125336608	50	4	5	true
308363574	125336608	50	5	6	true
308363575	125336608	50	6	7	true
308363576	125336608	50	7	8	true
308363577	125336608	50	8	9	true
308363578	125336608	50	9	10	true
308363579	125336608	50	10	11	true
308363580	125336608	50	11	12	true
308363313	125336608	50	0	1	true
308363314	125336608	50	0	2	true
308363315	125336608	50	0	3	true
308363316	125336608	50	0	4	true
308363317	125336608	50	0	5	true
308363318	125336608	50	0	6	true
308363319	125336608	50	0	7	true
308363320	125336608	50	0	8	true
308363321	125336608	50	0	9	true
308363322	125336608	50	0	10	true
308363323	125336608	50	0	11	true
308363324	125336608	50	0	12	true
308367666	125385760	50	1	2	true
308367667	125385760	50	2	3	true
308367668	125385760	50	3	4	true
308367669	125385760	50	4	5	true
308367670	125385760	50	5	6	true
308367671	125385760	50	6	7	true
308367672	125385760	50	7	8	true
308367673	125385760	50	8	9	true
308367674	125385760	50	9	10	true
308367675	125385760	50	10	11	true
308367676	125385760	50	11	12	true
308367677	125385760	50	12	13	true
308367678	125385760	50	13	14	true
308367679	125385760	50	14	15	true
308367409	125385760	50	0	1	true
308367410	125385760	50	0	2	true
308367411	125385760	50	0	3	true
308367412	125385760	50	0	4	true
308367413	125385760	50	0	5	true
308367414	125385760	50	0	6	true
308367415	125385760	50	0	7	true
308367416	125385760	50	0	8	true
308367417	125385760	50	0	9	true
308367418	125385760	50	0	10	true
308367419	125385760	50	0	11	true
308367420	125385760	50	0	12	true
308367421	125385760	50	0	13	true
308367422	125385760	50	0	14	true
308367423	125385760	50	0	15	true
308365618	125352992	50	1	2	true
308365619	125352992	50	2	3	true
308365620	125352992	50	3	4	true
308365621	125352992	50	4	5	true
308365622	125352992	50	5	6	true
308365623	125352992	50	6	7	true
308365624	125352992	50	7	8	true
308365625	125352992	50	8	9	true
308365626	125352992	50	9	10	true
308365627	125352992	50	10	11	true
308365628	125352992	50	11	12	true
308365361	125352992	50	0	1	true
308365362	125352992	50	0	2	true
308365363	125352992	50	0	3	true
308365364	125352992	50	0	4	true
308365365	125352992	50	0	5	true
308365366	125352992	50	0	6	true
308365367	125352992	50	0	7	true
308365368	125352992	50	0	8	true
308365369	125352992	50	0	9	true
308365370	125352992	50	0	10	true
308365371	125352992	50	0	11	true
308365372	125352992	50	0	12	true
308369714	125451296	50	1	2	true
308369715	125451296	50	2	3	true
308369716	125451296	50	3	4	true
308369717	125451296	50	4	5	true
308369718	125451296	50	5	6	true
308369719	125451296	50	6	7	true
308369720	125451296	50	7	8	true
308369721	125451296	50	8	9	true
308369722	125451296	50	9	10	true
308369723	125451296	50	10	11	true
308369724	125451296	50	11	12	true
308369725	125451296	50	12	13	true
308369726	125451296	50	13	14	true
308369727	125451296	50	14	15	true
308369457	125451296	50	0	1	true
308369458	125451296	50	0	2	true
308369459	125451296	50	0	3	true
308369460	125451296	50	0	4	true
308369461	125451296	50	0	5	true
308369462	125451296	50	0	6	true
308369463	125451296	50	0	7	true
308369464	125451296	50	0	8	true
308369465	125451296	50	0	9	true
308369466	125451296	50	0	10	true
308369467	125451296	50	0	11	true
308369468	125451296	50	0	12	true
308369469	125451296	50	0	13	true
308369470	125451296	50	0	14	true
308369471	125451296	50	0	15	true
308281650	125336577	50	1	2	true
308281651	125336577	50	2	3	true
308281652	125336577	50	3	4	true
308281653	125336577	50	4	5	true
308281654	125336577	50	5	6	true
308281655	125336577	50	6	7	true
308281656	125336577	50	7	8	true
308281657	125336577	50	8	9	true
308281658	125336577	50	9	10	true
308281659	125336577	50	10	11	true
308281660	125336577	50	11	12	true
308281393	125336577	50	0	1	true
308281394	125336577	50	0	2	true
308281395	125336577	50	0	3	true
308281396	125336577	50	0	4	true
308281397	125336577	50	0	5	true
308281398	125336577	50	0	6	true
308281399	125336577	50	0	7	true
308281400	125336577	50	0	8	true
308281401	125336577	50	0	9	true
308281402	125336577	50	0	10	true
308281403	125336577	50	0	11	true
308281404	125336577	50	0	12	true
308285746	125385729	50	1	2	true
308285747	125385729	50	2	3	true
308285748	125385729	50	3	4	true
308285749	125385729	50	4	5	true
308285750	125385729	50	5	6	true
308285751	125385729	50	6	7	true
308285752	125385729	50	7	8	true
308285753	125385729	50	8	9	true
308285754	125385729	50	9	10	true
308285755	125385729	50	10	11	true
308285756	125385729	50	11	12	true
308285757	125385729	50	12	13	true
308285758	125385729	50	13	14	true
308285759	125385729	50	14	15	true
308285489	125385729	50	0	1	true
308285490	125385729	50	0	2	true
308285491	125385729	50	0	3	true
308285492	125385729	50	0	4	true
308285493	125385729	50	0	5	true
308285494	125385729	50	0	6	true
308285495	125385729	50	0	7	true
308285496	125385729	50	0	8	true
308285497	125385729	50	0	9	true
308285498	125385729	50	0	10	true
308285499	125385729	50	0	11	true
308285500	125385729	50	0	12	true
308285501	125385729	50	0	13	true
308285502	125385729	50	0	14	true
308285503	125385729	50	0	15	true
308283698	125352961	50	1	2	true
308283699	125352961	50	2	3	true
308283700	125352961	50	3	4	true
308283701	125352961	50	4	5	true
308283702	125352961	50	5	6	true
308283703	125352961	50	6	7	true
308283704	125352961	50	7	8	true
308283705	125352961	50	8	9	true
308283706	125352961	50	9	10	true
308283707	125352961	50	10	11	true
308283708	125352961	50	11	12	true
308283441	125352961	50	0	1	true
308283442	125352961	50	0	2	true
308283443	125352961	50	0	3	true
308283444	125352961	50	0	4	true
308283445	125352961	50	0	5	true
308283446	125352961	50	0	6	true
308283447	125352961	50	0	7	true
308283448	125352961	50	0	8	true
308283449	125352961	50	0	9	true
308283450	125352961	50	0	10	true
308283451	125352961	50	0	11	true
308283452	125352961	50	0	12	true
308287794	125451265	50	1	2	true
308287795	125451265	50	2	3	true
308287796	125451265	50	3	4	true
308287797	125451265	50	4	5	true
308287798	125451265	50	5	6	true
308287799	125451265	50	6	7	true
308287800	125451265	50	7	8	true
308287801	125451265	50	8	9	true
308287802	125451265	50	9	10	true
308287803	125451265	50	10	11	true
308287804	125451265	50	11	12	true
308287805	125451265	50	12	13	true
308287806	125451265	50	13	14	true
308287807	125451265	50	14	15	true
308287537	125451265	50	0	1	true
308287538	125451265	50	0	2	true
308287539	125451265	50	0	3	true
308287540	125451265	50	0	4	true
308287541	125451265	50	0	5	true
308287542	125451265	50	0	6	true
308287543	125451265	50	0	7	true
308287544	125451265	50	0	8	true
308287545	125451265	50	0	9	true
308287546	125451265	50	0	10	true
308287547	125451265	50	0	11	true
308287548	125451265	50	0	12	true
308287549	125451265	50	0	13	true
308287550	125451265	50	0	14	true
308287551	125451265	50	0	15	true
308347186	125336592	50	1	2	true
308347187	125336592	50	2	3	true
308347188	125336592	50	3	4	true
308347189	125336592	50	4	5	true
308347190	125336592	50	5	6	true
308347191	125336592	50	6	7	true
308347192	125336592	50	7	8	true
308347193	125336592	50	8	9	true
308347194	125336592	50	9	10	true
308347195	125336592	50	10	11	true
308347196	125336592	50	11	12	true
308346929	125336592	50	0	1	true
308346930	125336592	50	0	2	true
308346931	125336592	50	0	3	true
308346932	125336592	50	0	4	true
308346933	125336592	50	0	5	true
308346934	125336592	50	0	6	true
308346935	125336592	50	0	7	true
308346936	125336592	50	0	8	true
308346937	125336592	50	0	9	true
308346938	125336592	50	0	10	true
308346939	125336592	50	0	11	true
308346940	125336592	50	0	12	true
308351282	125385744	50	1	2	true
308351283	125385744	50	2	3	true
308351284	125385744	50	3	4	true
308351285	125385744	50	4	5	true
308351286	125385744	50	5	6	true
308351287	125385744	50	6	7	true
308351288	125385744	50	7	8	true
308351289	125385744	50	8	9	true
308351290	125385744	50	9	10	true
308351291	125385744	50	10	11	true
308351292	125385744	50	11	12	true
308351293	125385744	50	12	13	true
308351294	125385744	50	13	14	true
308351295	125385744	50	14	15	true
308351025	125385744	50	0	1	true
308351026	125385744	50	0	2	true
308351027	125385744	50	0	3	true
308351028	125385744	50	0	4	true
308351029	125385744	50	0	5	true
308351030	125385744	50	0	6	true
308351031	125385744	50	0	7	true
308351032	125385744	50	0	8	true
308351033	125385744	50	0	9	true
308351034	125385744	50	0	10	true
308351035	125385744	50	0	11	true
308351036	125385744	50	0	12	true
308351037	125385744	50	0	13	true
308351038	125385744	50	0	14	true
308351039	125385744	50	0	15	true
308349234	125352976	50	1	2	true
308349235	125352976	50	2	3	true
308349236	125352976	50	3	4	true
308349237	125352976	50	4	5	true
308349238	125352976	50	5	6	true
308349239	125352976	50	6	7	true
308349240	125352976	50	7	8	true
308349241	125352976	50	8	9	true
308349242	125352976	50	9	10	true
308349243	125352976	50	10	11	true
308349244	125352976	50	11	12	true
308348977	125352976	50	0	1	true
308348978	125352976	50	0	2	true
308348979	125352976	50	0	3	true
308348980	125352976	50	0	4	true
308348981	125352976	50	0	5	true
308348982	125352976	50	0	6	true
308348983	125352976	50	0	7	true
308348984	125352976	50	0	8	true
308348985	125352976	50	0	9	true
308348986	125352976	50	0	10	true
308348987	125352976	50	0	11	true
308348988	125352976	50	0	12	true
308353330	125451280	50	1	2	true
308353331	125451280	50	2	3	true
308353332	125451280	50	3	4	true
308353333	125451280	50	4	5	true
308353334	125451280	50	5	6	true
308353335	125451280	50	6	7	true
308353336	125451280	50	7	8	true
308353337	125451280	50	8	9	true
308353338	125451280	50	9	10	true
308353339	125451280	50	10	11	true
308353340	125451280	50	11	12	true
308353341	125451280	50	12	13	true
308353342	125451280	50	13	14	true
308353343	125451280	50	14	15	true
308353073	125451280	50	0	1	true
308353074	125451280	50	0	2	true
308353075	125451280	50	0	3	true
308353076	125451280	50	0	4	true
308353077	125451280	50	0	5	true
308353078	125451280	50	0	6	true
308353079	125451280	50	0	7	true
308353080	125451280	50	0	8	true
308353081	125451280	50	0	9	true
308353082	125451280	50	0	10	true
308353083	125451280	50	0	11	true
308353084	125451280	50	0	12	true
308353085	125451280	50	0	13	true
308353086	125451280	50	0	14	true
308353087	125451280	50	0	15	true
308314434	125336580	60	1	2	true
308314435	125336580	60	2	3	true
308314436	125336580	60	3	4	true
308314437	125336580	60	4	5	true
308314438	125336580	60	5	6	true
308314439	125336580	60	6	7	true
308314440	125336580	60	7	8	true
308314441	125336580	60	8	9	true
308314442	125336580	60	9	10	true
308314443	125336580	60	10	11	true
308314444	125336580	60	11	12	true
308314177	125336580	60	0	1	true
308314178	125336580	60	0	2	true
308314179	125336580	60	0	3	true
308314180	125336580	60	0	4	true
308314181	125336580	60	0	5	true
308314182	125336580	60	0	6	true
308314183	125336580	60	0	7	true
308314184	125336580	60	0	8	true
308314185	125336580	60	0	9	true
308314186	125336580	60	0	10	true
308314187	125336580	60	0	11	true
308314188	125336580	60	0	12	true
308318530	125385732	60	1	2	true
308318531	125385732	60	2	3	true
308318532	125385732	60	3	4	true
308318533	125385732	60	4	5	true
308318534	125385732	60	5	6	true
308318535	125385732	60	6	7	true
308318536	125385732	60	7	8	true
308318537	125385732	60	8	9	true
308318538	125385732	60	9	10	true
308318539	125385732	60	10	11	true
308318540	125385732	60	11	12	true
308318541	125385732	60	12	13	true
308318542	125385732	60	13	14	true
308318543	125385732	60	14	15	true
308318273	125385732	60	0	1	true
308318274	125385732	60	0	2	true
308318275	125385732	60	0	3	true
308318276	125385732	60	0	4	true
308318277	125385732	60	0	5	true
308318278	125385732	60	0	6	true
308318279	125385732	60	0	7	true
308318280	125385732	60	0	8	true
308318281	125385732	60	0	9	true
308318282	125385732	60	0	10	true
308318283	125385732	60	0	11	true
308318284	125385732	60	0	12	true
308318285	125385732	60	0	13	true
308318286	125385732	60	0	14	true
308318287	125385732	60	0	15	true
308316482	125352964	60	1	2	true
308316483	125352964	60	2	3	true
308316484	125352964	60	3	4	true
308316485	125352964	60	4	5	true
308316486	125352964	60	5	6	true
308316487	125352964	60	6	7	true
308316488	125352964	60	7	8	true
308316489	125352964	60	8	9	true
308316490	125352964	60	9	10	true
308316491	125352964	60	10	11	true
308316492	125352964	60	11	12	true
308316225	125352964	60	0	1	true
308316226	125352964	60	0	2	true
308316227	125352964	60	0	3	true
308316228	125352964	60	0	4	true
308316229	125352964	60	0	5	true
308316230	125352964	60	0	6	true
308316231	125352964	60	0	7	true
308316232	125352964	60	0	8	true
308316233	125352964	60	0	9	true
308316234	125352964	60	0	10	true
308316235	125352964	60	0	11	true
308316236	125352964	60	0	12	true
308320578	125451268	60	1	2	true
308320579	125451268	60	2	3	true
308320580	125451268	60	3	4	true
308320581	125451268	60	4	5	true
308320582	125451268	60	5	6	true
308320583	125451268	60	6	7	true
308320584	125451268	60	7	8	true
308320585	125451268	60	8	9	true
308320586	125451268	60	9	10	true
308320587	125451268	60	10	11	true
308320588	125451268	60	11	12	true
308320589	125451268	60	12	13	true
308320590	125451268	60	13	14	true
308320591	125451268	60	14	15	true
308320321	125451268	60	0	1	true
308320322	125451268	60	0	2	true
308320323	125451268	60	0	3	true
308320324	125451268	60	0	4	true
308320325	125451268	60	0	5	true
308320326	125451268	60	0	6	true
308320327	125451268	60	0	7	true
308320328	125451268	60	0	8	true
308320329	125451268	60	0	9	true
308320330	125451268	60	0	10	true
308320331	125451268	60	0	11	true
308320332	125451268	60	0	12	true
308320333	125451268	60	0	13	true
308320334	125451268	60	0	14	true
308320335	125451268	60	0	15	true
308322626	125582340	60	1	2	true
308322627	125582340	60	2	3	true
308322628	125582340	60	3	4	true
308322629	125582340	60	4	5	true
308322630	125582340	60	5	6	true
308322631	125582340	60	6	7	true
308322632	125582340	60	7	8	true
308322633	125582340	60	8	9	true
308322634	125582340	60	9	10	true
308322635	125582340	60	10	11	true
308322636	125582340	60	11	12	true
308322637	125582340	60	12	13	true
308322638	125582340	60	13	14	true
308322369	125582340	60	0	1	true
308322370	125582340	60	0	2	true
308322371	125582340	60	0	3	true
308322372	125582340	60	0	4	true
308322373	125582340	60	0	5	true
308322374	125582340	60	0	6	true
308322375	125582340	60	0	7	true
308322376	125582340	60	0	8	true
308322377	125582340	60	0	9	true
308322378	125582340	60	0	10	true
308322379	125582340	60	0	11	true
308322380	125582340	60	0	12	true
308322381	125582340	60	0	13	true
308322382	125582340	60	0	14	true
308298050	125336578	60	1	2	true
308298051	125336578	60	2	3	true
308298052	125336578	60	3	4	true
308298053	125336578	60	4	5	true
308298054	125336578	60	5	6	true
308298055	125336578	60	6	7	true
308298056	125336578	60	7	8	true
308298057	125336578	60	8	9	true
308298058	125336578	60	9	10	true
308298059	125336578	60	10	11	true
308298060	125336578	60	11	12	true
308297793	125336578	60	0	1	true
308297794	125336578	60	0	2	true
308297795	125336578	60	0	3	true
308297796	125336578	60	0	4	true
308297797	125336578	60	0	5	true
308297798	125336578	60	0	6	true
308297799	125336578	60	0	7	true
308297800	125336578	60	0	8	true
308297801	125336578	60	0	9	true
308297802	125336578	60	0	10	true
308297803	125336578	60	0	11	true
308297804	125336578	60	0	12	true
308302146	125385730	60	1	2	true
308302147	125385730	60	2	3	true
308302148	125385730	60	3	4	true
308302149	125385730	60	4	5	true
308302150	125385730	60	5	6	true
308302151	125385730	60	6	7	true
308302152	125385730	60	7	8	true
308302153	125385730	60	8	9	true
308302154	125385730	60	9	10	true
308302155	125385730	60	10	11	true
308302156	125385730	60	11	12	true
308302157	125385730	60	12	13	true
308302158	125385730	60	13	14	true
308302159	125385730	60	14	15	true
308301889	125385730	60	0	1	true
308301890	125385730	60	0	2	true
308301891	125385730	60	0	3	true
308301892	125385730	60	0	4	true
308301893	125385730	60	0	5	true
308301894	125385730	60	0	6	true
308301895	125385730	60	0	7	true
308301896	125385730	60	0	8	true
308301897	125385730	60	0	9	true
308301898	125385730	60	0	10	true
308301899	125385730	60	0	11	true
308301900	125385730	60	0	12	true
308301901	125385730	60	0	13	true
308301902	125385730	60	0	14	true
308301903	125385730	60	0	15	true
308300098	125352962	60	1	2	true
308300099	125352962	60	2	3	true
308300100	125352962	60	3	4	true
308300101	125352962	60	4	5	true
308300102	125352962	60	5	6	true
308300103	125352962	60	6	7	true
308300104	125352962	60	7	8	true
308300105	125352962	60	8	9	true
308300106	125352962	60	9	10	true
308300107	125352962	60	10	11	true
308300108	125352962	60	11	12	true
308299841	125352962	60	0	1	true
308299842	125352962	60	0	2	true
308299843	125352962	60	0	3	true
308299844	125352962	60	0	4	true
308299845	125352962	60	0	5	true
308299846	125352962	60	0	6	true
308299847	125352962	60	0	7	true
308299848	125352962	60	0	8	true
308299849	125352962	60	0	9	true
308299850	125352962	60	0	10	true
308299851	125352962	60	0	11	true
308299852	125352962	60	0	12	true
308304194	125451266	60	1	2	true
308304195	125451266	60	2	3	true
308304196	125451266	60	3	4	true
308304197	125451266	60	4	5	true
308304198	125451266	60	5	6	true
308304199	125451266	60	6	7	true
308304200	125451266	60	7	8	true
308304201	125451266	60	8	9	true
308304202	125451266	60	9	10	true
308304203	125451266	60	10	11	true
308304204	125451266	60	11	12	true
308304205	125451266	60	12	13	true
308304206	125451266	60	13	14	true
308304207	125451266	60	14	15	true
308303937	125451266	60	0	1	true
308303938	125451266	60	0	2	true
308303939	125451266	60	0	3	true
308303940	125451266	60	0	4	true
308303941	125451266	60	0	5	true
308303942	125451266	60	0	6	true
308303943	125451266	60	0	7	true
308303944	125451266	60	0	8	true
308303945	125451266	60	0	9	true
308303946	125451266	60	0	10	true
308303947	125451266	60	0	11	true
308303948	125451266	60	0	12	true
308303949	125451266	60	0	13	true
308303950	125451266	60	0	14	true
308303951	125451266	60	0	15	true
308306242	125582338	60	1	2	true
308306243	125582338	60	2	3	true
308306244	125582338	60	3	4	true
308306245	125582338	60	4	5	true
308306246	125582338	60	5	6	true
308306247	125582338	60	6	7	true
308306248	125582338	60	7	8	true
308306249	125582338	60	8	9	true
308306250	125582338	60	9	10	true
308306251	125582338	60	10	11	true
308306252	125582338	60	11	12	true
308306253	125582338	60	12	13	true
308306254	125582338	60	13	14	true
308305985	125582338	60	0	1	true
308305986	125582338	60	0	2	true
308305987	125582338	60	0	3	true
308305988	125582338	60	0	4	true
308305989	125582338	60	0	5	true
308305990	125582338	60	0	6	true
308305991	125582338	60	0	7	true
308305992	125582338	60	0	8	true
308305993	125582338	60	0	9	true
308305994	125582338	60	0	10	true
308305995	125582338	60	0	11	true
308305996	125582338	60	0	12	true
308305997	125582338	60	0	13	true
308305998	125582338	60	0	14	true
308330818	125336584	60	1	2	true
308330819	125336584	60	2	3	true
308330820	125336584	60	3	4	true
308330821	125336584	60	4	5	true
308330822	125336584	60	5	6	true
308330823	125336584	60	6	7	true
308330824	125336584	60	7	8	true
308330825	125336584	60	8	9	true
308330826	125336584	60	9	10	true
308330827	125336584	60	10	11	true
308330828	125336584	60	11	12	true
308330561	125336584	60	0	1	true
308330562	125336584	60	0	2	true
308330563	125336584	60	0	3	true
308330564	125336584	60	0	4	true
308330565	125336584	60	0	5	true
308330566	125336584	60	0	6	true
308330567	125336584	60	0	7	true
308330568	125336584	60	0	8	true
308330569	125336584	60	0	9	true
308330570	125336584	60	0	10	true
308330571	125336584	60	0	11	true
308330572	125336584	60	0	12	true
308334914	125385736	60	1	2	true
308334915	125385736	60	2	3	true
308334916	125385736	60	3	4	true
308334917	125385736	60	4	5	true
308334918	125385736	60	5	6	true
308334919	125385736	60	6	7	true
308334920	125385736	60	7	8	true
308334921	125385736	60	8	9	true
308334922	125385736	60	9	10	true
308334923	125385736	60	10	11	true
308334924	125385736	60	11	12	true
308334925	125385736	60	12	13	true
308334926	125385736	60	13	14	true
308334927	125385736	60	14	15	true
308334657	125385736	60	0	1	true
308334658	125385736	60	0	2	true
308334659	125385736	60	0	3	true
308334660	125385736	60	0	4	true
308334661	125385736	60	0	5	true
308334662	125385736	60	0	6	true
308334663	125385736	60	0	7	true
308334664	125385736	60	0	8	true
308334665	125385736	60	0	9	true
308334666	125385736	60	0	10	true
308334667	125385736	60	0	11	true
308334668	125385736	60	0	12	true
308334669	125385736	60	0	13	true
308334670	125385736	60	0	14	true
308334671	125385736	60	0	15	true
308332866	125352968	60	1	2	true
308332867	125352968	60	2	3	true
308332868	125352968	60	3	4	true
308332869	125352968	60	4	5	true
308332870	125352968	60	5	6	true
308332871	125352968	60	6	7	true
308332872	125352968	60	7	8	true
308332873	125352968	60	8	9	true
308332874	125352968	60	9	10	true
308332875	125352968	60	10	11	true
308332876	125352968	60	11	12	true
308332609	125352968	60	0	1	true
308332610	125352968	60	0	2	true
308332611	125352968	60	0	3	true
308332612	125352968	60	0	4	true
308332613	125352968	60	0	5	true
308332614	125352968	60	0	6	true
308332615	125352968	60	0	7	true
308332616	125352968	60	0	8	true
308332617	125352968	60	0	9	true
308332618	125352968	60	0	10	true
308332619	125352968	60	0	11	true
308332620	125352968	60	0	12	true
308336962	125451272	60	1	2	true
308336963	125451272	60	2	3	true
308336964	125451272	60	3	4	true
308336965	125451272	60	4	5	true
308336966	125451272	60	5	6	true
308336967	125451272	60	6	7	true
308336968	125451272	60	7	8	true
308336969	125451272	60	8	9	true
308336970	125451272	60	9	10	true
308336971	125451272	60	10	11	true
308336972	125451272	60	11	12	true
308336973	125451272	60	12	13	true
308336974	125451272	60	13	14	true
308336975	125451272	60	14	15	true
308336705	125451272	60	0	1	true
308336706	125451272	60	0	2	true
308336707	125451272	60	0	3	true
308336708	125451272	60	0	4	true
308336709	125451272	60	0	5	true
308336710	125451272	60	0	6	true
308336711	125451272	60	0	7	true
308336712	125451272	60	0	8	true
308336713	125451272	60	0	9	true
308336714	125451272	60	0	10	true
308336715	125451272	60	0	11	true
308336716	125451272	60	0	12	true
308336717	125451272	60	0	13	true
308336718	125451272	60	0	14	true
308336719	125451272	60	0	15	true
308339010	125582344	60	1	2	true
308339011	125582344	60	2	3	true
308339012	125582344	60	3	4	true
