ROWID	_ItemGainText|TEXT
268476684	#s{1000055957}#y\n{1000165403}
268476685	#s{1000055957}#y\n{1000165403}
268476686	#s{1000055957}#y\n{1000165403}
268476687	#s{1000055957}#y\n{1000165403}
268476688	#s{1000055957}#y\n{1000165403}
268476689	#s{1000055957}#y\n{1000165403}
268476690	#s{1000055957}#y\n{1000165403}
268476691	#s{1000055957}#y\n{1000165403}
268476692	#s{1000055957}#y\n{1000165403}
268476693	#s{1000055957}#y\n{1000165403}
268476694	#s{1000055957}#y\n{1000165403}
268476695	#s{1000055957}#y\n{1000165403}
268476696	#s{1000055957}#y\n{1000165403}
268476697	#s{1000055957}#y\n{1000165403}
268476698	#s{1000055957}#y\n{1000165403}
268476699	#s{1000055957}#y\n{1000165403}
268476700	#s{1000055957}#y\n{1000165403}
268476701	#s{1000055957}#y\n{1000165403}
268476702	#s{1000055957}#y\n{1000165403}
268476703	#s{1000055957}#y\n{1000165403}
268476704	#s{1000055957}#y\n{1000165403}
268476705	#s{1000055957}#y\n{1000165403}
268476706	#s{1000055957}#y\n{1000165403}
268476707	#s{1000055957}#y\n{1000165403}
268476708	#s{1000055957}#y\n{1000165403}
268477668	#s{1000055957}#y\n{1000121571}
268477669	#s{1000055957}#y\n{1000121571}
268477670	#s{1000055957}#y\n{1000121571}
268477671	#s{1000055957}#y\n{1000121571}
268477672	#s{1000055957}#y\n{1000121571}
268477673	#s{1000055957}#y\n{1000121571}
268477674	#s{1000055957}#y\n{1000121571}
268477675	#s{1000055957}#y\n{1000121571}
268477676	#s{1000055957}#y\n{1000121571}
268477677	#s{1000055957}#y\n{1000121571}
268477678	#s{1000055957}#y\n{1000121571}
268477679	#s{1000055957}#y\n{1000121571}
268477680	#s{1000055957}#y\n{1000121571}
268477681	#s{1000055957}#y\n{1000121571}
268477682	#s{1000055957}#y\n{1000121571}
268477683	#s{1000055957}#y\n{1000121571}
268477684	#s{1000055957}#y\n{1000121571}
268477685	#s{1000055957}#y\n{1000121571}
268477686	#s{1000055957}#y\n{1000121571}
268477687	#s{1000055957}#y\n{1000121571}
268477688	#s{1000055957}#y\n{1000121571}
268479783	#s{1000055957}#y\n{1000165403}
268479784	#s{1000055957}#y\n{1000165403}
268479785	#s{1000055957}#y\n{1000165403}
268479786	#s{1000055957}#y\n{1000165403}
268479787	#s{1000055957}#y\n{1000165403}
268484867	#s{1000055957}#y\n{1000165403}
268484868	#s{1000055957}#y\n{1000165403}
268484869	#s{1000055957}#y\n{1000165403}
268484870	#s{1000055957}#y\n{1000165403}
268484871	#s{1000055957}#y\n{1000165403}
268489714	#s{1000055957}#y\n{1000165403}
268489715	#s{1000055957}#y\n{1000165403}
268489716	#s{1000055957}#y\n{1000165403}
268489717	#s{1000055957}#y\n{1000165403}
268490121	#s{1000055957}#y\n{1000166794}
268490378	#s{1000055957}#y\n{1000166794}
268476709	#s{1000055957}#y\n{1000165403}
268489718	#s{1000055957}#y\n{1000165403}
268490633	#s{1000055957}#y\n{1000165404}
268490634	#s{1000055957}#y\n{1000165404}
268490635	#s{1000055957}#y\n{1000165404}
268490636	#s{1000055957}#y\n{1000165404}
268490637	#s{1000055957}#y\n{1000165404}
268491862	#s{1000055957}#y\n{1000165402}
268491863	#s{1000055957}#y\n{1000165402}
268491864	#s{1000055957}#y\n{1000165402}
268491865	#s{1000055957}#y\n{1000165402}
268491866	#s{1000055957}#y\n{1000165402}
268495159	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495095	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495096	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495097	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495098	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495099	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495100	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495101	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495102	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495103	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495104	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495105	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495106	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495107	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495108	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495109	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495110	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495111	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495112	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495113	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495114	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495115	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495116	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495117	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495118	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495119	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495120	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495121	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495122	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495123	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495124	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495125	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495126	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495127	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495128	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495129	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495130	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495131	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495132	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495133	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495134	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495135	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495136	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495137	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495138	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495139	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495140	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495141	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495142	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495143	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495144	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495145	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495146	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495147	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495148	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495149	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495150	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495151	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495152	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495153	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495154	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495155	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495156	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495157	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495158	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495176	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495177	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495178	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495179	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495180	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495181	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495182	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495183	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495184	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495185	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495186	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495187	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495188	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495189	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495190	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495191	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495192	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495193	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495194	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495195	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495196	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495197	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495198	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495199	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495200	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495201	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495202	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495203	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495204	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495205	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495206	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495207	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495208	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495209	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495210	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495211	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495212	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495213	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495214	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495215	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495216	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495217	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495218	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495219	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495220	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495221	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495222	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495223	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495224	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495225	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495226	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495227	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495228	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495229	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495230	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495231	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495232	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495233	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495234	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495235	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495236	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495237	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495238	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268495239	#s{1000055957}#y\n{1000166794}\n{1000176980}\n{1000177287}
268474238	#s{1000055957}#y
268474239	#s{1000055957}#y
268474240	#s{1000055957}#y
268474241	#s{1000055957}#y
268474242	#s{1000055957}#y
268474243	#s{1000055957}#y
268474244	#s{1000055957}#y
268474245	#s{1000055957}#y
268474246	#s{1000055957}#y
268474247	#s{1000055957}#y
268474248	#s{1000055957}#y
268474249	#s{1000055957}#y
268474250	#s{1000055957}#y
268474251	#s{1000055957}#y
268474252	#s{1000055957}#y
268474253	#s{1000055957}#y
268474254	#s{1000055957}#y
268474255	#s{1000055957}#y
268474256	#s{1000055957}#y
268474257	#s{1000055957}#y
268474258	#s{1000055957}#y
268474259	#s{1000055957}#y
268474260	#s{1000055957}#y
268474261	#s{1000055957}#y
268474262	#s{1000055957}#y
268474263	#s{1000055957}#y
268474264	#s{1000055957}#y
268474265	#s{1000055957}#y
268474266	#s{1000055957}#y
268474267	#s{1000055957}#y
268474268	#s{1000055957}#y
268474269	#s{1000055957}#y
268474270	#s{1000055957}#y
268474271	#s{1000055957}#y
268474272	#s{1000055957}#y
268474273	#s{1000055957}#y
268474274	#s{1000055957}#y
268474275	#s{1000055957}#y
268474276	#s{1000055957}#y
268474277	#s{1000055957}#y
268474278	#s{1000055957}#y
268474279	#s{1000055957}#y
268474280	#s{1000055957}#y
268474281	#s{1000055957}#y
268474282	#s{1000055957}#y
268474283	#s{1000055957}#y
268474284	#s{1000055957}#y
268474285	#s{1000055957}#y
268474286	#s{1000055957}#y
268474287	#s{1000055957}#y
268474288	#s{1000055957}#y
268474289	#s{1000055957}#y
268474290	#s{1000055957}#y
268474291	#s{1000055957}#y
268474292	#s{1000055957}#y
268474293	#s{1000055957}#y
268474294	#s{1000055957}#y
268474295	#s{1000055957}#y
268474296	#s{1000055957}#y
268474297	#s{1000055957}#y
268474298	#s{1000055957}#y
268474299	#s{1000055957}#y
268474300	#s{1000055957}#y
268474301	#s{1000055957}#y
268474302	#s{1000055957}#y
268474303	#s{1000055957}#y
268474304	#s{1000055957}#y
268474305	#s{1000055957}#y
268474306	#s{1000055957}#y
268474307	#s{1000055957}#y
268474308	#s{1000055957}#y
268474309	#s{1000055957}#y
268474310	#s{1000055957}#y
268474311	#s{1000055957}#y
268474312	#s{1000055957}#y
268474313	#s{1000055957}#y
268474314	#s{1000055957}#y
268474315	#s{1000055957}#y
268474316	#s{1000055957}#y
268474317	#s{1000055957}#y
268474318	#s{1000055957}#y
268474319	#s{1000055957}#y
268474320	#s{1000055957}#y
268474321	#s{1000055957}#y
268474322	#s{1000055957}#y
268474323	#s{1000055957}#y
268474324	#s{1000055957}#y
268474325	#s{1000055957}#y
268474326	#s{1000055957}#y
268474327	#s{1000055957}#y
268474328	#s{1000055957}#y
268474329	#s{1000055957}#y
268474330	#s{1000055957}#y
268474331	#s{1000055957}#y
268474332	#s{1000055957}#y
268474333	#s{1000055957}#y
268474334	#s{1000055957}#y
268474335	#s{1000055957}#y
268474336	#s{1000055957}#y
268474337	#s{1000055957}#y
268474338	#s{1000055957}#y
268474339	#s{1000055957}#y
268474340	#s{1000055957}#y
268474341	#s{1000055957}#y
268474342	#s{1000055957}#y
268474343	#s{1000055957}#y
268474344	#s{1000055957}#y
268474345	#s{1000055957}#y
268474346	#s{1000055957}#y
268474347	#s{1000055957}#y
268474348	#s{1000055957}#y
268474349	#s{1000055957}#y
268474350	#s{1000055957}#y
268474351	#s{1000055957}#y
268474352	#s{1000055957}#y
268474353	#s{1000055957}#y
268474354	#s{1000055957}#y
268474355	#s{1000055957}#y
268474356	#s{1000055957}#y
268474357	#s{1000055957}#y
268474358	#s{1000055957}#y
268474359	#s{1000055957}#y
268474360	#s{1000055957}#y
268474361	#s{1000055957}#y
268474362	#s{1000055957}#y
268474363	#s{1000055957}#y
268474364	#s{1000055957}#y
268474365	#s{1000055957}#y
268474366	#s{1000055957}#y
268474367	#s{1000055957}#y
268474368	#s{1000055957}#y
268474369	#s{1000055957}#y
268474370	#s{1000055957}#y
268474371	#s{1000055957}#y
268474372	#s{1000055957}#y
268474373	#s{1000055957}#y
268474374	#s{1000055957}#y
268474375	#s{1000055957}#y
268474376	#s{1000055957}#y
268474377	#s{1000055957}#y
268474378	#s{1000055957}#y
268474379	#s{1000055957}#y
268474380	#s{1000055957}#y
268474381	#s{1000055957}#y
268474382	#s{1000055957}#y
268474383	#s{1000055957}#y
268474384	#s{1000055957}#y
268474385	#s{1000055957}#y
268474386	#s{1000055957}#y
268474387	#s{1000055957}#y
268474388	#s{1000055957}#y
268474389	#s{1000055957}#y
268474390	#s{1000055957}#y
268474391	#s{1000055957}#y
268474392	#s{1000055957}#y
268474393	#s{1000055957}#y
268474394	#s{1000055957}#y
268474395	#s{1000055957}#y
268474396	#s{1000055957}#y
268474397	#s{1000055957}#y
268474398	#s{1000055957}#y
268474399	#s{1000055957}#y
268474400	#s{1000055957}#y
268474401	#s{1000055957}#y
268474402	#s{1000055957}#y
268474403	#s{1000055957}#y
268474404	#s{1000055957}#y
268474405	#s{1000055957}#y
268474406	#s{1000055957}#y
268474407	#s{1000055957}#y
268474408	#s{1000055957}#y
268474409	#s{1000055957}#y
268474410	#s{1000055957}#y
268474411	#s{1000055957}#y
268474412	#s{1000055957}#y
268474413	#s{1000055957}#y
268474414	#s{1000055957}#y
268474415	#s{1000055957}#y
268474416	#s{1000055957}#y
268474417	#s{1000055957}#y
268474418	#s{1000055957}#y
268474419	#s{1000055957}#y
268474420	#s{1000055957}#y
268474421	#s{1000055957}#y
268474422	#s{1000055957}#y
268474423	#s{1000055957}#y
268474424	#s{1000055957}#y
268474425	#s{1000055957}#y
268474426	#s{1000055957}#y
268474427	#s{1000055957}#y
268474428	#s{1000055957}#y
268474429	#s{1000055957}#y
268474430	#s{1000055957}#y
268474431	#s{1000055957}#y
268474432	#s{1000055957}#y
268474433	#s{1000055957}#y
268474434	#s{1000055957}#y
268474435	#s{1000055957}#y
268474436	#s{1000055957}#y
268474437	#s{1000055957}#y
268474438	#s{1000055957}#y
268474439	#s{1000055957}#y
268474440	#s{1000055957}#y
268474441	#s{1000055957}#y
268474442	#s{1000055957}#y
268474443	#s{1000055957}#y
268474444	#s{1000055957}#y
268474445	#s{1000055957}#y
268474446	#s{1000055957}#y
268474447	#s{1000055957}#y
268474448	#s{1000055957}#y
268474449	#s{1000055957}#y
268474450	#s{1000055957}#y
268474451	#s{1000055957}#y
268474452	#s{1000055957}#y
268474453	#s{1000055957}#y
268474454	#s{1000055957}#y
268474455	#s{1000055957}#y
268474456	#s{1000055957}#y
268474457	#s{1000055957}#y
268474458	#s{1000055957}#y
268474459	#s{1000055957}#y
268474460	#s{1000055957}#y
268474461	#s{1000055957}#y
268474462	#s{1000055957}#y
268474463	#s{1000055957}#y
268474464	#s{1000055957}#y
268474465	#s{1000055957}#y
268474466	#s{1000055957}#y
268474467	#s{1000055957}#y
268474468	#s{1000055957}#y
268474469	#s{1000055957}#y
268474470	#s{1000055957}#y
268474471	#s{1000055957}#y
268474472	#s{1000055957}#y
268474473	#s{1000055957}#y
268474474	#s{1000055957}#y
268474475	#s{1000055957}#y
268474476	#s{1000055957}#y
268474477	#s{1000055957}#y
268474478	#s{1000055957}#y
268474479	#s{1000055957}#y
268474480	#s{1000055957}#y
268474481	#s{1000055957}#y
268474482	#s{1000055957}#y
268474483	#s{1000055957}#y
268474484	#s{1000055957}#y
268474485	#s{1000055957}#y
268474486	#s{1000055957}#y
268474487	#s{1000055957}#y
268474488	#s{1000055957}#y
268474489	#s{1000055957}#y
268474490	#s{1000055957}#y
268474491	#s{1000055957}#y
268474492	#s{1000055957}#y
268474493	#s{1000055957}#y
268474494	#s{1000055957}#y
268474495	#s{1000055957}#y
268474496	#s{1000055957}#y
268474497	#s{1000055957}#y
268474498	#s{1000055957}#y
268474499	#s{1000055957}#y
268474500	#s{1000055957}#y
268474501	#s{1000055957}#y
268474502	#s{1000055957}#y
268474503	#s{1000055957}#y
268474504	#s{1000055957}#y
268474505	#s{1000055957}#y
268474506	#s{1000055957}#y
268474507	#s{1000055957}#y
268474508	#s{1000055957}#y
268474509	#s{1000055957}#y
268474510	#s{1000055957}#y
268474511	#s{1000055957}#y
268474512	#s{1000055957}#y
268474513	#s{1000055957}#y
268474514	#s{1000055957}#y
268474515	#s{1000055957}#y
268474516	#s{1000055957}#y
268474517	#s{1000055957}#y
268474518	#s{1000055957}#y
268474519	#s{1000055957}#y
268474520	#s{1000055957}#y
268474521	#s{1000055957}#y
268474522	#s{1000055957}#y
268474523	#s{1000055957}#y
268474524	#s{1000055957}#y
268474525	#s{1000055957}#y
268474526	#s{1000055957}#y
268474527	#s{1000055957}#y
268474528	#s{1000055957}#y
268474529	#s{1000055957}#y
268474530	#s{1000055957}#y
268474531	#s{1000055957}#y
268474532	#s{1000055957}#y
268474533	#s{1000055957}#y
268474534	#s{1000055957}#y
268474535	#s{1000055957}#y
268474536	#s{1000055957}#y
268474537	#s{1000055957}#y
268474538	#s{1000055957}#y
268474539	#s{1000055957}#y
268474540	#s{1000055957}#y
268474541	#s{1000055957}#y
268474542	#s{1000055957}#y
268474543	#s{1000055957}#y
268474544	#s{1000055957}#y
268474545	#s{1000055957}#y
268474546	#s{1000055957}#y
268474547	#s{1000055957}#y
268474548	#s{1000055957}#y
268474549	#s{1000055957}#y
268474550	#s{1000055957}#y
268474551	#s{1000055957}#y
268474552	#s{1000055957}#y
268474553	#s{1000055957}#y
268474554	#s{1000055957}#y
268474555	#s{1000055957}#y
268474556	#s{1000055957}#y
268474557	#s{1000055957}#y
268474558	#s{1000055957}#y
268474559	#s{1000055957}#y
268474560	#s{1000055957}#y
268474561	#s{1000055957}#y
268474562	#s{1000055957}#y
268474563	#s{1000055957}#y
268474564	#s{1000055957}#y
268474565	#s{1000055957}#y
268474566	#s{1000055957}#y
268474567	#s{1000055957}#y
268474568	#s{1000055957}#y
268474569	#s{1000055957}#y
268474570	#s{1000055957}#y
268474571	#s{1000055957}#y
268474572	#s{1000055957}#y
268474573	#s{1000055957}#y
268474574	#s{1000055957}#y
268474575	#s{1000055957}#y
268474576	#s{1000055957}#y
268474577	#s{1000055957}#y
268474578	#s{1000055957}#y
268474579	#s{1000055957}#y
268474580	#s{1000055957}#y
268474581	#s{1000055957}#y
268474582	#s{1000055957}#y
268474583	#s{1000055957}#y
268474584	#s{1000055957}#y
268474585	#s{1000055957}#y
268474586	#s{1000055957}#y
268474587	#s{1000055957}#y
268474588	#s{1000055957}#y
268474589	#s{1000055957}#y
268474590	#s{1000055957}#y
268474591	#s{1000055957}#y
268474592	#s{1000055957}#y
268474593	#s{1000055957}#y
268474594	#s{1000055957}#y
268474595	#s{1000055957}#y
268474596	#s{1000055957}#y
268474597	#s{1000055957}#y
268474598	#s{1000055957}#y
268474599	#s{1000055957}#y
268474600	#s{1000055957}#y
268474601	#s{1000055957}#y
268474602	#s{1000055957}#y
268474603	#s{1000055957}#y
268474604	#s{1000055957}#y
268474605	#s{1000055957}#y
268474606	#s{1000055957}#y
268474607	#s{1000055957}#y
268474608	#s{1000055957}#y
268474609	#s{1000055957}#y
268474610	#s{1000055957}#y
268474611	#s{1000055957}#y
268474612	#s{1000055957}#y
268474613	#s{1000055957}#y
268474614	#s{1000055957}#y
268474615	#s{1000055957}#y
268474616	#s{1000055957}#y
268474617	#s{1000055957}#y
268474618	#s{1000055957}#y
268474619	#s{1000055957}#y
268474620	#s{1000055957}#y
268474621	#s{1000055957}#y
268474622	#s{1000055957}#y
268474623	#s{1000055957}#y
268474624	#s{1000055957}#y
268474625	#s{1000055957}#y
268474626	#s{1000055957}#y
268474627	#s{1000055957}#y
268474628	#s{1000055957}#y
268474629	#s{1000055957}#y
268474630	#s{1000055957}#y
268474631	#s{1000055957}#y
268474632	#s{1000055957}#y
268474633	#s{1000055957}#y
268474634	#s{1000055957}#y
268474635	#s{1000055957}#y
268474636	#s{1000055957}#y
268474637	#s{1000055957}#y
268474638	#s{1000055957}#y
268474639	#s{1000055957}#y
268474640	#s{1000055957}#y
268474641	#s{1000055957}#y
268474642	#s{1000055957}#y
268474643	#s{1000055957}#y
268474644	#s{1000055957}#y
268474645	#s{1000055957}#y
268474646	#s{1000055957}#y
268474647	#s{1000055957}#y
268474648	#s{1000055957}#y
268474649	#s{1000055957}#y
268474650	#s{1000055957}#y
268474651	#s{1000055957}#y
268474652	#s{1000055957}#y
268474653	#s{1000055957}#y
268474654	#s{1000055957}#y
268474655	#s{1000055957}#y
268474656	#s{1000055957}#y
268474657	#s{1000055957}#y
268474658	#s{1000055957}#y
268474659	#s{1000055957}#y
268474660	#s{1000055957}#y
268474661	#s{1000055957}#y
268474662	#s{1000055957}#y
268474663	#s{1000055957}#y
268474664	#s{1000055957}#y
268474665	#s{1000055957}#y
268474666	#s{1000055957}#y
268474667	#s{1000055957}#y
268474668	#s{1000055957}#y
268474669	#s{1000055957}#y
268474670	#s{1000055957}#y
268474671	#s{1000055957}#y
268474672	#s{1000055957}#y
268474673	#s{1000055957}#y
268474674	#s{1000055957}#y
268474675	#s{1000055957}#y
268474676	#s{1000055957}#y
268474677	#s{1000055957}#y
268474678	#s{1000055957}#y
268474679	#s{1000055957}#y
268474680	#s{1000055957}#y\nFD
268474681	#s{1000055957}#y
268474682	#s{1000055957}#y
268474683	#s{1000055957}#y
268474684	#s{1000055957}#y
268474685	#s{1000055957}#y
268474686	#s{1000055957}#y
268474687	#s{1000055957}#y
268474688	#s{1000055957}#y
268474689	#s{1000055957}#y
268474690	#s{1000055957}#y
