ROWID	_ClearTableID|INTEGER	_FromLevel|INTEGER	_ToLevel|INTEGER	_FromRound|INTEGER	_ToRound|INTEGER	_ClearRewardExp|INTEGER	_ShowBoxNum|INTEGER	_SelectBoxNum|INTEGER	_BronzeTreasureBoxRatioDL|FLOAT	_SilverTreasureBoxRatioDL|FLOAT	_GoldTreasureBoxRatioDL|FLOAT	_PlatinumTreasureBoxRatioDL|FLOAT	_BronzeItemTableID|INTEGER	_SilverItemTableID|INTEGER	_GoldItemTableID|INTEGER	_PlatinumItemTableID|INTEGER	_ReturnWorldID|INTEGER	_ReturnWorldStartPos|INTEGER	_RewardGP|INTEGER
100609	30002	41	41	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100610	30002	41	41	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100611	30002	41	41	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100612	30002	41	41	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100613	30002	41	41	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100614	30002	41	41	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100615	30002	41	41	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100616	30002	41	41	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100617	30002	41	41	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100618	30002	41	41	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100619	30002	41	41	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100620	30002	41	41	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100621	30002	41	41	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100622	30002	42	42	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100623	30002	42	42	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100624	30002	42	42	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100625	30002	42	42	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100626	30002	42	42	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100627	30002	42	42	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100628	30002	42	42	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100629	30002	42	42	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100630	30002	42	42	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100631	30002	42	42	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100632	30002	42	42	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100633	30002	42	42	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100634	30002	42	42	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100635	30002	42	42	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100636	30002	42	42	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100637	30002	42	42	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100638	30002	42	42	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100639	30002	42	42	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100640	30002	42	42	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100641	30002	42	42	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100642	30002	42	42	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100643	30002	42	42	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100644	30002	42	42	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100645	30002	43	43	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100646	30002	43	43	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100647	30002	43	43	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100648	30002	43	43	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100649	30002	43	43	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100650	30002	43	43	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100651	30002	43	43	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100652	30002	43	43	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100653	30002	43	43	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100654	30002	43	43	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100655	30002	43	43	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100656	30002	43	43	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100657	30002	43	43	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100658	30002	43	43	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100659	30002	43	43	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100660	30002	43	43	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100661	30002	43	43	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100662	30002	43	43	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100663	30002	43	43	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100664	30002	43	43	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100665	30002	43	43	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100666	30002	43	43	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100667	30002	43	43	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100668	30002	44	44	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100669	30002	44	44	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100670	30002	44	44	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100671	30002	44	44	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100672	30002	44	44	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100673	30002	44	44	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100674	30002	44	44	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100675	30002	44	44	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100676	30002	44	44	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100677	30002	44	44	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100678	30002	44	44	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100679	30002	44	44	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100680	30002	44	44	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100681	30002	44	44	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100682	30002	44	44	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100683	30002	44	44	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100684	30002	44	44	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100685	30002	44	44	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100686	30002	44	44	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100687	30002	44	44	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100688	30002	44	44	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100689	30002	44	44	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100690	30002	44	44	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100691	30002	45	45	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100692	30002	45	45	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100693	30002	45	45	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100694	30002	45	45	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100695	30002	45	45	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100696	30002	45	45	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100697	30002	45	45	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100698	30002	45	45	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100699	30002	45	45	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100700	30002	45	45	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100701	30002	45	45	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100702	30002	45	45	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100703	30002	45	45	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100704	30002	45	45	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100705	30002	45	45	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100706	30002	45	45	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100707	30002	45	45	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100708	30002	45	45	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100709	30002	45	45	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100710	30002	45	45	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100711	30002	45	45	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100712	30002	45	45	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100713	30002	45	45	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100714	30002	46	46	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100715	30002	46	46	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100716	30002	46	46	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100717	30002	46	46	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100718	30002	46	46	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100719	30002	46	46	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100720	30002	46	46	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100721	30002	46	46	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100722	30002	46	46	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100723	30002	46	46	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100724	30002	46	46	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100725	30002	46	46	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100726	30002	46	46	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100727	30002	46	46	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100728	30002	46	46	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100729	30002	46	46	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100730	30002	46	46	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100731	30002	46	46	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100732	30002	46	46	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100733	30002	46	46	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100734	30002	46	46	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100735	30002	46	46	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100736	30002	46	46	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100737	30002	47	47	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100738	30002	47	47	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100739	30002	47	47	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100740	30002	47	47	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100741	30002	47	47	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100742	30002	47	47	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100743	30002	47	47	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100744	30002	47	47	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100745	30002	47	47	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100746	30002	47	47	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100747	30002	47	47	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100748	30002	47	47	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100749	30002	47	47	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100750	30002	47	47	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100751	30002	47	47	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100752	30002	47	47	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100753	30002	47	47	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100754	30002	47	47	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100755	30002	47	47	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100756	30002	47	47	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100757	30002	47	47	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100758	30002	47	47	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100759	30002	47	47	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100760	30002	48	48	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100761	30002	48	48	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100762	30002	48	48	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100763	30002	48	48	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100764	30002	48	48	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100765	30002	48	48	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100766	30002	48	48	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100767	30002	48	48	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100768	30002	48	48	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100769	30002	48	48	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100770	30002	48	48	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100771	30002	48	48	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100772	30002	48	48	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100773	30002	48	48	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100774	30002	48	48	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100775	30002	48	48	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100776	30002	48	48	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100777	30002	48	48	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100778	30002	48	48	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100779	30002	48	48	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100780	30002	48	48	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100781	30002	48	48	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100782	30002	48	48	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100783	30002	49	49	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100784	30002	49	49	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100785	30002	49	49	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100786	30002	49	49	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100787	30002	49	49	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100788	30002	49	49	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100789	30002	49	49	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100790	30002	49	49	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100791	30002	49	49	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100792	30002	49	49	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100793	30002	49	49	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100794	30002	49	49	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100795	30002	49	49	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100796	30002	49	49	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100797	30002	49	49	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100798	30002	49	49	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100799	30002	49	49	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100800	30002	49	49	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100801	30002	49	49	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100802	30002	49	49	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100803	30002	49	49	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100804	30002	49	49	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100805	30002	49	49	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100806	30002	50	50	1	1	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100807	30002	50	50	2	2	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100808	30002	50	50	3	3	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100809	30002	50	50	4	4	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100810	30002	50	50	5	5	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100811	30002	50	50	6	6	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100812	30002	50	50	7	7	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100813	30002	50	50	8	8	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100814	30002	50	50	9	9	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100815	30002	50	50	10	10	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100816	30002	50	50	11	11	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100817	30002	50	50	12	12	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100818	30002	50	50	13	13	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100819	30002	50	50	14	14	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100820	30002	50	50	15	15	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100821	30002	50	50	16	16	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100822	30002	50	50	17	17	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100823	30002	50	50	18	18	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100824	30002	50	50	19	19	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100825	30002	50	50	20	20	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100826	30002	50	50	21	21	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100827	30002	50	50	22	22	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100828	30002	50	50	23	23	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	0
100829	30002	15	15	24	24	36800	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100830	30002	16	16	24	24	51600	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100831	30002	17	17	24	24	59600	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100832	30002	18	18	24	24	61800	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100833	30002	19	19	24	24	70700	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100834	30002	20	20	24	24	75000	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100835	30002	21	21	24	24	79700	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100836	30002	22	22	24	24	86900	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100837	30002	23	23	24	24	146000	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100838	30002	24	24	24	24	309600	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100839	30002	25	25	24	24	314300	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100840	30002	26	26	24	24	358100	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100841	30002	27	27	24	24	374100	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100842	30002	28	28	24	24	385500	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100843	30002	29	29	24	24	401600	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100844	30002	30	30	24	24	466800	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100845	30002	31	31	24	24	697800	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100846	30002	32	32	24	24	281300	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100847	30002	33	33	24	24	281300	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100848	30002	34	34	24	24	286900	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100849	30002	35	35	24	24	287000	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100850	30002	36	36	24	24	292700	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100851	30002	37	37	24	24	292600	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100852	30002	38	38	24	24	303200	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100853	30002	39	39	24	24	365400	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100854	30002	40	40	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100855	30002	41	41	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100856	30002	42	42	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100857	30002	43	43	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100858	30002	44	44	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100859	30002	45	45	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100860	30002	46	46	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100861	30002	47	47	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100862	30002	48	48	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100863	30002	49	49	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100864	30002	50	50	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100865	30002	51	51	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100866	30002	52	52	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100867	30002	53	53	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100868	30002	54	54	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100869	30002	55	55	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
100870	30002	56	56	24	24	0	1	1	1.0	0.0	0.0	0.0	350500001	0	0	0	23	1	125
