ROWID	_Envi1_1|INTEGER	_Envi1_2|INTEGER	_Envi1_3|INTEGER	_Envi1_4|INTEGER	_Envi1_5|INTEGER	_Envi2_1|INTEGER	_Envi2_2|INTEGER	_Envi2_3|INTEGER	_Envi2_4|INTEGER	_Envi2_5|INTEGER	_Envi3_1|INTEGER	_Envi3_2|INTEGER	_Envi3_3|INTEGER	_Envi3_4|INTEGER	_Envi3_5|INTEGER	_Envi4_1|INTEGER	_Envi4_2|INTEGER	_Envi4_3|INTEGER	_Envi4_4|INTEGER	_Envi4_5|INTEGER	_Envi5_1|INTEGER	_Envi5_2|INTEGER	_Envi5_3|INTEGER	_Envi5_4|INTEGER	_Envi5_5|INTEGER	_Envi6_1|INTEGER	_Envi6_2|INTEGER	_Envi6_3|INTEGER	_Envi6_4|INTEGER	_Envi6_5|INTEGER	_Envi7_1|INTEGER	_Envi7_2|INTEGER	_Envi7_3|INTEGER	_Envi7_4|INTEGER	_Envi7_5|INTEGER	_Envi8_1|INTEGER	_Envi8_2|INTEGER	_Envi8_3|INTEGER	_Envi8_4|INTEGER	_Envi8_5|INTEGER	_Envi9_1|INTEGER	_Envi9_2|INTEGER	_Envi9_3|INTEGER	_Envi9_4|INTEGER	_Envi9_5|INTEGER	_Envi10_1|INTEGER	_Envi10_2|INTEGER	_Envi10_3|INTEGER	_Envi10_4|INTEGER	_Envi10_5|INTEGER	_Envi11_1|INTEGER	_Envi11_2|INTEGER	_Envi11_3|INTEGER	_Envi11_4|INTEGER	_Envi11_5|INTEGER	_Envi12_1|INTEGER	_Envi12_2|INTEGER	_Envi12_3|INTEGER	_Envi12_4|INTEGER	_Envi12_5|INTEGER	_Envi1_Prob|FLOAT	_Envi2_Prob|FLOAT	_Envi3_Prob|FLOAT	_Envi4_Prob|FLOAT	_Envi5_Prob|FLOAT	_Envi6_Prob|FLOAT	_Envi7_Prob|FLOAT	_Envi8_Prob|FLOAT	_Envi9_Prob|FLOAT	_Envi10_Prob|FLOAT	_Envi11_Prob|FLOAT	_Envi12_Prob|FLOAT	_EnviAbyss1|INTEGER	_EnviAbyss2|INTEGER	_EnviAbyss3|INTEGER	_EnviAbyss1_Prob|FLOAT	_EnviAbyss2_Prob|FLOAT	_EnviAbyss3_Prob|FLOAT
15056	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2057	2057	2057	0.333334	0.333333	0.333333
15057	2056	0	0	0	0	1924	0	0	0	0	2056	0	0	0	0	1924	0	0	0	0	2056	0	0	0	0	1924	0	0	0	0	2056	0	0	0	0	1924	0	0	0	0	2056	0	0	0	0	1924	0	0	0	0	2056	0	0	0	0	1924	0	0	0	0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2056	1924	2056	0.333334	0.333333	0.333333
15058	2057	2057	2057	2057	2057	2065	2065	2065	2065	2065	2062	0	0	0	0	2051	0	0	0	0	2056	2056	2056	2056	2056	2070	2070	0	0	0	1934	0	0	0	0	1959	0	0	0	0	1932	1932	1932	0	0	1934	0	0	0	0	2025	2025	2025	2025	0	2026	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2057	2057	2057	0.333334	0.333333	0.333333
15059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
15060	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	16020	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16020	16020	16020	0.333334	0.333333	0.333333
15061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
15062	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	1878	1879	0.333334	0.333333	0.333333
15064	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	1878	1879	0.333334	0.333333	0.333333
15065	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1965	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1877	1878	1879	0.333334	0.333333	0.333333
15067	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20977	20977	20977	0.333334	0.333333	0.333333
15068	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	22566	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20977	20977	20977	0.333334	0.333333	0.333333
15106	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2034	0	0	0.333334	0.333333	0.333333
15107	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	2034	0	0	0	0	2054	0	0	0	0	2061	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2034	0	0	0.333334	0.333333	0.333333
15108	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	33142	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	33142	0	0	0.333334	0.333333	0.333333
15109	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	32415	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	32415	0	0	0.333334	0.333333	0.333333
15151	1913	1914	1915	1913	1914	1915	1913	1914	1915	1913	1914	0	0	0	0	1915	0	0	0	0	1913	1914	1915	1913	1914	1915	1913	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1913	1914	1915	0.333334	0.333333	0.333333
15152	1913	1914	1915	1913	1914	1915	1913	1914	1915	1913	1914	0	0	0	0	1915	0	0	0	0	1913	1914	1915	1913	1914	1915	1913	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1913	1914	1915	0.333334	0.333333	0.333333
15153	1913	1914	1915	1913	1914	1915	1913	1914	1915	1913	1914	0	0	0	0	1915	0	0	0	0	1913	1914	1915	1913	1914	1915	1913	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1913	1914	1915	0.333334	0.333333	0.333333
15154	1913	1914	1915	1913	1914	1915	1913	1914	1915	1913	1914	0	0	0	0	1915	0	0	0	0	1913	1914	1915	1913	1914	1915	1913	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1913	1914	1915	0.333334	0.333333	0.333333
15155	1913	1914	1915	1913	1914	1915	1913	1914	1915	1913	1914	0	0	0	0	1915	0	0	0	0	1913	1914	1915	1913	1914	1915	1913	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1913	1914	1915	0.333334	0.333333	0.333333
15156	1913	1914	1915	1913	1914	1915	1913	1914	1915	1913	1914	0	0	0	0	1915	0	0	0	0	1913	1914	1915	1913	1914	1915	1913	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1913	1914	1915	0.333334	0.333333	0.333333
15157	1913	1914	1915	1913	1914	1915	1913	1914	1915	1913	1914	0	0	0	0	1915	0	0	0	0	1913	1914	1915	1913	1914	1915	1913	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1914	0	0	0	0	1915	0	0	0	0	1913	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1913	1914	1915	0.333334	0.333333	0.333333
15161	1920	1921	1920	1921	1920	1921	1920	1921	1920	1921	1920	0	0	0	0	1921	0	0	0	0	1920	1921	1920	1921	1920	1921	1920	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1920	1921	1920	0.333334	0.333333	0.333333
15162	1919	1919	1919	1919	1919	1919	1919	1919	1919	1919	1919	0	0	0	0	1919	0	0	0	0	1919	1919	1919	1919	1919	1919	1919	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1919	1919	1919	0.333334	0.333333	0.333333
15163	1920	1921	1920	1921	1920	1921	1920	1921	1920	1921	1920	0	0	0	0	1921	0	0	0	0	1920	1921	1920	1921	1920	1921	1920	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1920	1921	1920	0.333334	0.333333	0.333333
15164	1920	1921	1920	1921	1920	1921	1920	1921	1920	1921	1920	0	0	0	0	1921	0	0	0	0	1920	1921	1920	1921	1920	1921	1920	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1920	1921	1920	0.333334	0.333333	0.333333
15165	1920	1921	1920	1921	1920	1921	1920	1921	1920	1921	1920	0	0	0	0	1921	0	0	0	0	1920	1921	1920	1921	1920	1921	1920	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1921	0	0	0	0	1920	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1920	1921	1920	0.333334	0.333333	0.333333
15166	1919	1919	1919	1919	1919	1919	1919	1919	1919	1919	1919	0	0	0	0	1919	0	0	0	0	1919	1919	1919	1919	1919	1919	1919	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1919	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1919	1919	1919	0.333334	0.333333	0.333333
15167	1922	1922	1922	1922	1922	1922	1922	1922	1922	1922	1922	0	0	0	0	1922	0	0	0	0	1922	1922	1922	1922	1922	1922	1922	0	0	0	1922	0	0	0	0	1922	0	0	0	0	1922	0	0	0	0	1922	0	0	0	0	1922	0	0	0	0	1922	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1922	1922	1922	0.333334	0.333333	0.333333
15170	1916	1917	1916	1917	1916	1917	1916	1917	1916	1917	1916	0	0	0	0	1917	0	0	0	0	1916	1917	1916	1917	1916	1917	1916	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1916	1917	1916	0.333334	0.333333	0.333333
15171	1916	1917	1916	1917	1916	1917	1916	1917	1916	1917	1916	0	0	0	0	1917	0	0	0	0	1916	1917	1916	1917	1916	1917	1916	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1917	1916	1917	0.333334	0.333333	0.333333
15172	1916	1917	1916	1917	1916	1917	1916	1917	1916	1917	1916	0	0	0	0	1917	0	0	0	0	1916	1917	1916	1917	1916	1917	1916	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1916	1917	1916	0.333334	0.333333	0.333333
15173	1916	1917	1916	1917	1916	1917	1916	1917	1916	1917	1916	0	0	0	0	1917	0	0	0	0	1916	1917	1916	1917	1916	1917	1916	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1916	0	0	0	0	1917	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1917	1916	1917	0.333334	0.333333	0.333333
15174	1918	1918	1918	1918	1918	1918	1918	1918	1918	1918	1918	0	0	0	0	1918	0	0	0	0	1918	1918	1918	1918	1918	1918	1918	0	0	0	1918	0	0	0	0	1918	0	0	0	0	1918	0	0	0	0	1918	0	0	0	0	1918	0	0	0	0	1918	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1918	1918	1918	0.333334	0.333333	0.333333
15180	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	21011	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21011	21011	21011	0.5	0.5	0.0
16001	1981	0	0	0	0	1981	0	0	0	0	1981	0	0	0	0	1981	0	0	0	0	1981	0	0	0	0	1981	0	0	0	0	1982	0	0	0	0	1982	0	0	0	0	1982	0	0	0	0	1982	0	0	0	0	1982	0	0	0	0	1982	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1981	1982	1982	0.5	0.5	0.0
16100	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	18178	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18178	18178	18178	0.333334	0.333333	0.333333
16101	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	18179	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18179	18179	18179	0.333334	0.333333	0.333333
16102	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	18180	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	18180	18180	18180	0.333334	0.333333	0.333333
16103	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	20692	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20692	20692	20692	0.0	0.5	0.5
16104	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	23393	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	23393	23393	23393	0.333334	0.333333	0.333333
16105	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	23394	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	23394	23394	23394	0.333334	0.333333	0.333333
16106	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	24251	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	24251	24251	24251	0.333334	0.333333	0.333333
16107	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	24402	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	24402	24402	24402	0.333334	0.333333	0.333333
16108	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	24403	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	24403	24403	24403	0.333334	0.333333	0.333333
16109	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	27336	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	27336	27336	27336	0.333334	0.333333	0.333333
16110	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	30308	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	30308	30308	30308	0.333334	0.333333	0.333333
16111	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	30309	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	30309	30309	30309	0.333334	0.333333	0.333333
16112	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	30310	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	30310	30310	30310	0.333334	0.333333	0.333333
16113	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	35737	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	35737	35737	35737	0.333334	0.333333	0.333333
16114	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	36519	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	36519	36519	36519	0.333334	0.333333	0.333333
16115	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	38140	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	38140	38140	38140	0.333334	0.333333	0.333333
16116	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	38406	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	38406	38406	38406	0.333334	0.333333	0.333333
16117	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	40364	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	40364	40364	40364	0.5	0.5	0.0
16118	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	42527	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	42527	42527	42527	0.333334	0.333333	0.333333
16119	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	43573	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	43573	43573	43573	0.333334	0.333333	0.333333
16120	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	45262	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	45262	45262	45262	0.333334	0.333333	0.333333
16122	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	46854	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	46854	46854	46854	0.333334	0.333333	0.333333
16123	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	48079	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	48079	48079	48079	0.333334	0.333333	0.333333
16124	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	48577	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	48577	48577	48577	0.333334	0.333333	0.333333
