ROWID	_NameID|INTEGER	_FunctionDescriptionID|INTEGER	_ActorIndex|INTEGER	_TalkFile|TEXT	_ScriptFile|TEXT	_Param1|INTEGER	_Param2|INTEGER	_Quest1|INTEGER	_Quest2|INTEGER	_Quest3|INTEGER	_Quest4|INTEGER	_Quest5|INTEGER	_Quest6|INTEGER	_Quest7|INTEGER	_Quest8|INTEGER	_Quest9|INTEGER	_Quest10|INTEGER	_Quest11|INTEGER	_Quest12|INTEGER	_Quest13|INTEGER	_Quest14|INTEGER	_Quest15|INTEGER	_Quest16|INTEGER	_Quest17|INTEGER	_Quest18|INTEGER	_Quest19|INTEGER	_Quest20|INTEGER	_Quest21|INTEGER	_Quest22|INTEGER	_Quest23|INTEGER	_Quest24|INTEGER	_Quest25|INTEGER	_Quest26|INTEGER	_Quest27|INTEGER	_Quest28|INTEGER	_Quest29|INTEGER	_Quest30|INTEGER	_Quest31|INTEGER	_Quest32|INTEGER	_Quest33|INTEGER	_Quest34|INTEGER	_Quest35|INTEGER	_Quest36|INTEGER	_Quest37|INTEGER	_Quest38|INTEGER	_Quest39|INTEGER	_Quest40|INTEGER	_Quest41|INTEGER	_Quest42|INTEGER	_Quest43|INTEGER	_Quest44|INTEGER	_Quest45|INTEGER	_Quest46|INTEGER	_Quest47|INTEGER	_Quest48|INTEGER	_Quest49|INTEGER	_Quest50|INTEGER	_QuestUnmarked|TEXT	_Weapon1Index|INTEGER	_Weapon2Index|INTEGER	_NpcJobIndex|INTEGER	_BeginTalk1|INTEGER	_BeginTalk2|INTEGER	_BeginTalk3|INTEGER	_BeginTalk4|INTEGER	_FinishTalk1|INTEGER	_FinishTalk2|INTEGER	_FinishTalk3|INTEGER	_FinishTalk4|INTEGER	_OpenShop1|TEXT	_OpenShop2|TEXT	_OpenShop3|TEXT	_OpenShop4|TEXT	_CloseShop1|TEXT	_CloseShop2|TEXT	_CloseShop3|TEXT	_CloseShop4|TEXT	_SizeMin|FLOAT	_SizeMax|FLOAT	_MapIndex|TEXT	_ShopIcon|BOOLEAN	_MinimapShow|BOOLEAN
2545	1000128242	0	1793	n2545_re_arc_magos.xml	n2545_re_arc_magos.lua	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2546	1000125282	0	80069	n2546_re_arc_nightmare.xml	n2546_re_arc_nightmare.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2547	1000000369	0	1081	n2547_re_arc_cedric.xml	n2547_re_arc_cedric.lua	0	0	101	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2548	1000128242	0	1793	n2548_re_arc_magos.xml	n2548_re_arc_magos.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2549	1000125282	0	80069	n2549_re_arc_nightmare.xml	n2549_re_arc_nightmare.lua	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2550	1000128990	0	1794	n2550_re_arc_boy.xml	n2550_re_arc_boy.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2551	1000129182	0	1098	n2551_re_arc_tree.xml	n2551_re_arc_tree.lua	0	0	101	9460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2552	1000129844	0	1813	n2552_andrea.xml	n2552_andrea.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	11	false	true
2553	1000007107	0	1814	n2553_crazyduck.xml	n2553_crazyduck.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.3		false	true
2554	1000129897	0	1097	n2554_dragon_board.xml	n2554_dragon_board.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	11	false	true
2555	1000130313	0	224002	n2555_incubator.xml	n2555_incubator.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	11	false	true
2556	140457	1000144474	1123	n2556_q_board.xml	n2556_q_board.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	29	0	0	0	0	0	0	0	0									1.0	1.0	11	false	true
2557	1000131783	0	1167	n2557_darklair_pretzel.xml	n2557_darklair_pretzel.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	34	false	true
2558	1000090410	0	1710	n2558_rubinat_phantom.xml	n2558_rubinat_phantom.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2559	1000000365	0	1791	n2559_velskud_silver.xml	n2559_velskud_silver.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2560	1000131784	0	1097	n2560_distorted_space.xml	n2560_distorted_space.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	180	false	true
2561	1000117169	0	1554	n2561_farghal.xml	n2561_farghal.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2562	1000085907	0	1743	n2562_grele.xml	n2562_grele.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2563	1000085907	0	1743	n2563_grele.xml	n2563_grele.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2564	1000000390	0	1637	n2564_geraint.xml	n2564_geraint.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2565	1000085907	0	1743	n2565_grele.xml	n2565_grele.lua	0	0	9819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2566	1000121252	0	1000	n2566_salica.xml	n2566_salica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2567	1000105345	0	1755	n2567_grugiru.xml	n2567_grugiru.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2568	1000105345	0	1755	n2568_grugiru.xml	n2568_grugiru.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2569	1000121252	0	1767	n2569_salica.xml	n2569_salica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2570	1000121252	0	1767	n2570_salica.xml	n2570_salica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2571	1000131785	0	1098	n2571_floating_water.xml	n2571_floating_water.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2572	1000105345	0	1755	n2572_grugiru.xml	n2572_grugiru.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2573	1000105345	0	1757	n2573_grugiru.xml	n2573_grugiru.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2574	1000121252	0	1767	n2574_salica.xml	n2574_salica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2575	1000105345	0	1755	n2575_grugiru.xml	n2575_grugiru.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2576	1000105345	0	1000	n2576_grugiru.xml	n2576_grugiru.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	14043	false	true
2577	1000121252	0	1767	n2577_salica.xml	n2577_salica.lua	0	0	9825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2578	1000105343	0	1753	n2578_nophee.xml	n2578_nophee.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2579	1000131786	0	1098	n2579_hear_you.xml	n2579_hear_you.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2580	1000131787	0	1089	n2580_lost_pedlar.xml	n2580_lost_pedlar.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2581	1000131851	0	1744	n2581_child_guard.xml	n2581_child_guard.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2582	1000131851	0	1744	n2582_child_guard.xml	n2582_child_guard.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2583	1000105345	0	1755	n2583_grugiru.xml	n2583_grugiru.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2584	1000121252	0	1767	n2584_salica.xml	n2584_salica.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2585	1000085905	0	1779	n2585_vernicka.xml	n2585_vernicka.lua	0	0	9824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0	54	false	true
2617	1000129121	0	1000	n2617_matador.xml	n2617_matador.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2586	0	0	1817	n2586_skull.xml	n2586_skull.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.1	1.1		false	true
2587	1200713	0	1818	n2587_nightmare.xml	n2587_nightmare.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2588	0	0	1817	n2588_skull.xml	n2588_skull.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.1	1.1		false	true
2589	0	0	1817	n2589_skull.xml	n2589_skull.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.1	1.1		false	true
2590	1000132379	0	1167	n2590_darklair_macaron.xml	n2590_darklair_macaron.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	12	false	true
2591	1000132380	0	1167	n2591_darklair_brownie.xml	n2591_darklair_brownie.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	9	false	true
2592	1000132381	0	1167	n2592_darklair_montblanc.xml	n2592_darklair_montblanc.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	13	false	true
2593	1000132382	0	1167	n2593_darklair_chocolat.xml	n2593_darklair_chocolat.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	14	false	true
2594	1000132383	0	1751	n2594_rhadames_guard_mark.xml	n2594_rhadames_guard_mark.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	175	false	true
2595	1000132384	0	1724	n2595_merca_guard_philippe.xml	n2595_merca_guard_philippe.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	13043	false	true
2596	1000132385	0	1031	n2596_logan.xml	n2596_logan.lua	0	0	3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	13043	false	true
2597	1000132385	0	1031	n2597_logan_oldgarden.xml	n2597_logan_oldgarden.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	1126	false	true
2598	1000132386	0	1802	n2598_joanna.xml	n2598_joanna.lua	0	0	3689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	13043	false	true
2599	1000132387	0	1097	n2599_fishshop_goodlook.xml	n2599_fishshop_goodlook.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	13043	false	true
2600	1000132388	0	1097	n2600_alexander.xml	n2600_alexander.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.2	13043	false	true
2601	1000090416	0	90017	n2601_kesey2.xml	n2601_kesey2.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2602	0	0	1130	n2602_mandra_son.xml	n2602_mandra_son.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2603	0	0	1508	n2603_orc_oneeye.xml	n2603_orc_oneeye.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2604	0	0	1510	n2604_punished_kid.xml	n2604_punished_kid.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2605	0	0	1507	n2605_lena_duglars.xml	n2605_lena_duglars.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2606	0	0	1128	n2606_slave_david.xml	n2606_slave_david.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2607	0	0	1777	n2607_draculia.xml	n2607_draculia.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2608	0	0	1595	n2608_event_ilyn.xml	n2608_event_ilyn.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.05	1.05		false	true
2609	0	0	99018	n2609_spa_fairy.xml	n2609_spa_fairy.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2610	0	0	1601	n2610_beggar.xml	n2610_beggar.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2611	0	0	1745	n2611_traveler_free.xml	n2611_traveler_free.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2612	0	0	1163	n2612_market.xml	n2612_market.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2613	0	0	1167	n2613_darklair_rosetta.xml	n2613_darklair_rosetta.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2614	0	0	1052	n2614_scholar_starshy.xml	n2614_scholar_starshy.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2615	0	0	1046	n2615_saint_guard.xml	n2615_saint_guard.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.0		false	true
2616	0	0	1814	n2616_crazyduck.xml	n2616_crazyduck.lua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0									1.0	1.3		false	true
