ROWID	_Strength|INTEGER	_Agility|INTEGER	_Intelligence|INTEGER	_Stamina|INTEGER	_Experience|INTEGER	_SuperAmmor|INTEGER	_SkillPoint|INTEGER	_Fatigue|INTEGER	_DeadDurabilityRatio|FLOAT	_KillScore|INTEGER	_Assistscore|INTEGER	_Assistdecision|INTEGER	_Aggroper|FLOAT	_WeekFatigue|INTEGER	_SKillUsageRatio|DOUBLE	_IllegalAmount|INTEGER	_BanAmount|INTEGER	_AggroperPvE|FLOAT	_VIPFatigue|INTEGER	_VIPExp|INTEGER	_LevelDExp|INTEGER	_BaseMP|INTEGER	_Critical|DOUBLE
7766	524	684	342	730	650000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4154258	64391001	1.0	150	10	2673632	200000	2394.0
7767	568	741	370	791	660000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4176850	64741182	1.0	150	10	2673632	200000	2593.5
7768	618	805	403	859	670000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4199669	65094864	1.0	150	10	2673632	200000	2817.5
7769	673	877	439	936	680000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4222715	65452084	1.0	150	10	2673632	200000	3069.5
7770	734	957	478	1021	690000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4245992	65812875	1.0	150	10	3342041	200000	3349.5
7771	795	1036	518	1106	700000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4269502	66177275	1.0	150	10	3342041	200000	3626.0
7772	856	1116	558	1190	710000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4293246	66545319	1.0	150	10	3342041	200000	3906.0
7773	917	1195	598	1275	720000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4317229	66917043	1.0	150	10	3342041	200000	4182.5
7774	978	1275	637	1360	730000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4341451	67292484	1.0	150	10	3342041	200000	4462.5
7775	1047	1365	682	1456	740000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4365915	67671680	1.0	150	10	3342041	200000	4777.5
7776	1116	1455	727	1552	750000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4390624	68054668	1.0	150	10	3342041	200000	5092.5
7777	1185	1545	772	1648	760000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4415580	68441485	1.0	150	10	3342041	200000	5407.5
7778	1254	1635	817	1744	770000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4440785	68832171	1.0	150	10	3342041	200000	5722.5
7779	1323	1725	862	1840	780000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4466243	69226764	1.0	150	10	3342041	200000	6037.5
7780	1392	1815	907	1936	790000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4491955	69625302	1.0	150	10	4177551	200000	6352.5
7781	1461	1905	952	2032	800000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4517924	70027826	1.0	150	10	4177551	200000	6667.5
7782	1530	1995	997	2128	810000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4544153	70434375	1.0	150	10	4177551	200000	6982.5
7783	1599	2085	1042	2224	820000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4570644	70844990	1.0	150	10	4177551	200000	7297.5
7784	1668	2175	1087	2320	830000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4597401	71259711	1.0	150	10	4177551	200000	7612.5
7785	1748	2280	1140	2432	840000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4624424	71678579	1.0	150	10	4177551	200000	7980.0
7786	1829	2385	1192	2544	850000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4651718	72101635	1.0	150	10	4177551	200000	8347.5
7787	1909	2490	1245	2656	860000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4679285	72528922	1.0	150	10	4177551	200000	8715.0
7788	1990	2595	1297	2768	870000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4707128	72960483	1.0	150	10	4177551	200000	9082.5
7789	2070	2700	1350	2880	880000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4735249	73396358	1.0	150	10	4177551	200000	9450.0
7790	2162	2820	1410	3008	890000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4763651	73836593	1.0	150	10	5221939	200000	9870.0
7791	2254	2940	1470	3136	900000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4792337	74281230	1.0	150	10	5221939	200000	10290.0
7792	2346	3060	1530	3264	910000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4821311	74730313	1.0	150	10	5221939	200000	10710.0
7793	2438	3180	1590	3392	920000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4850573	75183887	1.0	150	10	5221939	200000	11130.0
7794	2530	3300	1650	3520	930000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4880129	75641997	1.0	150	10	5221939	200000	11550.0
7795	2634	3435	1717	3664	940000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4909980	76104687	1.0	150	10	5221939	200000	12022.5
7796	2737	3570	1785	3808	950000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4940129	76572005	1.0	150	10	5221939	200000	12495.0
7797	2841	3705	1852	3952	960000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4970580	77043996	1.0	150	10	5221939	200000	12967.5
7798	2944	3840	1920	4096	970000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	5001336	77520707	1.0	150	10	5221939	200000	13440.0
7799	3048	3975	1987	4240	980000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	5032399	78002185	1.0	150	10	5221939	200000	13912.5
7800	3151	4110	2055	4384	990000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	5063773	78488478	1.0	150	10	5744132	200000	14385.0
7801	12	17	7	14	0	100	0	1500	0.04	100	50	25	1.0	3000	0.00525	137172	2126166	1.0	150	10	50000	200000	59.5
7802	13	20	9	16	10000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	155333	2407658	1.0	150	10	50000	200000	70.0
7803	15	23	10	18	20000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	197528	3061679	1.0	150	10	50000	200000	80.5
7804	17	25	11	21	30000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	223679	3467028	1.0	150	10	50000	200000	87.5
7805	19	28	12	23	40000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	284440	4408818	1.0	150	10	112500	200000	98.0
7806	21	31	13	25	50000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	274024	4247368	1.0	150	10	112500	200000	108.5
7807	23	33	15	27	60000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	309599	4798781	1.0	150	10	112500	200000	115.5
7808	24	36	16	30	70000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	491512	7618437	1.0	150	10	112500	200000	126.0
7809	26	39	17	32	80000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	589814	9142125	1.0	150	10	168750	200000	136.5
7810	28	42	18	34	90000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	707777	10970550	1.0	150	10	168750	200000	147.0
7811	30	45	19	36	100000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	801483	12422989	1.0	150	10	168750	200000	157.5
7812	32	46	21	39	110000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	1019199	15797591	1.0	150	10	168750	200000	161.0
7813	34	49	22	41	120000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	1154136	17889103	1.0	150	10	168750	200000	171.5
7814	35	53	23	43	130000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	1446976	22428130	1.0	150	10	168750	200000	185.5
7815	44	65	28	53	140000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	1592707	24686963	1.0	150	10	168750	200000	227.5
7816	46	68	30	56	150000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	1810564	28063745	1.0	150	10	506250	200000	238.0
7817	48	72	31	59	160000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	1901456	29472569	1.0	150	10	506250	200000	252.0
7818	51	74	33	62	170000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2010204	31158167	1.0	150	10	506250	200000	259.0
7819	53	79	34	64	180000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2053373	31827282	1.0	150	10	506250	200000	276.5
7820	55	82	36	67	190000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2102770	32592941	1.0	150	10	506250	200000	287.0
7821	58	85	37	70	200000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2121950	32890229	1.0	150	10	506250	200000	297.5
7822	60	88	39	73	210000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2239133	34706555	1.0	150	10	506250	200000	308.0
7823	62	92	40	76	220000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2464645	38202001	1.0	150	10	506250	200000	322.0
7824	64	96	42	78	230000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2801769	43427425	1.0	150	10	1012500	200000	336.0
7825	68	100	44	83	240000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	2942421	45607518	1.0	150	10	1012500	200000	350.0
7826	71	106	46	87	250000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3110704	48215907	1.0	150	10	1012500	200000	371.0
7827	75	110	49	91	260000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3177505	49251333	1.0	150	10	1012500	200000	385.0
7828	78	116	51	95	270000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3253946	50436158	1.0	150	10	1012500	200000	406.0
7829	82	121	53	99	280000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3283626	50896198	1.0	150	10	1012500	200000	423.5
7830	85	126	55	104	290000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3464960	53706883	1.0	150	10	1012500	200000	441.0
7831	89	130	58	108	300000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3813931	59115934	1.0	150	10	1012500	200000	455.0
7832	92	136	60	112	310000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	4384056	67952864	1.0	150	10	1316250	200000	476.0
7833	97	142	63	118	320000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	4487379	69554377	1.0	150	10	1316250	200000	497.0
7834	101	150	66	123	330000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	4618666	71589320	1.0	150	10	1316250	200000	525.0
7835	106	156	69	129	340000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	4664991	72307367	1.0	150	10	1316250	200000	546.0
7836	110	164	72	134	350000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	4728193	73286992	1.0	150	10	1316250	200000	574.0
7837	115	170	75	140	360000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	4758951	73763738	1.0	150	10	1316250	200000	595.0
7838	120	176	78	146	370000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	4931711	76441515	1.0	150	10	1316250	200000	616.0
7839	124	184	81	151	380000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	5167031	80088978	1.0	150	10	1316250	200000	644.0
7840	129	190	84	157	390000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	5457676	84593983	1.0	150	10	1711125	200000	665.0
7841	138	204	90	168	400000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3623622	56166146	1.0	150	10	1711125	200000	714.0
7842	147	218	96	179	410000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3664703	56802904	1.0	150	10	1711125	200000	763.0
7843	156	232	102	190	420000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3692041	57226633	1.0	150	10	1711125	200000	812.0
7844	166	244	108	202	430000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3710085	57506311	1.0	150	10	1711125	200000	854.0
7845	176	260	115	214	440000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3728235	57787645	1.0	150	10	1711125	200000	910.0
7846	186	276	121	227	450000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3746567	58071793	1.0	150	10	1711125	200000	966.0
7847	197	291	128	239	460000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3765083	58358781	1.0	150	10	1711125	200000	1018.5
7848	207	306	135	252	470000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3783783	58648640	1.0	150	10	1711125	200000	1071.0
7849	219	323	142	266	480000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3802671	58941397	1.0	150	10	1711125	200000	1130.5
7850	230	340	150	280	490000	100	3	1500	0.04	100	50	25	1.0	3000	0.00525	3821747	59237082	1.0	150	10	2138906	200000	1190.0
7851	242	357	157	294	500000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3841014	59535724	1.0	150	10	2138906	200000	1249.5
7852	253	374	165	308	510000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3860474	59837352	1.0	150	10	2138906	200000	1309.0
7853	266	393	173	323	520000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3880129	60141997	1.0	150	10	2138906	200000	1375.5
7854	278	412	181	339	530000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3899980	60449687	1.0	150	10	2138906	200000	1442.0
7855	291	430	190	354	540000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3920029	60760455	1.0	150	10	2138906	200000	1505.0
7856	304	448	198	370	550000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3940279	61074331	1.0	150	10	2138906	200000	1568.0
7857	317	470	207	386	560000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3960732	61391345	1.0	150	10	2138906	200000	1645.0
7858	331	490	216	403	570000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	3981389	61711529	1.0	150	10	2138906	200000	1715.0
7859	345	510	225	420	580000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4002253	62034915	1.0	150	10	2138906	200000	1785.0
7860	359	530	234	437	590000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4023325	62361535	1.0	150	10	2673632	200000	1855.0
7861	375	555	244	456	600000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4044608	62691422	1.0	150	10	2673632	200000	1942.5
7862	396	584	258	482	610000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4066104	63024607	1.0	150	10	2673632	200000	2044.0
7863	421	623	274	512	620000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4087814	63361124	1.0	150	10	2673632	200000	2180.5
7864	451	666	294	549	630000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4109742	63701006	1.0	150	10	2673632	200000	2331.0
7865	485	718	316	591	640000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4131889	64044287	1.0	150	10	2673632	200000	2513.0
7866	524	776	342	638	650000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4154258	64391001	1.0	150	10	2673632	200000	2716.0
7867	568	840	370	692	660000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4176850	64741182	1.0	150	10	2673632	200000	2940.0
7868	618	912	403	752	670000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4199669	65094864	1.0	150	10	2673632	200000	3192.0
7869	673	994	439	819	680000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4222715	65452084	1.0	150	10	2673632	200000	3479.0
7870	734	1085	478	893	690000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4245992	65812875	1.0	150	10	3342041	200000	3797.5
7871	795	1175	518	967	700000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4269502	66177275	1.0	150	10	3342041	200000	4112.5
7872	856	1264	558	1042	710000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4293246	66545319	1.0	150	10	3342041	200000	4424.0
7873	917	1354	598	1116	720000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4317229	66917043	1.0	150	10	3342041	200000	4739.0
7874	978	1445	637	1190	730000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4341451	67292484	1.0	150	10	3342041	200000	5057.5
7875	1047	1547	682	1274	740000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4365915	67671680	1.0	150	10	3342041	200000	5414.5
7876	1116	1649	727	1358	750000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4390624	68054668	1.0	150	10	3342041	200000	5771.5
7877	1185	1751	772	1442	760000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4415580	68441485	1.0	150	10	3342041	200000	6128.5
7878	1254	1853	817	1526	770000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4440785	68832171	1.0	150	10	3342041	200000	6485.5
7879	1323	1955	862	1610	780000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4466243	69226764	1.0	150	10	3342041	200000	6842.5
7880	1392	2057	907	1694	790000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4491955	69625302	1.0	150	10	4177551	200000	7199.5
7881	1461	2159	952	1778	800000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4517924	70027826	1.0	150	10	4177551	200000	7556.5
7882	1530	2261	997	1862	810000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4544153	70434375	1.0	150	10	4177551	200000	7913.5
7883	1599	2363	1042	1946	820000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4570644	70844990	1.0	150	10	4177551	200000	8270.5
7884	1668	2465	1087	2030	830000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4597401	71259711	1.0	150	10	4177551	200000	8627.5
7885	1748	2584	1140	2128	840000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4624424	71678579	1.0	150	10	4177551	200000	9044.0
7886	1829	2703	1192	2226	850000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4651718	72101635	1.0	150	10	4177551	200000	9460.5
7887	1909	2822	1245	2324	860000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4679285	72528922	1.0	150	10	4177551	200000	9877.0
7888	1990	2941	1297	2422	870000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4707128	72960483	1.0	150	10	4177551	200000	10293.5
7889	2070	3060	1350	2520	880000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4735249	73396358	1.0	150	10	4177551	200000	10710.0
7890	2162	3196	1410	2632	890000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4763651	73836593	1.0	150	10	5221939	200000	11186.0
7891	2254	3332	1470	2744	900000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4792337	74281230	1.0	150	10	5221939	200000	11662.0
7892	2346	3468	1530	2856	910000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4821311	74730313	1.0	150	10	5221939	200000	12138.0
7893	2438	3604	1590	2968	920000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4850573	75183887	1.0	150	10	5221939	200000	12614.0
7894	2530	3740	1650	3080	930000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4880129	75641997	1.0	150	10	5221939	200000	13090.0
7895	2634	3893	1717	3206	940000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4909980	76104687	1.0	150	10	5221939	200000	13625.5
7896	2737	4046	1785	3332	950000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4940129	76572005	1.0	150	10	5221939	200000	14161.0
7897	2841	4199	1852	3458	960000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	4970580	77043996	1.0	150	10	5221939	200000	14696.5
7898	2944	4352	1920	3584	970000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	5001336	77520707	1.0	150	10	5221939	200000	15232.0
7899	3048	4505	1987	3710	980000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	5032399	78002185	1.0	150	10	5221939	200000	15767.5
7900	3151	4658	2055	3836	990000	100	2	1500	0.04	100	50	25	1.0	3000	0.00525	5063773	78488478	1.0	150	10	5744132	200000	16303.0
7901	10	13	17	10	0	100	0	1500	0.04	100	50	25	1.0	3000	0.01225	137172	2126166	1.0	150	10	50000	100000	52.0
7902	11	15	20	12	10000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	155333	2407658	1.0	150	10	50000	100000	60.0
7903	13	17	23	13	20000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	197528	3061679	1.0	150	10	50000	100000	68.0
7904	14	19	26	15	30000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	223679	3467028	1.0	150	10	50000	100000	76.0
7905	16	21	29	16	40000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	284440	4408818	1.0	150	10	112500	100000	84.0
7906	17	23	32	18	50000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	274024	4247368	1.0	150	10	112500	100000	92.0
7907	19	25	34	20	60000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	309599	4798781	1.0	150	10	112500	100000	100.0
7908	20	28	37	21	70000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	491512	7618437	1.0	150	10	112500	100000	112.0
7909	22	30	39	23	80000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	589814	9142125	1.0	150	10	168750	100000	120.0
7910	23	32	43	24	90000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	707777	10970550	1.0	150	10	168750	100000	128.0
7911	25	34	45	26	100000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	801483	12422989	1.0	150	10	168750	100000	136.0
7912	26	36	48	28	110000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1019199	15797591	1.0	150	10	168750	100000	144.0
7913	28	38	51	29	120000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1154136	17889103	1.0	150	10	168750	100000	152.0
7914	29	40	54	31	130000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1446976	22428130	1.0	150	10	168750	100000	160.0
7915	36	49	67	38	140000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1592707	24686963	1.0	150	10	168750	100000	196.0
7916	38	52	70	40	150000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1810564	28063745	1.0	150	10	506250	100000	208.0
7917	40	55	73	42	160000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1901456	29472569	1.0	150	10	506250	100000	220.0
7918	42	57	77	44	170000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2010204	31158167	1.0	150	10	506250	100000	228.0
7919	44	60	80	46	180000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2053373	31827282	1.0	150	10	506250	100000	240.0
7920	46	62	84	48	190000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2102770	32592941	1.0	150	10	506250	100000	248.0
7921	48	65	87	50	200000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2121950	32890229	1.0	150	10	506250	100000	260.0
7922	49	68	91	52	210000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2239133	34706555	1.0	150	10	506250	100000	272.0
7923	51	70	95	54	220000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2464645	38202001	1.0	150	10	506250	100000	280.0
7924	53	73	98	56	230000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2801769	43427425	1.0	150	10	1012500	100000	292.0
7925	56	77	103	59	240000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2942421	45607518	1.0	150	10	1012500	100000	308.0
7926	59	81	108	62	250000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3110704	48215907	1.0	150	10	1012500	100000	324.0
7927	62	85	113	65	260000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3177505	49251333	1.0	150	10	1012500	100000	340.0
7928	65	88	119	68	270000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3253946	50436158	1.0	150	10	1012500	100000	352.0
7929	67	92	125	71	280000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3283626	50896198	1.0	150	10	1012500	100000	368.0
7930	70	96	130	74	290000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3464960	53706883	1.0	150	10	1012500	100000	384.0
7931	73	100	135	77	300000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3813931	59115934	1.0	150	10	1012500	100000	400.0
7932	76	104	140	80	310000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4384056	67952864	1.0	150	10	1316250	100000	416.0
7933	80	109	147	84	320000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4487379	69554377	1.0	150	10	1316250	100000	436.0
7934	84	114	154	88	330000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4618666	71589320	1.0	150	10	1316250	100000	456.0
7935	87	120	161	92	340000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4664991	72307367	1.0	150	10	1316250	100000	480.0
7936	91	125	168	96	350000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4728193	73286992	1.0	150	10	1316250	100000	500.0
7937	95	130	175	100	360000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4758951	73763738	1.0	150	10	1316250	100000	520.0
7938	99	135	182	104	370000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4931711	76441515	1.0	150	10	1316250	100000	540.0
7939	103	140	189	108	380000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	5167031	80088978	1.0	150	10	1316250	100000	560.0
7940	106	146	196	112	390000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	5457676	84593983	1.0	150	10	1711125	100000	584.0
7941	112	154	208	118	400000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3623622	56166146	1.0	150	10	1711125	100000	616.0
7942	118	162	220	124	410000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3664703	56802904	1.0	150	10	1711125	100000	648.0
7943	123	171	232	130	420000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3692041	57226633	1.0	150	10	1711125	100000	684.0
7944	129	179	244	136	430000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3710085	57506311	1.0	150	10	1711125	100000	716.0
7945	135	189	258	143	440000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3728235	57787645	1.0	150	10	1711125	100000	756.0
7946	142	199	271	150	450000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3746567	58071793	1.0	150	10	1711125	100000	796.0
7947	148	208	286	157	460000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3765083	58358781	1.0	150	10	1711125	100000	832.0
7948	155	218	299	164	470000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3783783	58648640	1.0	150	10	1711125	100000	872.0
7949	163	229	314	172	480000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3802671	58941397	1.0	150	10	1711125	100000	916.0
7950	170	240	330	180	490000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3821747	59237082	1.0	150	10	2138906	100000	960.0
7951	180	253	347	190	500000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3841014	59535724	1.0	150	10	2138906	100000	1012.0
7952	189	266	365	200	510000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3860474	59837352	1.0	150	10	2138906	100000	1064.0
7953	199	280	385	211	520000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3880129	60141997	1.0	150	10	2138906	100000	1120.0
7954	210	295	403	222	530000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3899980	60449687	1.0	150	10	2138906	100000	1180.0
7955	220	309	423	233	540000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3920029	60760455	1.0	150	10	2138906	100000	1236.0
7956	231	323	442	244	550000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3940279	61074331	1.0	150	10	2138906	100000	1292.0
7957	242	339	463	256	560000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3960732	61391345	1.0	150	10	2138906	100000	1356.0
