ROWID	_Activate|INTEGER	_Type|INTEGER	_MainCategory|INTEGER	_SubCategoryID|TEXT	_TitleNameID|INTEGER	_SubTitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameIDParam|TEXT	_Icon|INTEGER	_AchieveIcon|INTEGER	_RewardAppellation|INTEGER	_RewardPoint|INTEGER	_IsAchieveNotice|BOOLEAN	_GainEvent|INTEGER	_Gain1Type|INTEGER	_Gain1Param|INTEGER	_Gain1Operator|INTEGER	_Gain2Type|INTEGER	_Gain2Param|INTEGER	_Gain2Operator|INTEGER	_Gain3Type|INTEGER	_Gain3Param|INTEGER	_Gain3Operator|INTEGER	_Gain4Type|INTEGER	_Gain4Param|INTEGER	_Gain4Operator|INTEGER	_Gain5Type|INTEGER	_Gain5Param|INTEGER	_Gain5Operator|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_GainCheckType|BOOLEAN	_AchieveCheckType|BOOLEAN	_SystemMsg|INTEGER	_MailID|INTEGER
4031	0	0	0	10101	10101	1000000729		35000	0	0	0	35000	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4032	0	0	0	10101	10101	1000000729		40000	0	0	0	40000	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4033	0	0	0	10101	10101	1000000729		45000	0	0	0	45000	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4034	0	0	0	10101	10101	1000000729		50000	0	0	0	50000	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4035	0	0	0	10101	10101	1000000729		55000	0	0	0	55000	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4036	0	0	0	10101	10101	1000000729		60000	0	0	0	60000	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4037	0	0	0	10101	10101	1000000729		65000	0	0	0	65000	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4038	0	0	0	10101	10101	1000000729		64980	0	0	0	64980	false	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4039	1	3	0	7133	1000002043	1000009334			0	0	21	0	false	38	31	9477	0	0	0	0	0	0	0	0	0	0	0	0	0	14	31	9477	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0
4040	0	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2748
4041	0	6	0	0	0	0			0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	2749
4042	0	0	0	10136/10203	1000080290	1000060982		{1000060890},{10117}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14085	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2750
4043	0	0	0	10136/10203	1000080290	1000060984		{1000060892},{10117}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14085	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2750
4044	0	0	0	10136/10203	1000080290	1000060984		{1000060894},{10117}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14085	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2750
4045	0	0	0	10136/10203	1000080290	1000060984		{1000060896},{10117}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14085	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2750
4046	0	0	0	10136/10203	1000080290	1000060982		{1000060898},{10117}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14085	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2750
4047	0	0	0	10136/10203	1000080290	1000060982		{1000060900},{10117}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14085	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2750
4048	0	0	0	10136/10203	1000080290	1000060982		{1000061689},{10117}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14085	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2750
4049	0	0	0	10136/10203	1000080290	1000060982		{1000060890},{9794}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14002	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2751
4050	0	0	0	10136/10203	1000080290	1000060984		{1000060892},{9794}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14002	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2751
4051	0	0	0	10136/10203	1000080290	1000060984		{1000060894},{9794}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14002	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2751
4052	0	0	0	10136/10203	1000080290	1000060984		{1000060896},{9794}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14002	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2751
4053	0	0	0	10136/10203	1000080290	1000060982		{1000060898},{9794}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14002	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2751
4054	0	0	0	10136/10203	1000080290	1000060982		{1000060900},{9794}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14002	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2751
4055	0	0	0	10136/10203	1000080290	1000060982		{1000061689},{9794}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14002	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2751
4056	0	0	0	10136/10203	1000080290	1000060989		{1000060890},{9792},{10114}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14023	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4057	0	0	0	10136/10203	1000080290	1000060990		{1000060892},{9792},{10114}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14023	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4058	0	0	0	10136/10203	1000080290	1000060990		{1000060894},{9792},{10114}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14023	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4059	0	0	0	10136/10203	1000080290	1000060990		{1000060896},{9792},{10114}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14023	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4060	0	0	0	10136/10203	1000080290	1000060989		{1000060898},{9792},{10114}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14023	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4061	0	0	0	10136/10203	1000080290	1000060989		{1000060900},{9792},{10114}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14023	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4062	0	0	0	10136/10203	1000080290	1000060989		{1000061689},{9792},{10114}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14023	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4063	0	0	0	10136/10203	1000080290	1000060989		{1000060890},{10120},{10114}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14038	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4064	0	0	0	10136/10203	1000080290	1000060990		{1000060892},{10120},{10114}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14038	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4065	0	0	0	10136/10203	1000080290	1000060990		{1000060894},{10120},{10114}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14038	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4066	0	0	0	10136/10203	1000080290	1000060990		{1000060896},{10120},{10114}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14038	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4067	0	0	0	10136/10203	1000080290	1000060989		{1000060898},{10120},{10114}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14038	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4068	0	0	0	10136/10203	1000080290	1000060989		{1000060900},{10120},{10114}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14038	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4069	0	0	0	10136/10203	1000080290	1000060989		{1000061689},{10120},{10114}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14038	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2752
4070	0	0	0	10136/10203	1000080290	1000060989		{1000060890},{10121},{10114}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14049	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4071	0	0	0	10136/10203	1000080290	1000060990		{1000060892},{10121},{10114}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14049	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4072	0	0	0	10136/10203	1000080290	1000060990		{1000060894},{10121},{10114}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14049	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4073	0	0	0	10136/10203	1000080290	1000060990		{1000060896},{10121},{10114}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14049	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4074	0	0	0	10136/10203	1000080290	1000060989		{1000060898},{10121},{10114}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14049	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4075	0	0	0	10136/10203	1000080290	1000060989		{1000060900},{10121},{10114}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14049	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4076	0	0	0	10136/10203	1000080290	1000060989		{1000061689},{10121},{10114}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14049	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4077	0	0	0	10136/10203	1000080290	1000060989		{1000060890},{10062},{10114}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14196	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4078	0	0	0	10136/10203	1000080290	1000060990		{1000060892},{10062},{10114}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14196	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4079	0	0	0	10136/10203	1000080290	1000060990		{1000060894},{10062},{10114}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14196	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4080	0	0	0	10136/10203	1000080290	1000060990		{1000060896},{10062},{10114}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14196	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4081	0	0	0	10136/10203	1000080290	1000060989		{1000060898},{10062},{10114}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14196	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4082	0	0	0	10136/10203	1000080290	1000060989		{1000060900},{10062},{10114}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14196	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4083	0	0	0	10136/10203	1000080290	1000060989		{1000061689},{10062},{10114}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14196	0	4	0	0	87	0	0	0	0	0	0	0	0	false	false	0	2753
4084	0	0	0	10136/10203	1000080290	1000060982		{1000060890},{10078}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14100	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4085	0	0	0	10136/10203	1000080290	1000060984		{1000060892},{10078}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14100	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4086	0	0	0	10136/10203	1000080290	1000060984		{1000060894},{10078}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14100	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4087	0	0	0	10136/10203	1000080290	1000060984		{1000060896},{10078}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14100	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4088	0	0	0	10136/10203	1000080290	1000060982		{1000060898},{10078}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14100	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4089	0	0	0	10136/10203	1000080290	1000060982		{1000060900},{10078}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14100	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4090	0	0	0	10136/10203	1000080290	1000060982		{1000061689},{10078}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14100	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4091	0	0	0	10136/10203	1000080290	1000060982		{1000060890},{10076}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14151	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4092	0	0	0	10136/10203	1000080290	1000060984		{1000060892},{10076}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14151	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4093	0	0	0	10136/10203	1000080290	1000060984		{1000060894},{10076}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14151	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4094	0	0	0	10136/10203	1000080290	1000060984		{1000060896},{10076}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14151	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4095	0	0	0	10136/10203	1000080290	1000060982		{1000060898},{10076}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14151	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4096	0	0	0	10136/10203	1000080290	1000060982		{1000060900},{10076}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14151	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4097	0	0	0	10136/10203	1000080290	1000060982		{1000061689},{10076}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14151	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2754
4098	0	0	0	10136/10203	1000080290	1000060982		{1000060890},{10125}	0	0	0	10	false	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2755
4099	0	0	0	10136/10203	1000080290	1000060984		{1000060892},{10125}	0	0	0	10	false	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2755
4100	0	0	0	10136/10203	1000080290	1000060984		{1000060894},{10125}	0	0	0	10	false	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2755
4101	0	0	0	10136/10203	1000080290	1000060984		{1000060896},{10125}	0	0	0	10	false	2	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2755
4102	0	0	0	10136/10203	1000080290	1000060982		{1000060898},{10125}	0	0	0	10	false	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2755
4103	0	0	0	10136/10203	1000080290	1000060982		{1000060900},{10125}	0	0	0	10	false	2	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2755
4104	0	0	0	10136/10203	1000080290	1000060982		{1000061689},{10125}	0	0	0	10	false	2	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	14301	0	4	4	0	87	0	0	0	0	0	0	0	0	false	false	0	2755
4105	0	2	1	10247/10248	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4108	0	20	4109	0	20	4110	0	0	0	0	0	0	0	false	false	0	0
4106	0	2	1	10247/10248	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4111	0	20	4112	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4107	0	1	1	10247/10248	1000080875	1000080881	{1000066981}	{1000066981}	5	1	1730	50	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	13	20	4105	0	20	4106	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4108	0	0	1	10247/10248	1000080876	1000080882	{1000066981}	{1000066981}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1073	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4109	0	0	1	10247/10248	1000080877	1000080883	{1000066981}		1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1073	0	15	240	5	4	4	0	0	0	0	0	0	0	false	false	0	0
4110	0	0	1	10247/10248	1000080878	1000080884	{1000066981}	{1000032162}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1073	0	14	1	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4111	0	0	1	10247/10248	1000080879	1000080901		{1000066981},120	1	0	1731	20	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1073	0	16	120	4	4	4	0	0	0	0	0	0	0	false	false	0	0
4112	0	0	1	10247/10248	1000080880	1000080895	{1000066981}	{1000076688}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	19	3	1073	0	9	702951	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4113	0	2	1	10247/10249	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4116	0	20	4117	0	20	4118	0	0	0	0	0	0	0	false	false	0	0
4114	0	2	1	10247/10249	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4119	0	20	4120	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4115	0	1	1	10247/10249	1000080875	1000080881	{1000066983}	{1000066983}	5	1	1732	50	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	13	20	4113	0	20	4114	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4116	0	0	1	10247/10249	1000080876	1000080882	{1000066983}	{1000066983}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1074	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4117	0	0	1	10247/10249	1000080877	1000080883	{1000066983}		1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1074	0	15	240	5	4	4	0	0	0	0	0	0	0	false	false	0	0
4118	0	0	1	10247/10249	1000080878	1000080884	{1000066983}	{1000032162}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1074	0	14	1	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4119	0	0	1	10247/10249	1000080899	1000080902		{1000066983},10	1	0	1733	20	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1074	0	19	10	5	4	4	0	0	0	0	0	0	0	false	false	0	0
4120	0	0	1	10247/10249	1000080900	1000080888		{1000076664}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	63	3	1074	0	20	4120	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4121	0	2	1	10247/10250	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4124	0	20	4125	0	20	4126	0	0	0	0	0	0	0	false	false	0	0
4122	0	2	1	10247/10250	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4127	0	20	4128	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4123	0	1	1	10247/10250	1000080875	1000080881	{1000066985}	{1000066985}	5	1	1734	50	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	13	20	4121	0	20	4122	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4124	0	0	1	10247/10250	1000080876	1000080882	{1000066985}	{1000066985}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1075	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4125	0	0	1	10247/10250	1000080877	1000080883	{1000066985}		1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1075	0	15	240	5	4	4	0	0	0	0	0	0	0	false	false	0	0
4126	0	0	1	10247/10250	1000080878	1000080884	{1000066985}	{1000032162}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1075	0	14	1	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4127	0	0	1	10247/10250	1000080889	1000080896		5	1	0	1735	20	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	19	3	1075	0	22	5	4	4	4	0	0	0	0	0	0	0	false	false	0	0
4128	0	0	1	10247/10250	1000080890	1000080895		{1000076664}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	19	3	1075	0	9	703056	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4129	0	2	1	10247/10251	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4132	0	20	4133	0	20	4134	0	0	0	0	0	0	0	false	false	0	0
4130	0	2	1	10247/10251	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4135	0	20	4136	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4131	0	1	1	10247/10251	1000080875	1000080881	{1000066987}	{1000066987}	5	1	1736	50	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	13	20	4129	0	20	4130	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4132	0	0	1	10247/10251	1000080876	1000080882	{1000066987}	{1000066987}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1077	0	4	4	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4133	0	0	1	10247/10251	1000076541	1000080883	{1000066987}		1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1077	0	15	240	5	4	4	0	0	0	0	0	0	0	false	false	0	0
4134	0	0	1	10247/10251	1000080878	1000080884	{1000066987}	{1000032162}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	3	3	1077	0	14	1	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4135	0	0	1	10247/10251	1000080891	1000080895		{1000076650}	1	0	1737	20	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	19	3	1077	0	9	703125	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4136	0	0	1	10247/10251	1000080892	1000080888		{1000076671}	1	0	0	10	false	2	1	80	4	3	34	0	0	0	0	0	0	0	0	0	0	63	3	1077	0	20	4136	0	4	4	0	0	0	0	0	0	0	false	false	0	0
4137	0	2	3	10252/10253	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4140	0	20	4141	0	20	4142	0	0	0	0	0	0	0	false	false	0	0
4138	0	2	3	10252/10253	0	0			1	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	4143	0	20	4144	0	20	4145	0	0	0	0	0	0	0	false	false	0	0
4139	0	1	3	10252/10253	1000081181	1000081188			5	1	0	100	false	2	1	80	4	3	11	0	0	0	0	0	0	0	0	0	0	13	20	4137	0	20	4138	0	0	0	0	0	0	0	0	0	0	false	false	0	0
4140	0	0	3	10252/10253	1000081182	1000081189		15	1	0	0	10	false	2	1	80	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	14416	0	4	4	0	15	900	5	0	0	0	0	0	0	false	false	0	0
4141	0	0	3	10252/10253	1000082726	1000082727			1	0	0	10	false	2	1	80	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	14416	0	4	4	0	21	1	3	23	1	3	36	6	4	false	false	0	0
4142	0	0	3	10252/10253	1000082731	1000082732	{6396}	{6396}	1	0	0	10	false	2	1	80	4	3	11	0	0	0	0	0	0	0	0	0	0	3	3	14416	0	4	4	0	14	2	5	0	0	0	0	0	0	false	false	0	0
