ROWID	_Activate|INTEGER	_QuestID|INTEGER	_PreQuestCheckType|BOOLEAN	_PreQuestCondition1|INTEGER	_PreQuestCondition2|INTEGER	_PreQuestCondition3|INTEGER	_PreQuestCondition4|INTEGER	_PreQuestCondition5|INTEGER	_PreQuestCondition6|INTEGER	_PreQuestCondition7|INTEGER	_PreQuestCondition8|INTEGER	_PreQuestCondition9|INTEGER	_PreQuestCondition10|INTEGER	_JobQuestPriority|INTEGER	_JobQuestMID|INTEGER	_GainEvent|INTEGER	_Gain1Type|INTEGER	_Gain1Param|INTEGER	_Gain1Operator|INTEGER	_Gain2Type|INTEGER	_Gain2Param|INTEGER	_Gain2Operator|INTEGER	_Gain3Type|INTEGER	_Gain3Param|INTEGER	_Gain3Operator|INTEGER	_Gain4Type|INTEGER	_Gain4Param|INTEGER	_Gain4Operator|INTEGER	_Gain5Type|INTEGER	_Gain5Param|INTEGER	_Gain5Operator|INTEGER	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_GainCheckType|BOOLEAN	_AchieveCheckType|BOOLEAN
382	0	4766	false	997	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
383	0	4766	false	997	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
384	0	239	false	0	0	0	0	0	0	0	0	0	0	1	140278	2	3	11	0	8	2	0	1	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
385	0	764	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	3	11	0	8	2	0	1	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
386	0	764	false	0	0	0	0	0	0	0	0	0	0	2	140279	2	3	15	0	8	2	0	1	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
387	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
388	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
389	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
390	0	4858	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	93	4	1	95	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
391	0	4859	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	93	4	1	95	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
392	0	4861	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	1	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
393	0	4862	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	2	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
394	0	4863	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	3	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
395	0	4864	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	4	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
396	0	4865	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	5	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
397	0	4866	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	6	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
398	0	4867	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	7	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
399	0	4868	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	8	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
400	0	4869	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	8	9	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
401	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
402	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
403	0	4871	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
404	0	4871	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
405	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
406	0	4885	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
407	0	4885	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
408	0	2926	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
409	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
410	0	4894	false	997	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
411	0	4894	false	997	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
412	0	4966	false	997	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
413	0	4966	false	997	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
414	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
415	1	4976	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
416	1	4976	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
417	1	4980	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
419	1	4994	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
420	0	4992	false	0	0	0	0	0	0	0	0	0	0	500	140426	2	3	11	0	1	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
421	1	4995	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
422	1	4995	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
423	1	4781	false	0	0	0	0	0	0	0	0	0	0	500	140280	2	3	11	0	1	90	4	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
424	1	3601	false	997	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
425	1	3601	false	997	0	0	0	0	0	0	0	0	0	100	140293	2	3	11	0	8	2	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
426	0	3611	false	9813	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
427	1	3612	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
428	1	3612	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
429	1	3618	false	997	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
430	1	3618	false	997	0	0	0	0	0	0	0	0	0	100	140293	2	3	11	0	8	5	0	1	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
431	1	3658	false	997	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
432	1	3658	false	997	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
433	1	3663	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
434	1	3663	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
435	0	3670	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13634	0	1	95	0	1	96	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
436	1	3678	false	9813	0	0	0	0	0	0	0	0	0	0	0	2	3	11	0	1	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
437	0	3646	false	0	0	0	0	0	0	0	0	0	0	0	0	90	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
438	0	3646	false	0	0	0	0	0	0	0	0	0	0	0	0	2	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
439	0	3647	false	3646	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
440	0	4337	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	601115	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
441	0	4337	false	0	0	0	0	0	0	0	0	0	0	0	0	19	9	701115	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
443	0	3648	false	3647	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
444	0	3705	false	0	0	0	0	0	0	0	0	0	0	0	0	77	3	13630	0	1	95	0	1	96	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
445	1	3706	false	0	0	0	0	0	0	0	0	0	0	0	0	90	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
446	1	3706	false	0	0	0	0	0	0	0	0	0	0	0	0	2	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
447	1	3707	false	3706	0	0	0	0	0	0	0	0	0	0	0	14	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
448	1	3707	false	3706	0	0	0	0	0	0	0	0	0	0	0	2	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
449	1	3708	false	3707	0	0	0	0	0	0	0	0	0	0	0	14	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
450	1	3708	false	3707	0	0	0	0	0	0	0	0	0	0	0	2	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
451	1	3709	false	3708	0	0	0	0	0	0	0	0	0	0	0	14	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
452	1	3709	false	3708	0	0	0	0	0	0	0	0	0	0	0	2	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
453	1	3760	false	998	0	0	0	0	0	0	0	0	0	100	140293	1	1	50	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
454	1	3760	false	998	0	0	0	0	0	0	0	0	0	100	140293	2	1	50	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
455	1	3773	false	3758	0	0	0	0	0	0	0	0	0	0	0	2	3	1131	0	1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
456	1	3814	false	9884	0	0	0	0	0	0	0	0	0	500	140280	14	0	0	0	1	95	4	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
457	1	3814	false	9884	0	0	0	0	0	0	0	0	0	500	140280	2	3	187	0	1	95	4	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
458	1	3843	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
459	1	3846	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
460	1	3849	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
461	1	3852	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
462	1	3855	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
463	1	3858	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
464	1	3861	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
465	1	3864	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
466	1	3867	false	9560	0	0	0	0	0	0	0	0	0	101	140565	2	3	11	0	1	95	4	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
467	1	3870	false	3816	0	0	0	0	0	0	0	0	0	501	140565	2	3	187	0	1	95	4	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
468	1	3877	false	0	0	0	0	0	0	0	0	0	0	0	0	2	3	187	0	1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
469	1	4838	false	4998	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
470	1	4838	false	3604	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
471	1	4838	false	3615	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
472	1	4838	false	3666	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
473	1	4838	false	3621	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
474	1	4838	false	3661	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
475	1	4838	false	4979	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
476	1	4838	false	3763	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
477	1	4838	false	2910	0	0	0	0	0	0	0	0	0	500	140581	2	3	11	0	1	90	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false
