ROWID	_StaticName|TEXT	_StateEffectIndex|INTEGER	_ShowTimingType|INTEGER	_EffectOutputType|INTEGER	_EffectPlayType|INTEGER	_EffectSkinFileName|INTEGER	_EffectAniFileName|INTEGER	_EffectActFileName|INTEGER	_ActorActionName|TEXT	_UseDiffuseVariation|INTEGER	_DiffuseR1|DOUBLE	_DiffuseG1|DOUBLE	_DiffuseB1|DOUBLE	_DiffuseR2|DOUBLE	_DiffuseG2|DOUBLE	_DiffuseB2|DOUBLE	_DiffuseChangeSpeed|DOUBLE	_LinkBoneIndex|TEXT	_ContentsID|TEXT	_SetParent|BOOLEAN
21604		0	0	2	0	13084	13083	13082	Freezing	1	0.23	1.47	1.5	0.25882354	0.6509804	0.9843137	15.0	1;3;4;5;6		false
21605		0	0	2	0	0	0	48628		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21606		0	0	2	0	0	0	48684		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21607		0	0	2	0	0	0	48685		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21608		0	0	2	0	0	0	49091		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21609		0	0	2	0	0	0	49092		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21701		276	0	2	0	0	0	47522		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21801		0	0	2	0	0	0	25463		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21802		0	0	2	0	0	0	48931		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21901		0	0	2	0	0	0	48931		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21902		400	0	2	0	0	0	47021		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21903		254	0	2	0	0	0	43793		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21904		0	0	2	0	0	0	49338		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21905		392	0	2	0	0	0	13140		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21906		218	1	0	0	13007	13006	13005	Hold	1	0.6156863	0.9372549	0.9019608	0.2	0.60784316	0.79607844	2.0			false
21907		394	0	2	0	0	0	49675		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21908		273	0	2	0	0	0	49697		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21909		0	0	0	0	0	0	49699		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21910		70	0	2	0	0	0	49709		1	0.5	0.5	0.5	0.5	0.5	0.5	1.0	2		false
21911		398	0	2	0	0	0	47021		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21912		399	0	2	0	0	0	47021		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21913		99	0	2	0	0	0	49797		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21914		400	0	2	0	0	0	49823		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21915		401	0	2	0	0	0	49824		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
21916		310	0	2	0	0	0	49894		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21917		360	0	2	0	0	0	13031		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21918		70	0	2	0	13007	13006	13005	Hold	1	0.6156863	0.9372549	0.9019608	0.2	0.60784316	0.79607844	2.0	1		false
21919		70	0	2	0	0	0	50154		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
21920		2	0	2	0	0	0	32289		1	1.5	0.58	0.0	1.0	0.4	0.4	3.0	2		false
21921		400	0	2	0	0	0	49697		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
21951		0	0	2	0	0	0	51138		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
21952		392	0	2	0	0	0	51139		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
22000		61	0	2	0	0	0	48621		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
22001		298	0	2	0	0	0	49093		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
22002		0	0	2	0	0	0	49314		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
22003		99	0	2	0	0	0	36521		1	1.5	0.58	0.0	0.0	0.0	0.0	15.0	0		false
22010		298	0	2	0	42242	42241	42240		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14		true
22020		0	0	2	0	0	0	49772		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
22021		0	0	2	0	0	0	50990		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
22022		345	0	2	0	0	0	51328		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23000		298	0	2	0	51009	51008	51007		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14		true
23001		12	0	2	0	0	0	52420		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23002		61	0	2	0	0	0	52423		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23003		2	0	2	0	0	0	52422		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23050		100	0	2	0	0	0	52527		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23051		2	0	2	0	0	0	52528		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23070		0	0	2	0	0	0	52765		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23100	TransOFF	298	0	2	0	0	0	53404		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23101	BleedPhantom	298	0	2	0	0	0	52950		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23102	PainKiller	12	0	2	0	0	0	52952		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23103	BloodSign	246	0	2	0	0	0	52951		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23104	BloodArmor	55	0	2	0	0	0	53355		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23105	Bleeding	136	0	2	0	0	0	52949		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23106	PainKiller	389	0	2	0	0	0	52952		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23107	Bleeding	325	0	2	0	0	0	52949		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23110		0	0	2	0	0	0	54087		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23111		254	0	2	0	0	0	53886		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23112		100	0	2	0	0	0	53943		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23113		218	1	0	0	0	0	54093		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23114		0	0	2	0	0	0	54107		1	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
23131	넝쿨	70	0	2	0	0	0	54533	Hit_Up	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23132	회복 버프	392	0	2	0	0	0	54771		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23135		2	0	2	0	0	0	54779		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23136		2	0	2	0	0	0	54809		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23137		2	0	2	0	0	0	54810		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23150		0	0	2	0	0	0	55304		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23170	회복 버프	12	0	0	0	0	0	55331		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23171		100	0	0	0	0	0	55332		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23172		218	1	0	0	0	0	55855		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23173		218	1	0	1	0	0	55867		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23174		100	0	0	0	0	0	56010		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23175		100	0	0	0	0	0	56045		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23176		100	0	0	1	0	0	62581		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23177		100	0	0	1	0	0	62820		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23178		100	0	0	0	0	0	62821		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23191		392	0	2	0	0	0	55974		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23192		392	0	2	0	0	0	55975		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23193		392	0	0	0	0	0	55976		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23194		136	0	2	0	0	0	26662		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23195		392	0	2	0	0	0	55978		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23196		392	0	2	0	0	0	13109		1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
23199		2	0	2	0	0	0	61746		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10		false
23200		2	0	2	0	0	0	56285		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11		false
23201		29	0	2	0	0	0	56286		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23202		55	0	2	0	0	0	56289		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23203		29	0	2	0	0	0	56290		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23204		2	0	2	0	0	0	56291		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11		false
23205		0	0	2	0	0	0	56000		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23206		0	0	2	0	0	0	55998		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
23207		0	0	2	0	0	0	55999		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10;11		false
23208		0	0	2	0	0	0	56001		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10;11		false
23209		0	0	2	0	0	0	57597		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1		false
23210		134	0	2	0	0	0	57598		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1		false
23211		25	0	2	0	0	0	57599		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2		false
23212		389	0	2	0	0	0	57596		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1		false
23221		100	0	2	0	0	0	56610		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23222		100	0	2	0	0	0	55976		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23231	넝쿨	70	0	2	0	0	0	56919	Hit_Up	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23232	Freezing 효과	41	1	0	0	0	0	56919	Hold	1	0.6156863	0.9372549	0.9019608	0.2	0.60784316	0.79607844	2.0			false
23236		392	0	2	0	0	0	57083		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23237		275	0	2	0	0	0	57244		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23241	아이스배리어(FREEZING_SHIELD)	173	0	0	0	0	0	13123		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23242		173	0	0	0	0	0	29264		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23251		0	0	2	0	0	0	57851		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
23252		0	0	2	0	0	0	57852		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23253		0	0	2	0	0	0	57856		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23254		0	0	2	0	0	0	58208		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23255		0	0	2	0	0	0	58209		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23256		0	0	2	0	0	0	58381		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
23261		345	0	0	0	0	0	58385		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23262		345	0	0	0	0	0	58512		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23271		0	0	2	0	0	0	59465		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23272		0	0	2	0	0	0	59466		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23273		0	0	2	0	0	0	59467		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23274		0	0	2	0	0	0	59468		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23275		0	0	2	0	0	0	59469		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23290		298	0	2	0	0	0	60066		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23291		298	0	2	0	60251	60252	60064		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14		true
23292		0	0	2	0	60512	60511	60063		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		true
23293		349	0	2	0	0	0	60824		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23294		2	0	2	0	0	0	60825		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23295		389	0	2	0	0	0	60823		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23331		2	0	2	0	0	0	60679		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23332		4	0	2	0	0	0	60678		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23333		12	0	2	1	0	0	60711		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23334		0	0	2	0	0	0	61038		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23335		249	0	2	0	0	0	61073		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23336		40	0	2	0	0	0	61144		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23337		62	0	2	0	0	0	62176		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23341		218	1	0	0	0	0	61215		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23342		100	0	2	0	0	0	61216		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23343		100	0	2	0	0	0	61227		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23344		76	0	0	0	0	0	61242		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23345		32	0	0	0	0	0	61243		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23346		2	0	0	0	0	0	61244		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23347		96	0	0	0	0	0	61245		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23348		76	0	0	0	0	0	61246		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23349		32	0	0	0	0	0	61247		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23350		2	0	0	0	0	0	61248		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23351		78	0	0	0	0	0	61249		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23352		100	0	2	0	0	0	61327		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23353		218	1	0	0	0	0	61334		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23354		86	0	0	0	0	0	61556		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23355		100	0	2	0	0	0	61557		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23356		149	1	0	0	0	0	61595		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23357	점프불가	224	0	2	0	0	0	61610		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23358	Ice	0	0	2	0	0	0	13089		1	0.15294118	0.5764706	0.9372549	0.25882354	0.6509804	0.9843137	1.0	1;3;4;5;6		false
23359		0	0	2	0	0	0	61735		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23360		0	0	2	0	0	0	61739		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23371		2	0	2	0	0	0	62866		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23372		2	0	2	0	0	0	62867		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23373		2	0	2	0	0	0	62868		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23381		99	0	2	0	0	0	62869		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23382		99	0	2	0	0	0	62870		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23383		99	0	2	0	0	0	62871		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23384		99	0	2	0	0	0	62872		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23385		0	0	2	0	0	0	62888		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23386		96	0	2	0	0	0	62889		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23387		0	0	2	0	0	0	62890		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23388		2	0	2	0	0	0	62891		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23389		0	0	2	0	0	0	62892		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23390		4	0	2	0	0	0	62893		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23391		0	0	2	0	0	0	62894		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23392		12	0	2	0	0	0	62895		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23393		0	0	2	0	0	0	62896		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23394		14	0	2	0	0	0	62897		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23395		76	0	2	0	0	0	62908		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23396		351	0	2	0	0	0	62910		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23397		18	0	2	0	0	0	63043		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23398		0	0	2	0	0	0	63048		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23399		0	0	2	0	0	0	63049		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23400		0	0	2	0	0	0	63050		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23401		0	0	2	0	0	0	63053		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23402		0	0	2	0	0	0	63052		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23403		0	0	2	0	0	0	63051		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23404		0	0	2	0	0	0	63082		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23405		0	0	2	0	0	0	63202		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23406		0	0	2	0	0	0	63197		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23407		0	0	2	0	0	0	63198		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23408		0	0	2	0	0	0	63194		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23409		0	0	2	0	0	0	63199		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23410		0	0	2	0	0	0	63200		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23411		0	0	2	0	0	0	63196		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23412		345	0	2	1	0	0	63201		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23413		0	0	2	0	0	0	63195		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23414		378	0	2	0	0	0	63925		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23420		12	0	2	0	0	0	65736		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23421		345	0	2	0	0	0	65735		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23422		0	0	2	0	0	0	65768		0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	1;3;4;5;6		false
23423		62	0	2	0	0	0	66013		0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	2		false
23424		345	0	2	1	0	0	66096		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23425		0	0	2	0	0	0	67244		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23426		0	0	2	0	0	0	67402		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
23427		0	0	2	0	0	0	67403		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23431		0	0	0	0	0	0	64305		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23432		0	0	0	0	0	0	64306		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23433		0	0	0	0	0	0	65527		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23434		149	1	0	0	0	0	65959	Hold	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23435		0	0	0	0	0	0	66068		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23436		0	0	0	0	0	0	66086		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23437		0	0	0	0	0	0	66087		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23438		0	0	0	0	0	0	66812		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23439		0	0	0	0	0	0	66815		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23471		0	0	0	0	0	0	65131	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23480		0	0	0	0	0	0	66946	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23481		0	0	0	0	0	0	66949	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23482	Ice	0	0	0	0	0	0	67328	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23483	Ice	0	0	2	0	0	0	67329		1	0.15294118	0.5764706	0.9372549	0.25882354	0.6509804	0.9843137	1.0	1;3;4;5;6		false
23484	Ice	0	0	0	0	0	0	67369		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23485	Ice	0	0	0	0	0	0	67372	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23486		0	0	2	0	0	0	67406		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23490		70	0	0	0	0	0	67374		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			false
23491		25	0	2	0	0	0	67767		0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	2		false
23492		389	0	2	0	0	0	67769		0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	2		false
23493		307	0	2	0	0	0	67770		0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	2		false
23494		96	0	2	0	0	0	67768		0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	2		false
23495		0	0	2	0	0	0	67771		0	0.0	0.0	0.0	0.7	0.0	0.0	1.0	2		false
23496		357	0	2	0	0	0	67977		0	0.94509804	0.26666668	0.26666668	1.0	0.4	0.4	3.0	0		false
23497		0	0	2	1	0	0	67978		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1		false
23501		218	0	0	0	0	0	14147	Idle	1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
23502		149	0	0	0	0	0	14147	Idle	1	0.23	1.0	0.18	0.105882354	0.46666667	0.023529412	2.0	1;3;4;5;6		false
23503		0	0	2	0	0	0	68221	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23504		0	0	0	0	0	0	67964		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23505		0	0	0	0	0	0	67971		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23506		225	0	2	0	0	0	67972		0	0.0	0.0	0.0	0.45	1.0	0.58	2.0	1;3;4;5;6		false
23507		86	0	0	0	0	0	67973		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23508	Ice	0	0	0	0	0	0	68251	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23509	Slow	25	0	2	0	0	0	13077		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1;3;4;5;6		false
23510		0	0	0	0	0	0	68223		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23511		0	0	0	0	0	0	68225		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23512		0	0	0	0	0	0	68226		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23513		0	0	0	0	0	0	68231		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23531		0	0	2	0	0	0	68236		0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2		false
23536	Ice	0	0	2	0	0	0	68495		1	0.15294118	0.5764706	0.9372549	0.25882354	0.6509804	0.9843137	1.0	1;3;4;5;6		false
23537	Ice	0	0	2	0	13084	13083	68496	Freezing	1	0.15294118	0.5764706	0.9372549	0.25882354	0.6509804	0.9843137	1.0	1;3;4;5;6		false
23538	Ice	0	0	2	0	0	0	68511	Idle	1	0.15294118	0.5764706	0.9372549	0.25882354	0.6509804	0.9843137	1.0	1;3;4;5;6		false
23539	Ice	0	0	0	0	0	0	68527	Idle	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0		false
23540		349	0	2	0	0	0	68528		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0		false
23541		184	0	2	0	0	0	68529		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0		false
23542		0	0	2	0	0	0	68530		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1		false
23543		0	0	2	0	0	0	68531		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0		false
23546		0	0	2	0	0	0	68550		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0		false
23547		0	0	2	0	0	0	68551		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0		false
23548		0	0	2	0	0	0	68579		0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0		false
