ROWID	_JobID|INTEGER	_Mode|INTEGER	_PhysicalAttackMinRevision|INTEGER	_PhysicalAttackMaxRevision|INTEGER	_MagicAttackMinRevision|INTEGER	_MagicAttackMaxRevision|INTEGER	_PhysicalDefenseRevision|INTEGER	_MagicDefenseRevision|INTEGER	_MaxHPRevision|INTEGER	_MaxSPRevision|INTEGER	_RecoverySPRevision|INTEGER	_StiffRevision|INTEGER	_StiffResistanceRevision|INTEGER	_CriticalRevision|INTEGER	_CriticalResistanceRevision|INTEGER	_StunRevision|INTEGER	_StunResistanceRevision|INTEGER	_SuperAmmorRevision|INTEGER	_MoveSpeedRevision|INTEGER	_FinalDamageRevision|INTEGER	_ElementAttackRevision|DOUBLE	_ElementDefenseRevision|DOUBLE	_StrengthRevision|INTEGER	_AgilityRevision|INTEGER	_IntelligenceRevision|INTEGER	_StaminaRevision|INTEGER	_BaseLevel|INTEGER	_CriticalDamageRevision|INTEGER	_PVPAttackPowerRevision|INTEGER	_PVPDefencePowerRevision|INTEGER
546	46	6	1252	1530	1239	1515	6646	8924	9360	68250	682	936	936	2779	5733	780	780	100	300	0	0.0	0.0	312	546	390	312	80	2779	0	0
547	47	6	1252	1530	1239	1515	6646	8924	9360	68250	682	936	936	2779	5733	780	780	100	300	0	0.0	0.0	312	546	390	312	80	2779	0	0
548	48	6	1252	1530	1239	1515	6646	8924	9360	68250	682	936	936	2779	5733	780	780	100	300	0	0.0	0.0	312	546	390	312	80	2779	0	0
549	49	6	1185	1449	1309	1600	6646	9049	9360	95550	682	888	888	2289	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	2289	0	0
550	50	6	1185	1449	1309	1600	6646	9049	9360	95550	682	888	888	2289	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	2289	0	0
551	51	6	1185	1449	1309	1600	6646	9049	9360	95550	682	888	888	2289	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	2289	0	0
552	52	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
553	53	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
554	54	6	1143	1397	1309	1600	6684	9049	11220	95550	682	843	843	2124	3770	702	935	100	300	0	0.0	0.0	281	359	546	374	80	2124	0	0
555	55	6	1133	1384	1309	1600	6693	9049	11700	95550	682	750	750	2177	3927	625	975	100	300	0	0.0	0.0	250	374	546	390	80	2177	0	0
556	56	6	1133	1384	1309	1600	6693	9049	11700	95550	682	750	750	2177	3927	625	975	100	300	0	0.0	0.0	250	374	546	390	80	2177	0	0
557	57	6	1390	1699	1063	1299	6684	8837	11220	49175	682	1638	1638	2124	3770	1365	935	100	300	0	0.0	0.0	546	359	281	374	80	2124	0	0
558	58	6	1394	1703	1049	1282	6693	8812	11700	43750	682	2457	1638	2177	3927	1365	975	100	300	0	0.0	0.0	546	374	250	390	80	2177	0	0
559	59	6	1394	1703	1049	1282	6693	8812	11700	43750	682	2457	1638	2177	3927	1365	975	100	300	0	0.0	0.0	546	374	250	390	80	2177	0	0
560	60	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
561	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
562	62	6	1266	1548	970	1185	8621	7761	8280	53550	682	1425	1425	2434	4988	1188	690	100	300	0	0.0	0.0	370	495	292	323	80	2434	0	0
563	63	6	1272	1554	972	1189	8624	7766	8430	54600	682	1449	1449	2465	5082	1208	702	100	300	0	0.0	0.0	339	526	292	323	80	2465	0	0
564	64	6	1272	1554	972	1189	8624	7766	8430	54600	682	1449	1449	2465	5082	1208	702	100	300	0	0.0	0.0	292	448	417	323	80	2465	0	0
565	65	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
566	66	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
567	67	6	1266	1548	970	1185	8621	7761	8280	53550	682	1425	1425	2434	4988	1188	690	100	300	0	0.0	0.0	370	495	292	323	80	2434	0	0
568	68	6	1266	1548	970	1185	8621	7761	8280	53550	682	1425	1425	2434	4988	1188	690	100	300	0	0.0	0.0	370	495	292	323	80	2434	0	0
569	69	6	1266	1548	970	1185	8621	7761	8280	53550	682	1425	1425	2434	4988	1188	690	100	300	0	0.0	0.0	370	495	292	323	80	2434	0	0
570	70	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
571	71	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
572	72	6	1500	1833	965	1179	10136	8981	13560	69562	682	2743	1779	1743	2625	2206	1130	100	300	0	0.0	0.0	573	230	245	432	80	1743	0	0
573	73	6	1485	1815	972	1188	10146	8994	14040	73762	682	2695	1731	1687	2457	2166	1170	100	300	0	0.0	0.0	557	214	261	448	80	1687	0	0
574	74	6	1311	1602	1100	1344	10146	9206	14040	95550	682	1807	843	1795	2782	1426	1170	100	300	0	0.0	0.0	261	245	526	448	80	1795	0	0
575	75	6	1274	1557	1184	1448	9394	6864	11115	62825	682	2272	1404	2655	3602	1712	975	100	300	0	0.0	0.0	468	343	359	390	80	2655	0	0
576	76	6	1305	1595	1155	1411	9394	6826	11115	54600	682	2506	1638	2525	3276	1907	975	100	300	0	0.0	0.0	546	312	312	390	80	2525	0	0
577	77	6	905	1106	674	824	10146	8956	14040	40950	682	1755	984	2723	5565	1362	1170	100	300	0	0.0	0.0	328	530	234	468	80	2723	0	0
578	78	6	905	1106	674	824	10164	8956	14970	40950	682	1848	1077	2506	4914	1440	1248	100	300	0	0.0	0.0	359	468	234	499	80	2506	0	0
579	79	6	905	1106	674	824	10127	8956	13110	40950	682	1848	1077	2723	5565	1440	1092	100	300	0	0.0	0.0	359	530	234	437	80	2723	0	0
580	80	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
581	81	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
582	82	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
583	83	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
584	84	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
585	85	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
586	86	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
587	87	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
588	88	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
589	89	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
590	90	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
591	91	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
592	92	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
593	93	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
594	94	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
595	95	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
596	96	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
597	97	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
598	98	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
599	99	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
601	1	7	1179	1441	1111	1357	10001	6761	12870	24150	136	3247	1608	1758	3538	3148	1072	100	300	50	0.2	0.2	536	337	230	429	80	1758	0	0
602	2	7	1230	1504	820	1002	6661	7267	10110	28980	136	1149	1149	4961	5628	958	842	100	300	50	0.2	0.2	383	536	276	337	80	4961	0	0
603	3	7	925	1131	1297	1585	4646	9355	9180	56385	155	873	873	3360	4179	728	765	100	300	50	0.2	0.2	291	398	537	306	80	3360	0	0
604	4	7	885	1081	955	1168	9416	9108	13230	46293	136	2508	1608	1780	1292	1340	1225	100	300	50	0.2	0.2	536	123	383	490	80	1780	0	0
605	5	7	1205	1473	1278	1561	6661	8992	10110	49875	136	735	735	2530	4988	612	842	100	300	50	0.2	0.2	245	475	475	337	80	2530	0	0
606	6	7	1212	1481	1271	1553	6643	8980	9180	48300	136	1380	1380	1939	3213	1150	765	100	300	50	0.2	0.2	460	306	460	306	80	1939	0	0
607	7	7	1266	1548	970	1185	8621	7761	8280	32130	136	1425	1425	2434	4988	1188	690	100	300	50	0.2	0.2	516	256	317	317	80	2434	0	0
608	8	7	1487	1818	977	1194	10122	9002	12870	30555	136	2710	1746	1673	2415	2178	-2146826273	100	300	50	0.2	0.2	562	210	271	409	80	1673	0	0
609	9	7	903	1104	673	822	10141	8953	13800	24150	136	1737	966	2688	5460	1347	1150	100	300	50	0.2	12.0	322	520	230	460	80	2688	0	0
610	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
611	11	7	1274	1557	1184	1448	9982	6864	11700	37695	136	2272	1404	2213	3602	1712	975	100	300	50	0.2	0.2	468	343	359	390	80	2213	0	0
612	12	7	1185	1448	1113	1361	10006	6764	13110	24570	136	3277	1638	1779	3602	1586	1092	100	300	50	0.2	0.2	546	343	234	437	80	1779	0	0
613	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
614	14	7	1223	1494	836	1022	6665	7296	10290	32760	136	1170	1170	4887	5408	975	858	100	300	50	0.2	0.2	390	515	312	343	80	4887	0	0
615	15	7	1245	1522	873	1067	6665	7271	10290	29505	136	1170	1170	4225	5733	975	858	100	300	50	0.2	0.2	390	546	281	343	80	4225	0	0
616	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
617	17	7	928	1135	1303	1592	4650	9362	9360	57330	155	888	888	3388	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	3388	0	0
618	18	7	928	1135	1303	1592	4650	9362	9360	57330	155	888	888	3388	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	3388	0	0
619	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
620	20	7	1032	1261	743	908	9420	9112	13473	40950	136	3437	1638	1247	1312	1948	1248	100	300	50	0.2	0.2	546	125	390	499	80	1247	0	0
621	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
622	22	7	861	1053	994	1214	9406	9159	12636	55218	136	2304	1404	1896	1638	1170	1170	100	300	50	0.2	0.2	468	156	468	468	80	1896	0	0
623	23	7	1305	1595	1155	1411	9982	6826	11700	32760	136	2506	1638	2104	3276	1907	975	100	300	50	0.2	0.2	546	312	312	390	80	2104	0	0
624	24	7	1137	1390	1311	1602	9982	6913	11700	44205	136	2179	1311	2104	3276	1635	975	100	300	50	0.2	0.2	437	312	421	390	80	2104	0	0
625	25	7	1192	1456	1113	1361	10006	6764	13110	24570	136	3370	1731	1670	3276	3250	1092	100	300	50	0.2	0.2	577	312	234	437	80	1670	0	0
626	26	7	1192	1456	1113	1361	10006	6764	13110	24570	136	3370	1731	1670	3276	3250	1092	100	300	50	0.2	0.2	577	312	234	437	80	1670	0	0
627	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
628	28	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
629	29	7	1230	1503	836	1022	6665	7296	10290	32760	136	1077	1077	4996	5733	898	858	100	300	50	0.2	0.2	359	546	312	343	80	4996	0	0
630	30	7	947	1158	1071	1308	6665	7396	10290	45885	136	936	936	4723	4914	780	858	100	300	50	0.2	0.2	312	468	437	343	80	4723	0	0
631	31	7	1245	1522	873	1067	6665	7271	10290	29505	136	1170	1170	4225	5733	975	858	100	300	50	0.2	0.2	390	546	281	343	80	4225	0	0
632	32	7	1245	1522	873	1067	6665	7271	10290	29505	136	1170	1170	4225	5733	975	858	100	300	50	0.2	0.2	390	546	281	343	80	4225	0	0
633	33	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
634	34	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
635	35	7	928	1135	1303	1592	4650	9362	9360	57330	155	888	888	3388	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	3388	0	0
636	36	7	928	1135	1303	1592	4650	9362	9360	57330	155	888	888	3388	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	3388	0	0
637	37	7	928	1135	1303	1592	4650	9362	9360	57330	155	888	888	3388	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	3388	0	0
638	38	7	928	1135	1303	1592	4650	9362	9360	57330	155	888	888	3388	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	3388	0	0
639	39	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
640	40	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
641	41	7	1032	1261	743	908	9420	9112	13473	40950	136	3437	1638	1247	1312	3896	1248	100	300	50	0.2	0.2	546	125	390	499	80	1247	0	0
642	42	7	1014	1240	778	951	9406	9159	12636	49140	136	3344	1545	1191	1144	3818	1170	100	300	50	0.2	0.2	515	109	468	468	80	1191	0	0
643	43	7	844	1031	1029	1257	9392	9206	11799	63408	136	2211	1311	1840	1470	1092	1092	100	300	50	0.2	0.2	437	140	546	437	80	1840	0	0
644	44	7	844	1031	1029	1257	9392	9206	11799	63408	136	2211	1311	1840	1470	1092	1092	100	300	50	0.2	0.2	437	140	546	437	80	1840	0	0
645	45	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
646	46	7	1252	1530	1239	1515	6646	8924	9360	40950	136	936	936	2779	5733	780	780	100	300	50	0.2	0.2	312	546	390	312	80	2779	0	0
647	47	7	1252	1530	1239	1515	6646	8924	9360	40950	136	936	936	2779	5733	780	780	100	300	50	0.2	0.2	312	546	390	312	80	2779	0	0
648	48	7	1252	1530	1239	1515	6646	8924	9360	40950	136	936	936	2779	5733	780	780	100	300	50	0.2	0.2	312	546	390	312	80	2779	0	0
649	49	7	1185	1449	1309	1600	6646	9049	9360	57330	136	888	888	2289	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	2289	0	0
650	50	7	1185	1449	1309	1600	6646	9049	9360	57330	136	888	888	2289	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	2289	0	0
651	51	7	1185	1449	1309	1600	6646	9049	9360	57330	136	888	888	2289	4263	740	780	100	300	50	0.2	0.2	296	406	546	312	80	2289	0	0
652	52	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
653	53	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
654	54	7	1143	1397	1309	1600	6684	9049	11220	57330	136	843	843	2124	3770	702	935	100	300	50	0.2	0.2	281	359	546	374	80	2124	0	0
655	55	7	1133	1384	1309	1600	6693	9049	11700	57330	136	750	750	2177	3927	625	975	100	300	50	0.2	0.2	250	374	546	390	80	2177	0	0
656	56	7	1133	1384	1309	1600	6693	9049	11700	57330	136	750	750	2177	3927	625	975	100	300	50	0.2	0.2	250	374	546	390	80	2177	0	0
657	57	7	1390	1699	1063	1299	6684	8837	11220	29505	136	1638	1638	2124	3770	1365	935	100	300	50	0.2	0.2	546	359	281	374	80	2124	0	0
658	58	7	1394	1703	1049	1282	6693	8812	11700	26250	136	2457	1638	2177	3927	1365	975	100	300	50	0.2	0.2	546	374	250	390	80	2177	0	0
659	59	7	1394	1703	1049	1282	6693	8812	11700	26250	136	2457	1638	2177	3927	1365	975	100	300	50	0.2	0.2	546	374	250	390	80	2177	0	0
660	60	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
661	61	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
662	62	7	1266	1548	970	1185	8621	7761	8280	32130	136	1425	1425	2434	4988	1188	690	100	300	50	0.2	0.2	370	495	292	323	80	2434	0	0
663	63	7	1272	1554	972	1189	8624	7766	8430	32760	136	1449	1449	2465	5082	1208	702	100	300	50	0.2	0.2	339	526	292	323	80	2465	0	0
664	64	7	1272	1554	972	1189	8624	7766	8430	32760	136	1449	1449	2465	5082	1208	702	100	300	50	0.2	0.2	292	448	417	323	80	2465	0	0
665	65	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
666	66	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
667	67	7	1266	1548	970	1185	8621	7761	8280	32130	136	1425	1425	2434	4988	1188	690	100	300	50	0.2	0.2	370	495	292	323	80	2434	0	0
668	68	7	1266	1548	970	1185	8621	7761	8280	32130	136	1425	1425	2434	4988	1188	690	100	300	50	0.2	0.2	370	495	292	323	80	2434	0	0
669	69	7	1266	1548	970	1185	8621	7761	8280	32130	136	1425	1425	2434	4988	1188	690	100	300	50	0.2	0.2	370	495	292	323	80	2434	0	0
670	70	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
671	71	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
672	72	7	1500	1833	965	1179	10136	8981	13560	41738	136	2743	1779	1743	2625	2206	1130	100	300	50	0.2	0.2	573	230	245	432	80	1743	0	0
673	73	7	1485	1815	972	1188	10146	8994	14040	44258	136	2695	1731	1687	2457	2166	1170	100	300	50	0.2	0.2	557	214	261	448	80	1687	0	0
674	74	7	1311	1602	1100	1344	10146	9206	14040	57330	136	1807	843	1795	2782	1426	1170	100	300	50	0.2	0.2	261	245	526	448	80	1795	0	0
675	75	7	1274	1557	1184	1448	9394	6864	11115	37695	136	2272	1404	2655	3602	1712	975	100	300	50	0.2	0.2	468	343	359	390	80	2655	0	0
676	76	7	1305	1595	1155	1411	9394	6826	11115	32760	136	2506	1638	2525	3276	1907	975	100	300	50	0.2	0.2	546	312	312	390	80	2525	0	0
677	77	7	905	1106	674	824	10146	8956	14040	24570	136	1755	984	2723	5565	1362	1170	100	300	50	0.2	12.0	328	530	234	468	80	2723	0	0
678	78	7	905	1106	674	824	10164	8956	14970	24570	136	1848	1077	2506	4914	1440	1248	100	300	50	0.2	12.0	359	468	234	499	80	2506	0	0
679	79	7	905	1106	674	824	10127	8956	13110	24570	136	1848	1077	2723	5565	1440	1092	100	300	50	0.2	12.0	359	530	234	437	80	2723	0	0
680	80	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
681	81	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
682	82	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
683	83	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
684	84	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
685	85	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
686	86	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
687	87	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
688	88	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
689	89	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
690	90	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
691	91	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
692	92	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
693	93	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
694	94	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
695	95	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
696	96	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
697	97	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
698	98	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
699	99	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0.0	0.0	0	0	0	0	80	0	0	0
701	1	8	1768	2161	1481	1810	10001	6761	51480	32200	410	3247	1608	1758	3538	3148	1072	100	300	0	0.0	0.0	536	337	230	429	80	1758	0	0
702	2	8	1846	2256	1229	1503	6661	7267	40440	38640	410	1149	1149	4961	5628	958	842	100	300	0	0.0	0.0	383	536	276	337	80	4961	0	0
703	3	8	1388	1696	1945	2377	4646	9355	36720	75180	464	873	873	3360	4179	728	765	100	300	0	0.0	0.0	291	398	537	306	80	3360	0	0
704	4	8	1327	1622	1433	1751	9416	9108	52920	61725	410	2508	1608	1780	1292	1340	1225	100	300	0	0.0	0.0	536	123	383	490	80	1780	0	0
705	5	8	1807	2209	1916	2342	6661	8992	40440	66500	410	735	735	2530	4988	612	842	100	300	0	0.0	0.0	245	475	475	337	80	2530	0	0
706	6	8	1818	2222	1906	2330	6643	8980	36720	64400	410	1380	1380	1939	3213	1150	765	100	300	0	0.0	0.0	460	306	460	306	80	1939	0	0
707	7	8	1899	2321	1455	1778	8621	7761	33120	42840	410	1425	1425	2434	4988	1188	690	100	300	0	0.0	0.0	516	256	317	317	80	2434	0	0
708	8	8	2231	2727	1466	1791	10122	9002	51480	40740	410	2710	1746	1673	2415	2178	1072	100	300	0	0.0	0.0	562	210	271	409	80	1673	0	0
709	9	8	1355	1656	1009	1233	10141	8953	55200	32200	410	1737	966	2688	5460	1347	1150	100	300	0	0.0	0.0	322	520	230	460	80	2688	0	0
710	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
711	11	8	1853	2264	1607	1965	9982	6864	46800	50260	410	2272	1404	2213	3602	1712	975	100	300	0	0.0	0.0	468	343	359	390	80	2213	0	0
712	12	8	1481	1810	1113	1361	10006	6764	52440	32760	410	1966	1638	1779	3602	1586	1092	100	300	0	0.0	0.0	546	343	234	437	80	1779	0	0
713	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
714	14	8	1834	2241	1254	1532	6665	7296	41160	43680	410	1170	1170	4887	5408	975	858	100	300	0	0.0	0.0	390	515	312	343	80	4887	0	0
715	15	8	1868	2283	1309	1600	6665	7271	41160	39340	410	1170	1170	4225	5733	975	858	100	300	0	0.0	0.0	390	546	281	343	80	4225	0	0
716	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
717	17	8	928	1135	1303	1592	4650	5617	37440	76440	464	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
718	18	8	1393	1702	2084	2547	6510	9362	37440	76440	464	888	888	3388	4263	740	780	100	300	0	0.0	0.0	296	406	546	312	80	3388	0	0
719	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
720	20	8	1548	1892	1114	1362	6908	6682	53892	54600	410	2062	1638	1247	1312	1948	1248	100	300	0	0.0	0.0	546	125	390	499	80	1247	0	0
721	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
722	22	8	1292	1579	1739	2125	6898	6717	50544	73625	410	2304	1404	1896	1638	1170	1170	100	300	0	0.0	0.0	468	156	468	468	80	1896	0	0
723	23	8	1898	2319	1567	1916	9982	6826	46800	43680	410	2506	1638	2104	3276	1907	975	100	300	0	0.0	0.0	546	312	312	390	80	2104	0	0
724	24	8	1705	2084	1748	2136	9982	6913	46800	58940	410	2179	1311	2104	3276	1635	975	100	300	0	0.0	0.0	437	312	421	390	80	2104	0	0
725	25	8	1489	1820	1113	1361	10006	6764	52440	32760	410	3370	1731	1670	3276	3250	1092	100	300	0	0.0	0.0	577	312	234	437	80	1670	0	0
726	26	8	1489	1820	1113	1361	10006	6764	52440	32760	410	3370	1731	1670	3276	3250	1092	100	300	0	0.0	0.0	577	312	234	437	80	1670	0	0
727	27	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
728	28	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	80	0	0	0
729	29	8	1844	2254	1254	1532	6665	7296	41160	43680	410	1077	1077	4996	5733	898	858	100	300	0	0.0	0.0	359	546	312	343	80	4996	0	0
730	30	8	1539	1881	1517	1854	6665	7396	41160	61180	410	936	936	4723	4914	780	858	100	300	0	0.0	0.0	312	468	437	343	80	4723	0	0
